ticket;time;old_stop;new_stop;fav_r;reason;modify_ok
308;2026.03.04 08:10:00;5180.54000000;5154.84000000;1.6167;trail applied;true
312;2026.03.04 19:25:00;5181.03000000;5155.10000000;1.4402;trail applied;true
318;2026.03.05 15:25:00;5181.03000000;5149.45000000;2.1340;trail applied;true
324;2026.03.13 04:00:00;5054.85000000;5085.04000000;1.0436;trail applied;true
328;2026.03.13 18:00:00;5107.83000000;5078.70000000;1.5165;trail applied;true
330;2026.03.30 14:45:00;4430.48000000;4495.61000000;1.1192;trail applied;true
332;2026.04.08 01:35:00;4550.22000000;4655.68000000;1.0674;trail applied;true
334;2026.04.10 05:35:00;4798.38000000;4769.41000000;1.1317;trail applied;true
338;2026.04.16 02:25:00;4787.51000000;4801.12000000;1.1124;trail applied;true
346;2026.04.21 17:50:00;4794.22000000;4760.55000000;1.1351;trail applied;true
348;2026.04.29 15:55:00;4730.22000000;4636.14000000;1.0090;trail applied;true
354;2026.05.13 19:50:00;4709.58000000;4703.97000000;1.0255;trail applied;true
356;2026.05.14 04:10:00;4707.01000000;4698.35000000;1.4099;trail applied;true
358;2026.05.14 08:20:00;4707.31000000;4702.40000000;1.0644;trail applied;true
362;2026.05.14 12:50:00;4691.00000000;4695.81000000;1.0720;trail applied;true
368;2026.05.14 16:45:00;4704.85000000;4688.19000000;1.3313;trail applied;true
370;2026.05.14 22:30:00;4704.85000000;4684.77000000;1.1199;trail applied;true
374;2026.05.26 21:00:00;4531.34000000;4510.56000000;1.0295;trail applied;true
376;2026.05.27 13:40:00;4510.44000000;4489.04000000;1.3065;trail applied;true
378;2026.05.28 19:50:00;4502.64000000;4504.41000000;2.2701;trail applied;true
384;2026.05.29 04:15:00;4502.64000000;4509.26000000;1.0031;trail applied;true
392;2026.06.03 02:15:00;4530.95000000;4504.00000000;1.1393;trail applied;true
394;2026.06.04 14:30:00;4423.03000000;4454.43000000;1.2209;trail applied;true
396;2026.06.10 11:05:00;4475.60000000;4317.63000000;1.0294;trail applied;true
408;2026.06.24 14:20:00;4309.40000000;4173.51000000;1.0408;trail applied;true
412;2026.07.01 16:45:00;4012.91000000;4047.67000000;1.5587;trail applied;true
414;2026.07.09 17:05:00;4021.81000000;4077.16000000;1.0866;trail applied;true
420;2026.07.16 05:10:00;4048.19000000;4040.69000000;1.1129;trail applied;true
424;2026.07.21 04:20:00;4023.23000000;4027.72000000;1.8568;trail applied;true
