symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072886;2.00;FastMedConfluence;2025.03.05 15:45:00;2026.07.21 04:24:58;220;0.4727;0.4740;2.1249;18.5056;2.4341;-0.7677;345.51;1.3030;99;-0.2042;121
