binary_sha256,trades,total_r,profit_factor,journal_sha256,expected_journal_sha256,fresh_evidence,result
e739e76e6de5a13e8fb210b13480339cdba9a7ae6fa73de80acda796b40daa16,330,47.6083336413,1.2472234619,9ebf2f41dae137199634521ee7b996e0ef6d8e7996a5c82806d554ef7605eb5f,9ebf2f41dae137199634521ee7b996e0ef6d8e7996a5c82806d554ef7605eb5f,true,PASS
