strategy,family,regime_dimension,regime_value,period,trades,cumulative_r,expectancy_r
WeightedEnsemble,ENSEMBLE,direction,BEARISH,2025-Q3,26,2.191400,0.084285
WeightedEnsemble,ENSEMBLE,direction,BEARISH,2025-Q4,21,-5.735500,-0.273119
WeightedEnsemble,ENSEMBLE,direction,BEARISH,2026-Q1,16,15.483300,0.967706
WeightedEnsemble,ENSEMBLE,direction,BEARISH,2026-Q2,31,-5.251400,-0.169400
WeightedEnsemble,ENSEMBLE,direction,BEARISH,2026-Q3,5,0.724800,0.144960
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2025-Q1,8,7.000000,0.875000
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2025-Q2,32,-5.692300,-0.177884
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2025-Q3,19,6.707800,0.353042
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2025-Q4,28,3.382100,0.120789
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2026-Q1,21,-5.080000,-0.241905
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2026-Q2,19,5.343900,0.281258
WeightedEnsemble,ENSEMBLE,direction,BULLISH,2026-Q3,6,-0.801700,-0.133617
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2025-Q1,1,2.000000,2.000000
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2025-Q2,7,0.847600,0.121086
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2025-Q3,9,2.406300,0.267367
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2025-Q4,13,-8.327400,-0.640569
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2026-Q1,4,-1.000000,-0.250000
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2026-Q2,3,-1.231600,-0.410533
WeightedEnsemble,ENSEMBLE,market_phase,BREAKOUT,2026-Q3,3,1.703800,0.567933
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2025-Q1,1,-1.000000,-1.000000
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2025-Q3,2,1.000000,0.500000
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2025-Q4,3,3.775200,1.258400
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2026-Q1,3,0.000000,0.000000
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2026-Q2,4,-1.207800,-0.301950
WeightedEnsemble,ENSEMBLE,market_phase,COMPRESSION,2026-Q3,1,-0.030700,-0.030700
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2025-Q1,4,5.000000,1.250000
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2025-Q2,11,2.016400,0.183309
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2025-Q3,13,5.614500,0.431885
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2025-Q4,11,0.629900,0.057264
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2026-Q1,5,8.030700,1.606140
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2026-Q2,14,1.900800,0.135771
WeightedEnsemble,ENSEMBLE,market_phase,PULLBACK,2026-Q3,3,-1.964600,-0.654867
WeightedEnsemble,ENSEMBLE,market_phase,TRANSITION,2025-Q2,1,-1.000000,-1.000000
WeightedEnsemble,ENSEMBLE,market_phase,TREND_CONTINUATION,2025-Q2,11,-6.456900,-0.586991
WeightedEnsemble,ENSEMBLE,market_phase,TREND_CONTINUATION,2025-Q3,5,1.856100,0.371220
WeightedEnsemble,ENSEMBLE,market_phase,TREND_CONTINUATION,2025-Q4,3,1.232900,0.410967
WeightedEnsemble,ENSEMBLE,market_phase,TREND_CONTINUATION,2026-Q1,13,-2.653700,-0.204131
WeightedEnsemble,ENSEMBLE,market_phase,TREND_CONTINUATION,2026-Q2,4,-2.313200,-0.578300
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2025-Q1,11,2.438100,0.221645
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2025-Q2,22,-0.521900,-0.023723
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2025-Q3,16,-1.977700,-0.123606
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2025-Q4,19,0.336000,0.017684
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2026-Q1,12,6.026300,0.502192
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2026-Q2,25,2.944300,0.117772
WeightedEnsemble,ENSEMBLE,market_phase,UNCLASSIFIED,2026-Q3,4,0.214600,0.053650
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2025-Q1,3,0.000000,0.000000
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2025-Q2,10,0.434600,0.043460
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2025-Q3,9,7.924700,0.880522
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2025-Q4,11,4.083300,0.371209
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2026-Q1,10,5.692200,0.569220
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2026-Q2,15,2.551800,0.170120
WeightedEnsemble,ENSEMBLE,trend_strength,NORMAL,2026-Q3,2,1.000000,0.500000
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2025-Q1,1,-1.000000,-1.000000
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2025-Q2,3,1.464700,0.488233
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2025-Q3,3,0.856100,0.285367
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2025-Q4,1,-0.623500,-0.623500
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2026-Q2,1,-1.000000,-1.000000
WeightedEnsemble,ENSEMBLE,trend_strength,STRONG,2026-Q3,2,-0.964600,-0.482300
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2025-Q1,13,9.438100,0.726008
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2025-Q2,39,-7.014100,-0.179849
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2025-Q3,33,0.118400,0.003588
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2025-Q4,37,-5.813200,-0.157114
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2026-Q1,27,4.711100,0.174485
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2026-Q2,34,-1.459300,-0.042921
WeightedEnsemble,ENSEMBLE,trend_strength,WEAK,2026-Q3,7,-0.112300,-0.016043
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2025-Q1,2,-2.000000,-1.000000
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2025-Q2,7,-1.977700,-0.282529
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2025-Q3,7,-2.062000,-0.294571
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2025-Q4,7,-2.933300,-0.419043
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2026-Q1,8,-0.466700,-0.058338
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2026-Q2,6,-1.960400,-0.326733
WeightedEnsemble,ENSEMBLE,volatility,CONTRACTING,2026-Q3,1,0.035400,0.035400
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2025-Q1,11,5.438100,0.494373
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2025-Q2,29,4.801700,0.165576
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2025-Q3,21,4.726500,0.225071
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2025-Q4,21,3.952700,0.188224
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2026-Q1,15,7.493000,0.499533
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2026-Q2,22,-0.671700,-0.030532
WeightedEnsemble,ENSEMBLE,volatility,EXPANDING,2026-Q3,7,1.423900,0.203414
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2025-Q1,4,5.000000,1.250000
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2025-Q2,16,-7.938800,-0.496175
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2025-Q3,17,6.234700,0.366747
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2025-Q4,21,-3.372800,-0.160610
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2026-Q1,14,3.377000,0.241214
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2026-Q2,22,2.724600,0.123845
WeightedEnsemble,ENSEMBLE,volatility,NORMAL,2026-Q3,3,-1.536200,-0.512067
