strategy,family,window,regime_dimension,regime_value,sample_label,trades,wins,losses,win_rate,cumulative_r,expectancy_r,profit_factor_r,max_drawdown_r,average_mfe_r,average_mae_r,median_r,long_trades,long_expectancy_r,short_trades,short_expectancy_r,first_entry_time,last_exit_time
MediumBreakout,BREAKOUT,Full window,market_phase,TRANSITION,INSUFFICIENT,4,1,3,0.250000,-2.070900,-0.517725,0.072551,2.232900,0.617775,-0.703675,-0.616450,1,-1.000000,3,-0.356967,2025.04.03 19:55:00,2025.07.18 05:15:00
MediumBreakout,BREAKOUT,Full window,market_phase,TREND_CONTINUATION,STRONGER_DESCRIPTIVE_SAMPLE,105,31,74,0.295238,-8.849900,-0.084285,0.850762,12.035600,1.022770,-0.964856,-0.666200,58,0.019655,47,-0.212551,2025.03.05 09:20:00,2026.07.15 15:59:58
MediumBreakout,BREAKOUT,Full window,market_phase,UNCLASSIFIED,STRONGER_DESCRIPTIVE_SAMPLE,255,79,176,0.309804,-11.228900,-0.044035,0.919643,21.402800,1.021215,-0.914054,-0.625500,128,-0.077038,127,-0.010772,2025.03.04 11:25:00,2026.07.21 05:39:58
MediumBreakout,BREAKOUT,Full window,trend_strength,NORMAL,STRONGER_DESCRIPTIVE_SAMPLE,106,27,79,0.254717,-10.464000,-0.098717,0.811000,24.359500,0.949046,-0.749121,-0.552500,52,-0.005098,54,-0.188869,2025.03.04 11:25:00,2026.07.15 20:34:58
MediumBreakout,BREAKOUT,Full window,trend_strength,STRONG,INSUFFICIENT,15,9,6,0.600000,8.519400,0.567960,2.419900,4.000000,1.262827,-0.698493,0.414900,8,0.676863,7,0.443500,2025.03.25 17:05:00,2026.06.05 16:39:57
MediumBreakout,BREAKOUT,Full window,trend_strength,WEAK,STRONGER_DESCRIPTIVE_SAMPLE,392,130,262,0.331633,-19.319000,-0.049283,0.910894,34.909800,1.027482,-0.949383,-0.703900,191,-0.058870,201,-0.040173,2025.03.04 21:35:00,2026.07.21 05:39:58
MediumBreakout,BREAKOUT,Full window,volatility,CONTRACTING,STRONGER_DESCRIPTIVE_SAMPLE,124,36,88,0.290323,-12.790600,-0.103150,0.816802,20.495300,0.990584,-1.071077,-0.715350,54,-0.186928,70,-0.038521,2025.03.04 23:15:00,2026.06.17 22:24:58
MediumBreakout,BREAKOUT,Full window,volatility,EXPANDING,STRONGER_DESCRIPTIVE_SAMPLE,190,73,117,0.384211,8.965600,0.047187,1.094358,18.957800,1.090612,-0.832517,-0.462750,98,0.147979,92,-0.060177,2025.03.04 11:25:00,2026.07.21 05:39:58
MediumBreakout,BREAKOUT,Full window,volatility,NORMAL,STRONGER_DESCRIPTIVE_SAMPLE,199,57,142,0.286432,-17.438600,-0.087631,0.846138,26.685900,0.966159,-0.859551,-0.709400,99,-0.106083,100,-0.069364,2025.03.04 21:35:00,2026.07.16 05:39:58
MediumBreakout,BREAKOUT,Validation,alignment,FULLY_ALIGNED,EXPLORATORY,38,13,25,0.342105,0.827900,0.021787,1.038765,14.467900,1.194613,-0.816905,-0.806550,16,-0.034144,22,0.062464,2026.01.08 01:00:00,2026.04.28 13:59:58
MediumBreakout,BREAKOUT,Validation,alignment,OPPOSED,MODERATE_SAMPLE,62,23,39,0.370968,5.281900,0.085192,1.170289,12.311000,1.128523,-0.852737,-0.447550,25,0.077472,37,0.090408,2026.01.07 18:30:00,2026.04.27 18:04:58
MediumBreakout,BREAKOUT,Validation,alignment,PARTIALLY_ALIGNED,INSUFFICIENT,16,4,12,0.250000,-4.030900,-0.251931,0.567087,5.507400,0.890912,-0.872450,-0.782350,7,-0.789071,9,0.165844,2026.01.07 17:15:00,2026.04.24 15:49:58
MediumBreakout,BREAKOUT,Validation,direction,BEARISH,MODERATE_SAMPLE,69,23,46,0.333333,-0.888600,-0.012878,0.974903,15.027500,1.052662,-0.839342,-0.463500,28,-0.013750,41,-0.012283,2026.01.07 17:15:00,2026.04.27 18:04:58
MediumBreakout,BREAKOUT,Validation,direction,BULLISH,EXPLORATORY,47,17,30,0.361702,2.967500,0.063138,1.112924,10.045400,1.212438,-0.850143,-0.623100,20,-0.187400,27,0.248722,2026.01.07 18:30:00,2026.04.28 13:59:58
MediumBreakout,BREAKOUT,Validation,market_phase,PULLBACK,EXPLORATORY,26,13,13,0.500000,6.913500,0.265904,1.628792,3.997500,1.203896,-0.816819,-0.005550,8,0.172113,18,0.307589,2026.01.08 12:00:00,2026.04.23 08:34:57
MediumBreakout,BREAKOUT,Validation,market_phase,TREND_CONTINUATION,EXPLORATORY,29,8,21,0.275862,-2.534500,-0.087397,0.858668,12.035600,1.173672,-0.868079,-1.000000,13,0.023854,16,-0.177787,2026.01.08 11:30:00,2026.04.27 08:34:58
MediumBreakout,BREAKOUT,Validation,market_phase,UNCLASSIFIED,MODERATE_SAMPLE,61,19,42,0.311475,-2.300100,-0.037707,0.929784,11.201800,1.053779,-0.843602,-0.517900,27,-0.215556,34,0.103526,2026.01.07 17:15:00,2026.04.28 13:59:58
MediumBreakout,BREAKOUT,Validation,trend_strength,NORMAL,EXPLORATORY,27,6,21,0.222222,-5.348400,-0.198089,0.669674,13.348400,0.867081,-0.840133,-0.716600,9,-0.133778,18,-0.230244,2026.01.16 17:40:00,2026.04.28 13:59:58
MediumBreakout,BREAKOUT,Validation,trend_strength,STRONG,INSUFFICIENT,4,4,0,1.000000,6.104500,1.526125,inf,0.000000,1.755200,-0.526250,2.000000,1,2.000000,3,1.368167,2026.02.04 03:15:00,2026.04.23 07:50:00
MediumBreakout,BREAKOUT,Validation,trend_strength,WEAK,MODERATE_SAMPLE,85,30,55,0.352941,1.322800,0.015562,1.029076,20.591200,1.166898,-0.859796,-0.571400,38,-0.129711,47,0.133017,2026.01.07 17:15:00,2026.04.27 06:40:00
MediumBreakout,BREAKOUT,Validation,volatility,CONTRACTING,EXPLORATORY,28,10,18,0.357143,1.525300,0.054475,1.110531,6.817000,1.222850,-0.961786,-0.443800,11,-0.271455,17,0.265371,2026.01.07 22:55:00,2026.04.28 13:59:58
MediumBreakout,BREAKOUT,Validation,volatility,EXPANDING,EXPLORATORY,40,16,24,0.400000,4.920300,0.123008,1.241412,11.000000,1.110130,-0.744195,-0.379600,16,0.349850,24,-0.028221,2026.01.07 17:15:00,2026.04.24 17:14:58
MediumBreakout,BREAKOUT,Validation,volatility,NORMAL,EXPLORATORY,48,14,34,0.291667,-4.366700,-0.090973,0.841235,10.943400,1.061944,-0.857781,-0.669850,21,-0.321171,27,0.088070,2026.01.08 11:30:00,2026.04.27 08:34:58
NestedPullback,PULLBACK,Development,alignment,FULLY_ALIGNED,EXPLORATORY,21,4,17,0.190476,-7.088500,-0.337548,0.530205,9.973200,0.943690,-0.882581,-1.000000,8,0.201838,13,-0.669477,2025.04.24 18:00:00,2025.12.18 18:14:58
NestedPullback,PULLBACK,Development,alignment,OPPOSED,MODERATE_SAMPLE,52,20,32,0.384615,3.723400,0.071604,1.126144,8.470300,1.121585,-0.811967,-1.000000,31,0.470497,21,-0.517238,2025.03.05 15:45:00,2025.12.31 07:54:58
NestedPullback,PULLBACK,Development,alignment,PARTIALLY_ALIGNED,INSUFFICIENT,9,1,8,0.111111,-5.209000,-0.578778,0.277431,5.209000,0.716833,-1.037411,-1.000000,3,-0.793233,6,-0.471550,2025.05.30 15:10:00,2025.12.10 06:20:00
NestedPullback,PULLBACK,Development,direction,BEARISH,EXPLORATORY,40,11,29,0.275000,-8.076600,-0.201915,0.698175,12.331000,1.037257,-0.926238,-1.000000,15,0.240980,25,-0.467652,2025.03.05 15:45:00,2025.12.31 07:54:58
NestedPullback,PULLBACK,Development,direction,BULLISH,EXPLORATORY,42,14,28,0.333333,-0.497500,-0.011845,0.980144,13.117800,1.026217,-0.786755,-1.000000,27,0.377989,15,-0.713547,2025.03.11 12:10:00,2025.12.22 07:14:58
NestedPullback,PULLBACK,Development,market_phase,BREAKOUT,INSUFFICIENT,9,1,8,0.111111,-5.209000,-0.578778,0.277431,5.209000,0.716833,-1.037411,-1.000000,3,-0.793233,6,-0.471550,2025.05.30 15:10:00,2025.12.10 06:20:00
NestedPullback,PULLBACK,Development,market_phase,COMPRESSION,INSUFFICIENT,1,1,0,1.000000,2.000000,2.000000,inf,0.000000,2.077100,-0.025200,2.000000,1,2.000000,0,0.000000,2025.07.21 08:10:00,2025.07.21 15:54:57
NestedPullback,PULLBACK,Development,market_phase,PULLBACK,INSUFFICIENT,9,3,6,0.333333,0.000000,0.000000,1.000000,4.000000,1.603478,-1.209433,-1.000000,7,0.285714,2,-1.000000,2025.06.12 04:05:00,2025.12.30 12:34:58
NestedPullback,PULLBACK,Development,market_phase,TREND_CONTINUATION,INSUFFICIENT,17,3,14,0.176471,-6.088500,-0.358147,0.496339,8.088500,0.890106,-0.881618,-1.000000,6,0.102450,11,-0.609382,2025.04.24 18:00:00,2025.12.18 18:14:58
NestedPullback,PULLBACK,Development,market_phase,UNCLASSIFIED,EXPLORATORY,46,17,29,0.369565,0.723400,0.015726,1.027281,9.198500,1.010863,-0.757802,-1.000000,25,0.463416,21,-0.517238,2025.03.05 15:45:00,2025.12.31 07:54:58
NestedPullback,PULLBACK,Development,trend_strength,NORMAL,EXPLORATORY,20,7,13,0.350000,1.560700,0.078035,1.142283,5.470300,1.075685,-0.659155,-0.737000,8,0.768750,12,-0.382442,2025.03.05 15:45:00,2025.12.31 07:54:58
NestedPullback,PULLBACK,Development,trend_strength,STRONG,INSUFFICIENT,4,1,3,0.250000,-0.745600,-0.186400,0.728438,2.000000,0.817725,-0.798000,-0.872800,2,0.500000,2,-0.872800,2025.03.27 13:45:00,2025.12.30 02:00:00
NestedPullback,PULLBACK,Development,trend_strength,WEAK,MODERATE_SAMPLE,58,17,41,0.293103,-9.389200,-0.161883,0.753564,17.389200,1.031152,-0.926174,-1.000000,32,0.208450,26,-0.617677,2025.03.11 12:10:00,2025.12.30 12:34:58
NestedPullback,PULLBACK,Development,volatility,CONTRACTING,INSUFFICIENT,12,3,9,0.250000,-6.290600,-0.524217,0.247590,8.290600,0.705442,-0.930625,-1.000000,6,-0.222083,6,-0.826350,2025.03.25 21:15:00,2025.10.01 11:19:58
NestedPullback,PULLBACK,Development,volatility,EXPANDING,EXPLORATORY,43,14,29,0.325581,-0.556400,-0.012940,0.978373,9.810800,1.112288,-0.833442,-1.000000,20,0.338235,23,-0.318309,2025.03.05 15:45:00,2025.12.31 07:54:58
NestedPullback,PULLBACK,Development,volatility,NORMAL,EXPLORATORY,27,8,19,0.296296,-1.727100,-0.063967,0.902573,6.727100,1.048063,-0.855100,-1.000000,16,0.524262,11,-0.919573,2025.03.11 12:10:00,2025.12.30 03:09:57
NestedPullback,PULLBACK,Final holdout,alignment,FULLY_ALIGNED,INSUFFICIENT,1,1,0,1.000000,0.080700,0.080700,inf,0.000000,0.533500,-0.055200,0.080700,1,0.080700,0,0.000000,2026.05.12 19:00:00,2026.05.13 21:50:00
NestedPullback,PULLBACK,Final holdout,alignment,OPPOSED,INSUFFICIENT,19,8,11,0.421053,5.671600,0.298505,1.609981,3.000000,1.245226,-0.744674,-0.259300,7,0.285714,12,0.305967,2026.05.13 21:45:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Final holdout,alignment,PARTIALLY_ALIGNED,INSUFFICIENT,2,1,1,0.500000,-0.296200,-0.148100,0.703800,1.000000,0.782500,-0.574450,-0.148100,2,-0.148100,0,0.000000,2026.05.14 15:10:00,2026.07.10 07:25:00
NestedPullback,PULLBACK,Final holdout,direction,BEARISH,INSUFFICIENT,14,7,7,0.500000,5.752300,0.410879,2.085749,2.000000,1.270771,-0.679150,0.021000,2,1.040350,12,0.305967,2026.05.12 19:00:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Final holdout,direction,BULLISH,INSUFFICIENT,8,3,5,0.375000,-0.296200,-0.037025,0.940760,3.000000,0.995875,-0.730600,-1.000000,8,-0.037025,0,0.000000,2026.05.14 15:10:00,2026.07.16 05:39:58
NestedPullback,PULLBACK,Final holdout,market_phase,BREAKOUT,INSUFFICIENT,2,1,1,0.500000,-0.296200,-0.148100,0.703800,1.000000,0.782500,-0.574450,-0.148100,2,-0.148100,0,0.000000,2026.05.14 15:10:00,2026.07.10 07:25:00
NestedPullback,PULLBACK,Final holdout,market_phase,COMPRESSION,INSUFFICIENT,3,1,2,0.333333,-0.289700,-0.096567,0.769952,1.259300,0.830800,-0.547567,-0.259300,0,0.000000,3,-0.096567,2026.06.22 06:15:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Final holdout,market_phase,PULLBACK,INSUFFICIENT,1,1,0,1.000000,2.000000,2.000000,inf,0.000000,2.061400,-0.040300,2.000000,1,2.000000,0,0.000000,2026.05.14 12:40:00,2026.05.14 13:14:57
NestedPullback,PULLBACK,Final holdout,market_phase,TREND_CONTINUATION,INSUFFICIENT,1,1,0,1.000000,0.080700,0.080700,inf,0.000000,0.533500,-0.055200,0.080700,1,0.080700,0,0.000000,2026.05.12 19:00:00,2026.05.13 21:50:00
NestedPullback,PULLBACK,Final holdout,market_phase,UNCLASSIFIED,INSUFFICIENT,15,6,9,0.400000,3.961300,0.264087,1.492779,3.000000,1.273700,-0.831053,-1.000000,6,0.000000,9,0.440144,2026.05.13 21:45:00,2026.07.16 05:39:58
NestedPullback,PULLBACK,Final holdout,trend_strength,NORMAL,INSUFFICIENT,5,2,3,0.400000,-0.030400,-0.006080,0.989867,2.000000,1.015760,-0.765180,-1.000000,3,0.000000,2,-0.015200,2026.05.13 21:45:00,2026.07.01 16:30:00
NestedPullback,PULLBACK,Final holdout,trend_strength,STRONG,INSUFFICIENT,1,0,1,0.000000,-1.000000,-1.000000,0.000000,1.000000,0.504200,-1.011700,-1.000000,1,-1.000000,0,0.000000,2026.05.25 01:05:00,2026.05.26 14:59:58
NestedPullback,PULLBACK,Final holdout,trend_strength,WEAK,INSUFFICIENT,16,8,8,0.500000,6.486500,0.405406,2.029930,2.259300,1.260925,-0.657206,0.021000,6,0.464083,10,0.370200,2026.05.12 19:00:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Final holdout,volatility,CONTRACTING,INSUFFICIENT,4,0,4,0.000000,-3.038700,-0.759675,0.000000,3.038700,0.960825,-1.255750,-1.000000,0,0.000000,4,-0.759675,2026.05.22 22:45:00,2026.06.15 05:15:00
NestedPullback,PULLBACK,Final holdout,volatility,EXPANDING,INSUFFICIENT,10,7,3,0.700000,7.784500,0.778450,3.594833,1.000000,1.361290,-0.514500,1.351900,6,-0.035917,4,2.000000,2026.05.12 19:00:00,2026.07.10 17:34:58
NestedPullback,PULLBACK,Final holdout,volatility,NORMAL,INSUFFICIENT,8,3,5,0.375000,0.710300,0.088788,1.166764,2.259300,1.037700,-0.648112,-0.629650,4,0.500000,4,-0.322425,2026.05.13 21:45:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Full window,alignment,FULLY_ALIGNED,EXPLORATORY,41,10,31,0.243902,-9.452300,-0.230544,0.656692,11.518700,1.043537,-0.842020,-1.000000,14,0.406814,27,-0.561026,2025.04.24 18:00:00,2026.05.13 21:50:00
NestedPullback,PULLBACK,Full window,alignment,OPPOSED,MODERATE_SAMPLE,83,34,49,0.409639,13.129500,0.158187,1.294288,8.470300,1.210470,-0.779042,-0.832600,45,0.425611,38,-0.158500,2025.03.05 15:45:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Full window,alignment,PARTIALLY_ALIGNED,INSUFFICIENT,12,2,10,0.166667,-6.505200,-0.542100,0.293604,7.209000,0.687250,-0.981442,-1.000000,6,-0.612650,6,-0.471550,2025.05.30 15:10:00,2026.07.10 07:25:00
NestedPullback,PULLBACK,Full window,direction,BEARISH,MODERATE_SAMPLE,65,24,41,0.369231,4.843100,0.074509,1.131286,12.331000,1.218005,-0.817402,-1.000000,23,0.508496,42,-0.163150,2025.03.05 15:45:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Full window,direction,BULLISH,MODERATE_SAMPLE,71,22,49,0.309859,-7.671100,-0.108044,0.827486,17.374900,1.018742,-0.814500,-1.000000,42,0.225633,29,-0.591300,2025.03.11 12:10:00,2026.07.16 05:39:58
NestedPullback,PULLBACK,Full window,market_phase,BREAKOUT,INSUFFICIENT,12,2,10,0.166667,-6.505200,-0.542100,0.293604,7.209000,0.687250,-0.981442,-1.000000,6,-0.612650,6,-0.471550,2025.05.30 15:10:00,2026.07.10 07:25:00
NestedPullback,PULLBACK,Full window,market_phase,COMPRESSION,INSUFFICIENT,5,2,3,0.400000,0.710300,0.142060,1.314389,1.289700,1.220960,-0.539300,-0.259300,1,2.000000,4,-0.322425,2025.07.21 08:10:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Full window,market_phase,PULLBACK,INSUFFICIENT,11,5,6,0.454545,4.000000,0.363636,1.666667,4.000000,1.751027,-1.000600,-1.000000,9,0.666667,2,-1.000000,2025.06.12 04:05:00,2026.05.14 13:14:57
NestedPullback,PULLBACK,Full window,market_phase,TREND_CONTINUATION,EXPLORATORY,33,7,26,0.212121,-10.452300,-0.316736,0.536134,10.533000,0.961879,-0.866424,-1.000000,9,0.188378,24,-0.506154,2025.04.24 18:00:00,2026.05.13 21:50:00
NestedPullback,PULLBACK,Full window,market_phase,UNCLASSIFIED,MODERATE_SAMPLE,75,30,45,0.400000,9.419200,0.125589,1.227764,9.198500,1.148612,-0.758509,-0.966800,40,0.378812,35,-0.163809,2025.03.05 15:45:00,2026.07.16 05:39:58
NestedPullback,PULLBACK,Full window,trend_strength,NORMAL,EXPLORATORY,33,11,22,0.333333,-0.469700,-0.014233,0.976479,6.000000,1.059230,-0.736506,-1.000000,14,0.439286,19,-0.348405,2025.03.05 15:45:00,2026.07.01 16:30:00
NestedPullback,PULLBACK,Full window,trend_strength,STRONG,INSUFFICIENT,5,1,4,0.200000,-1.745600,-0.349120,0.533960,2.000000,0.755020,-0.840740,-1.000000,3,0.000000,2,-0.872800,2025.03.27 13:45:00,2026.05.26 14:59:58
NestedPullback,PULLBACK,Full window,trend_strength,WEAK,MODERATE_SAMPLE,98,34,64,0.346939,-0.612700,-0.006252,0.989371,17.389200,1.150728,-0.841349,-1.000000,48,0.312958,50,-0.312694,2025.03.11 12:10:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Full window,volatility,CONTRACTING,EXPLORATORY,21,5,16,0.238095,-8.329300,-0.396633,0.421548,8.329300,0.899829,-0.946014,-1.000000,10,0.066750,11,-0.817891,2025.03.25 21:15:00,2026.06.15 05:15:00
NestedPullback,PULLBACK,Full window,volatility,EXPANDING,MODERATE_SAMPLE,69,27,42,0.391304,8.554200,0.123974,1.222036,9.810800,1.202665,-0.788025,-0.832600,33,0.324482,36,-0.059825,2025.03.05 15:45:00,2026.07.10 17:34:58
NestedPullback,PULLBACK,Full window,volatility,NORMAL,EXPLORATORY,46,14,32,0.304348,-3.052900,-0.066367,0.892620,11.157300,1.078711,-0.798274,-1.000000,22,0.445300,24,-0.535396,2025.03.11 12:10:00,2026.07.22 04:09:58
NestedPullback,PULLBACK,Validation,alignment,FULLY_ALIGNED,INSUFFICIENT,19,5,14,0.263158,-2.444500,-0.128658,0.803568,6.000000,1.180737,-0.838600,-1.000000,5,0.800000,14,-0.460321,2026.01.06 04:35:00,2026.05.07 09:34:58
NestedPullback,PULLBACK,Validation,alignment,OPPOSED,INSUFFICIENT,12,6,6,0.500000,3.734500,0.311208,1.643946,2.832600,1.540608,-0.690783,-0.212100,7,0.366729,5,0.233480,2026.01.06 17:25:00,2026.04.28 08:40:00
NestedPullback,PULLBACK,Validation,alignment,PARTIALLY_ALIGNED,INSUFFICIENT,1,0,1,0.000000,-1.000000,-1.000000,0.000000,1.000000,0.230500,-1.291700,-1.000000,1,-1.000000,0,0.000000,2026.03.12 10:40:00,2026.03.12 18:14:58
NestedPullback,PULLBACK,Validation,direction,BEARISH,INSUFFICIENT,11,6,5,0.545455,7.167400,0.651582,2.483135,2.000000,1.808109,-0.597591,2.000000,6,1.000000,5,0.233480,2026.01.16 17:40:00,2026.04.17 15:49:58
NestedPullback,PULLBACK,Validation,direction,BULLISH,EXPLORATORY,21,5,16,0.238095,-6.877400,-0.327495,0.522777,7.447200,1.012505,-0.901952,-1.000000,7,-0.061843,14,-0.460321,2026.01.06 04:35:00,2026.05.07 09:34:58
NestedPullback,PULLBACK,Validation,market_phase,BREAKOUT,INSUFFICIENT,1,0,1,0.000000,-1.000000,-1.000000,0.000000,1.000000,0.230500,-1.291700,-1.000000,1,-1.000000,0,0.000000,2026.03.12 10:40:00,2026.03.12 18:14:58
NestedPullback,PULLBACK,Validation,market_phase,COMPRESSION,INSUFFICIENT,1,0,1,0.000000,-1.000000,-1.000000,0.000000,1.000000,1.535300,-1.028600,-1.000000,0,0.000000,1,-1.000000,2026.02.19 18:45:00,2026.02.20 08:24:58
NestedPullback,PULLBACK,Validation,market_phase,PULLBACK,INSUFFICIENT,1,1,0,1.000000,2.000000,2.000000,inf,0.000000,2.768600,-0.081400,2.000000,1,2.000000,0,0.000000,2026.02.20 18:10:00,2026.03.02 01:00:00
NestedPullback,PULLBACK,Validation,market_phase,TREND_CONTINUATION,INSUFFICIENT,15,3,12,0.200000,-4.444500,-0.296300,0.574465,6.014300,1.071780,-0.903287,-1.000000,2,0.500000,13,-0.418808,2026.01.06 04:35:00,2026.05.07 09:34:58
NestedPullback,PULLBACK,Validation,market_phase,UNCLASSIFIED,INSUFFICIENT,14,7,7,0.500000,4.734500,0.338179,1.696311,3.000000,1.467193,-0.683107,-0.212100,9,0.396344,5,0.233480,2026.01.06 17:25:00,2026.04.28 08:40:00
NestedPullback,PULLBACK,Validation,trend_strength,NORMAL,INSUFFICIENT,8,2,6,0.250000,-2.000000,-0.250000,0.666667,5.000000,1.045262,-0.911963,-1.000000,3,0.000000,5,-0.400000,2026.01.16 17:40:00,2026.05.07 09:34:58
NestedPullback,PULLBACK,Validation,trend_strength,WEAK,EXPLORATORY,24,9,15,0.375000,2.290000,0.095417,1.172910,4.000000,1.366238,-0.759117,-0.899700,10,0.556710,14,-0.234079,2026.01.06 04:35:00,2026.04.28 08:40:00
NestedPullback,PULLBACK,Validation,volatility,CONTRACTING,INSUFFICIENT,5,2,3,0.400000,1.000000,0.200000,1.333333,3.000000,1.317560,-0.735160,-1.000000,4,0.500000,1,-1.000000,2026.02.11 11:25:00,2026.03.31 17:04:58
NestedPullback,PULLBACK,Validation,volatility,EXPANDING,INSUFFICIENT,16,6,10,0.375000,1.326100,0.082881,1.135325,2.832600,1.346413,-0.836919,-0.983400,7,0.594100,9,-0.314733,2026.01.06 17:25:00,2026.05.07 09:34:58
NestedPullback,PULLBACK,Validation,volatility,NORMAL,INSUFFICIENT,11,3,8,0.272727,-2.036100,-0.185100,0.684056,5.430200,1.183764,-0.768000,-1.000000,2,-0.295800,9,-0.160500,2026.01.06 04:35:00,2026.04.17 15:49:58
SlowBreakout,BREAKOUT,Development,alignment,FULLY_ALIGNED,MODERATE_SAMPLE,69,23,46,0.333333,3.093600,0.044835,1.090541,8.616100,1.085343,-0.964703,-0.497500,41,0.130398,28,-0.080454,2025.03.07 08:30:00,2025.12.30 03:04:58
SlowBreakout,BREAKOUT,Development,alignment,OPPOSED,STRONGER_DESCRIPTIVE_SAMPLE,111,36,75,0.324324,-6.180300,-0.055678,0.900217,12.787200,1.104545,-0.837971,-0.739200,60,0.157413,51,-0.306375,2025.03.03 01:00:00,2026.01.07 09:40:00
SlowBreakout,BREAKOUT,Development,alignment,PARTIALLY_ALIGNED,EXPLORATORY,37,14,23,0.378378,-0.358000,-0.009676,0.978470,4.349700,1.795973,-0.789214,-0.299300,18,-0.015989,19,-0.003695,2025.03.24 05:55:00,2025.12.17 07:24:58
SlowBreakout,BREAKOUT,Development,direction,BEARISH,STRONGER_DESCRIPTIVE_SAMPLE,110,35,75,0.318182,-6.321500,-0.057468,0.892542,19.797900,1.022249,-0.940417,-0.685200,47,0.076181,63,-0.157175,2025.03.03 01:00:00,2026.01.07 09:40:00
SlowBreakout,BREAKOUT,Development,direction,BULLISH,STRONGER_DESCRIPTIVE_SAMPLE,107,38,69,0.355140,2.876800,0.026886,1.053367,10.935100,1.415858,-0.797517,-0.476100,72,0.151706,35,-0.229886,2025.03.18 22:00:00,2025.12.30 01:19:58
SlowBreakout,BREAKOUT,Development,market_phase,BREAKOUT,INSUFFICIENT,3,0,3,0.000000,-2.476100,-0.825367,0.000000,2.476100,0.382167,-0.925233,-1.000000,2,-0.738050,1,-1.000000,2025.05.30 15:10:00,2025.12.08 09:50:00
SlowBreakout,BREAKOUT,Development,market_phase,COMPRESSION,INSUFFICIENT,3,2,1,0.666667,1.017100,0.339033,2.017100,1.000000,1.632867,-0.427067,0.017100,2,1.008550,1,-1.000000,2025.06.02 01:00:00,2025.07.22 02:34:57
SlowBreakout,BREAKOUT,Development,market_phase,PULLBACK,MODERATE_SAMPLE,53,18,35,0.339623,-0.862400,-0.016272,0.972062,11.080600,1.233208,-0.974217,-1.000000,27,0.045437,26,-0.080354,2025.03.25 03:30:00,2025.12.30 14:19:58
SlowBreakout,BREAKOUT,Development,market_phase,TRANSITION,INSUFFICIENT,2,0,2,0.000000,-1.527800,-0.763900,0.000000,1.527800,0.269700,-1.005050,-0.763900,1,-1.000000,1,-0.527800,2025.05.30 01:50:00,2025.05.30 03:14:58
SlowBreakout,BREAKOUT,Development,market_phase,TREND_CONTINUATION,MODERATE_SAMPLE,56,20,36,0.357143,4.869600,0.086957,1.184510,9.098600,1.110768,-0.941802,-0.357000,32,0.199719,24,-0.063392,2025.03.07 08:30:00,2025.12.30 03:04:58
SlowBreakout,BREAKOUT,Development,market_phase,UNCLASSIFIED,STRONGER_DESCRIPTIVE_SAMPLE,100,33,67,0.330000,-4.465100,-0.044651,0.911529,9.286600,1.297967,-0.783388,-0.457600,55,0.133536,45,-0.262436,2025.03.03 01:00:00,2026.01.07 09:40:00
SlowBreakout,BREAKOUT,Development,trend_strength,NORMAL,EXPLORATORY,40,13,27,0.325000,-1.273300,-0.031832,0.940933,5.317100,1.932248,-0.893415,-0.695850,22,0.087136,18,-0.177239,2025.03.06 13:30:00,2025.12.17 12:50:00
SlowBreakout,BREAKOUT,Development,trend_strength,STRONG,INSUFFICIENT,7,3,4,0.428571,-0.381100,-0.054443,0.856151,2.614200,1.076957,-0.655971,-0.231100,5,0.053640,2,-0.324650,2025.03.03 01:00:00,2025.12.09 23:20:00
SlowBreakout,BREAKOUT,Development,trend_strength,WEAK,STRONGER_DESCRIPTIVE_SAMPLE,170,57,113,0.335294,-1.790300,-0.010531,0.979777,16.539100,1.053621,-0.873246,-0.640350,92,0.133892,78,-0.180877,2025.03.18 22:00:00,2026.01.07 09:40:00
SlowBreakout,BREAKOUT,Development,volatility,CONTRACTING,EXPLORATORY,48,8,40,0.166667,-15.827400,-0.329738,0.478750,18.566900,0.878154,-0.985596,-0.810650,24,-0.077333,24,-0.582142,2025.03.18 22:00:00,2025.12.30 01:59:58
SlowBreakout,BREAKOUT,Development,volatility,EXPANDING,MODERATE_SAMPLE,76,34,42,0.447368,16.609200,0.218542,1.501466,5.999800,1.587445,-0.704517,-0.106600,44,0.315834,32,0.084766,2025.03.06 13:30:00,2025.12.31 07:44:57
SlowBreakout,BREAKOUT,Development,volatility,NORMAL,MODERATE_SAMPLE,93,31,62,0.333333,-4.226500,-0.045446,0.914180,16.036100,1.087602,-0.945466,-0.693700,51,0.048286,42,-0.159264,2025.03.03 01:00:00,2026.01.07 09:40:00
SlowBreakout,BREAKOUT,Final holdout,alignment,FULLY_ALIGNED,INSUFFICIENT,19,8,11,0.421053,8.057400,0.424074,2.014454,2.684100,1.497737,-0.833247,-0.175700,10,0.650050,9,0.172989,2026.05.08 03:05:00,2026.07.21 04:20:00
