strategy,family,regime_dimension,regime_value,period,trades,cumulative_r,expectancy_r
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2025-12,7,-3.288200,-0.469743
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2026-02,2,1.000000,0.500000
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2026-03,2,-2.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2026-05,1,-0.451500,-0.451500
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2026-06,2,-0.780100,-0.390050
FastBreakout,BREAKOUT,market_phase,BREAKOUT,2026-07,3,1.703800,0.567933
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-03,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-07,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-08,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-10,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-11,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2025-12,1,-0.224800,-0.224800
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2026-02,2,1.000000,0.500000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2026-03,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2026-05,1,-0.811100,-0.811100
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2026-06,3,-0.396700,-0.132233
FastBreakout,BREAKOUT,market_phase,COMPRESSION,2026-07,1,-0.030700,-0.030700
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-03,4,5.000000,1.250000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-04,4,2.000000,0.500000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-05,7,0.053800,0.007686
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-06,1,-0.770300,-0.770300
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-07,6,0.824500,0.137417
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-08,6,2.204300,0.367383
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-09,2,1.585700,0.792850
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-10,1,-0.230200,-0.230200
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-11,3,-2.051000,-0.683667
FastBreakout,BREAKOUT,market_phase,PULLBACK,2025-12,7,2.911100,0.415871
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-01,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-02,2,4.000000,2.000000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-03,2,2.030700,1.015350
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-04,4,2.000000,0.500000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-05,8,-1.099200,-0.137400
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-06,2,1.000000,0.500000
FastBreakout,BREAKOUT,market_phase,PULLBACK,2026-07,3,-1.964600,-0.654867
FastBreakout,BREAKOUT,market_phase,TRANSITION,2025-05,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-04,4,-1.269300,-0.317325
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-05,5,-3.802300,-0.760460
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-06,3,-2.385300,-0.795100
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-07,3,0.856100,0.285367
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-08,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-09,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-10,2,-0.767100,-0.383550
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2025-12,1,2.000000,2.000000
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2026-01,3,0.360600,0.120200
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2026-02,1,-0.788600,-0.788600
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2026-03,10,-3.014300,-0.301430
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2026-04,2,-1.627300,-0.813650
FastBreakout,BREAKOUT,market_phase,TREND_CONTINUATION,2026-05,2,-0.685900,-0.342950
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-03,11,2.438100,0.221645
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-04,5,1.277800,0.255560
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-05,9,-0.035100,-0.003900
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-06,5,1.309200,0.261840
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-07,6,-4.832600,-0.805433
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-08,8,-1.145100,-0.143138
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-09,2,4.000000,2.000000
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-10,4,0.578500,0.144625
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-11,6,-2.158200,-0.359700
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2025-12,9,1.915700,0.212856
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-01,5,4.562500,0.912500
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-02,4,-1.536200,-0.384050
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-03,3,3.000000,1.000000
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-04,8,0.606500,0.075812
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-05,11,4.078300,0.370755
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-06,6,-1.740500,-0.290083
FastBreakout,BREAKOUT,market_phase,UNCLASSIFIED,2026-07,4,0.214600,0.053650
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-03,3,0.000000,0.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-04,5,0.110100,0.022020
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-05,4,-0.205200,-0.051300
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-06,1,0.529700,0.529700
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-07,5,-0.075300,-0.015060
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-08,4,8.000000,2.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-10,3,-1.154500,-0.384833
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-11,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2025-12,7,6.237800,0.891114
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-01,3,6.000000,2.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-02,1,-0.307800,-0.307800
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-03,6,0.000000,0.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-04,2,-2.000000,-1.000000
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-05,7,2.188900,0.312700
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-06,6,2.362900,0.393817
FastBreakout,BREAKOUT,trend_strength,NORMAL,2026-07,2,1.000000,0.500000
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-03,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-05,2,1.786700,0.893350
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-06,1,-0.322000,-0.322000
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-07,2,-1.143900,-0.571950
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-08,1,2.000000,2.000000
FastBreakout,BREAKOUT,trend_strength,STRONG,2025-12,1,-0.623500,-0.623500
FastBreakout,BREAKOUT,trend_strength,STRONG,2026-02,1,-0.788600,-0.788600
FastBreakout,BREAKOUT,trend_strength,STRONG,2026-05,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,trend_strength,STRONG,2026-07,2,-0.964600,-0.482300
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-03,13,9.438100,0.726008
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-04,11,2.818700,0.256245
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-05,19,-6.115800,-0.321884
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-06,8,-2.376100,-0.297013
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-07,14,0.473500,0.033821
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-08,14,-4.940800,-0.352914
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-09,5,4.585700,0.917140
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-10,8,0.696500,0.087063
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-11,12,-4.209200,-0.350767
FastBreakout,BREAKOUT,trend_strength,WEAK,2025-12,17,-2.300500,-0.135324
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-01,6,0.923100,0.153850
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-02,9,4.771600,0.530178
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-03,12,-0.983600,-0.081967
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-04,12,2.979200,0.248267
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-05,15,-0.158300,-0.010553
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-06,7,-4.280200,-0.611457
FastBreakout,BREAKOUT,trend_strength,WEAK,2026-07,7,-0.112300,-0.016043
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-03,2,-2.000000,-1.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-04,2,-1.805500,-0.902750
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-05,4,0.827800,0.206950
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-06,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-08,6,-4.062000,-0.677000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-09,1,2.000000,2.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-10,1,2.000000,2.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-11,1,-1.000000,-1.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2025-12,5,-3.933300,-0.786660
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-01,1,-0.437500,-0.437500
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-02,4,-0.029200,-0.007300
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-03,3,0.000000,0.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-04,1,2.000000,2.000000
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-05,3,-2.921700,-0.973900
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-06,2,-1.038700,-0.519350
FastBreakout,BREAKOUT,volatility,CONTRACTING,2026-07,1,0.035400,0.035400
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-03,11,5.438100,0.494373
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-04,11,4.375600,0.397782
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-05,15,-0.156900,-0.010460
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-06,4,-0.076100,-0.019025
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-07,13,-1.745700,-0.134285
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-08,5,5.886500,1.177300
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-09,3,0.585700,0.195233
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-10,3,-2.230200,-0.743400
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-11,6,-2.051000,-0.341833
FastBreakout,BREAKOUT,volatility,EXPANDING,2025-12,12,8.233900,0.686158
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-01,5,4.000000,0.800000
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-02,4,0.704400,0.176100
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-03,7,2.000000,0.285714
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-04,6,0.496100,0.082683
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-05,10,0.314100,0.031410
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-06,6,-1.481900,-0.246983
FastBreakout,BREAKOUT,volatility,EXPANDING,2026-07,7,1.423900,0.203414
FastBreakout,BREAKOUT,volatility,NORMAL,2025-03,4,5.000000,1.250000
FastBreakout,BREAKOUT,volatility,NORMAL,2025-04,3,0.358700,0.119567
FastBreakout,BREAKOUT,volatility,NORMAL,2025-05,6,-5.205200,-0.867533
FastBreakout,BREAKOUT,volatility,NORMAL,2025-06,5,-1.092300,-0.218460
FastBreakout,BREAKOUT,volatility,NORMAL,2025-07,8,1.000000,0.125000
FastBreakout,BREAKOUT,volatility,NORMAL,2025-08,8,3.234700,0.404338
FastBreakout,BREAKOUT,volatility,NORMAL,2025-09,1,2.000000,2.000000
FastBreakout,BREAKOUT,volatility,NORMAL,2025-10,7,-0.227800,-0.032543
FastBreakout,BREAKOUT,volatility,NORMAL,2025-11,6,-2.158200,-0.359700
FastBreakout,BREAKOUT,volatility,NORMAL,2025-12,8,-0.986800,-0.123350
FastBreakout,BREAKOUT,volatility,NORMAL,2026-01,3,3.360600,1.120200
FastBreakout,BREAKOUT,volatility,NORMAL,2026-02,3,3.000000,1.000000
FastBreakout,BREAKOUT,volatility,NORMAL,2026-03,8,-2.983600,-0.372950
FastBreakout,BREAKOUT,volatility,NORMAL,2026-04,7,-1.516900,-0.216700
FastBreakout,BREAKOUT,volatility,NORMAL,2026-05,10,3.638200,0.363820
FastBreakout,BREAKOUT,volatility,NORMAL,2026-06,5,0.603300,0.120660
FastBreakout,BREAKOUT,volatility,NORMAL,2026-07,3,-1.536200,-0.512067
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-03,1,2.000000,2.000000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-04,7,-0.985600,-0.140800
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-05,4,-3.291200,-0.822800
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-06,2,-1.322000,-0.661000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-07,6,2.780800,0.463467
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-08,3,6.000000,2.000000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-09,1,2.000000,2.000000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-10,3,-1.691000,-0.563667
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-11,3,-1.895000,-0.631667
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2025-12,7,-1.000000,-0.142857
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-01,4,-0.196000,-0.049000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-02,5,-0.265600,-0.053120
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-03,13,-3.151400,-0.242415
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-04,1,-1.000000,-1.000000
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-05,1,0.314100,0.314100
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-06,2,-0.780100,-0.390050
FastMedConfluence,CONFLUENCE,alignment,FULLY_ALIGNED,2026-07,1,2.000000,2.000000
