logical_position_id,book_id,book_name,strategy_id,family_id,direction,entry_time,exit_time,entry_price,exit_price,logical_volume,initial_risk_price,realized_r,exit_policy,exit_reason,hour,session,day_of_week,month,split,holding_time_hours,holding_time_decile,stop_distance_points,stop_distance_decile,cost_to_risk_ratio,cost_to_risk_decile,simultaneous_exposure,regime_direction,regime_strength,regime_volatility,regime_alignment,regime_phase
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748413200|MSZZ|XAUUSD|5|0|-1|1748412900|1748412900,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.28 06:25:00,2025.05.28 11:50:00,3296.02,3320.81,0.06,40.820000000000164,-0.6073003429691295,1,OWN_FAMILY_OPPOSITE,6,ASIAN,Wednesday,2025-05,development,5.416666666666667,8,40.82,9,0.00046086488977648053,1,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1748412900|1748412900,2,SweepReclaim_2R,1050,4,LONG,2025.05.28 08:30:00,2025.05.28 18:04:58,3308.88,3296.0400000000004,0.2,12.840000000000146,-0.9999999999999646,2,BROKER_SL_TP_OR_TEST_END,8,LONDON,Wednesday,2025-05,development,9.582777777777778,8,12.84,7,0.0015373971865631486,3,CONCURRENT,BULLISH,NORMAL,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748450100|MSZZ|XAUUSD|5|0|-1|1748448900|1748448900,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.28 16:40:00,2025.05.29 19:05:00,3303.78,3326.39,0.07,33.059999999999945,-0.6839080459770027,1,OWN_FAMILY_OPPOSITE,16,NEWYORK,Wednesday,2025-05,development,26.416666666666668,9,33.06,9,0.006737247353224254,7,CONCURRENT,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1748545200|MSZZ|XAUUSD|5|0|1|1748275200|1748275200,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.29 19:05:00,2025.05.29 22:44:58,3326.39,3316.09,0.25,10.299999999999727,-1.0,1,BROKER_SL_TP_OR_TEST_END,19,NEWYORK,Thursday,2025-05,development,3.6661111111111113,8,10.3,6,0.0019307255666679536,3,SOLO,BULLISH,WEAK,NORMAL,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1748578500|MSZZ|XAUUSD|5|0|1|1748540700|1748540700,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.30 04:20:00,2025.05.30 04:49:58,3320.02,3309.59,0.24,10.429999999999836,-1.0,1,BROKER_SL_TP_OR_TEST_END,4,ASIAN,Friday,2025-05,development,0.49944444444444447,4,10.43,6,0.0018581604211830288,3,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1748586300|1748586300,2,SweepReclaim_2R,1050,4,LONG,2025.05.30 08:30:00,2025.05.30 08:54:58,3297.14,3301.6,1.15,2.230000000000018,2.0,2,BROKER_SL_TP_OR_TEST_END,8,LONDON,Friday,2025-05,development,0.4161111111111111,3,2.23,2,0.008926145845461248,8,CONCURRENT,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748584200|MSZZ|XAUUSD|5|0|-1|1748583900|1748583900,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.30 05:55:00,2025.05.30 13:10:00,3296.38,3299.58,0.12,21.049999999999727,-0.15201900237529023,1,OWN_FAMILY_OPPOSITE,5,ASIAN,Friday,2025-05,development,7.25,8,21.05,8,0.0009313154831199069,2,SOLO,BEARISH,STRONG,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1748610300|MSZZ|XAUUSD|5|0|1|1748607600|1748607900,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.30 13:10:00,2025.05.30 13:25:00,3299.58,3297.14,0.21,12.179999999999836,-0.20032840722496612,1,OWN_FAMILY_OPPOSITE,13,LONDON,Friday,2025-05,development,0.25,3,12.18,6,0.0016223733003708281,3,SOLO,BULLISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748611200|MSZZ|XAUUSD|5|0|-1|1748606700|1748607000,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.30 13:25:00,2025.05.30 14:24:57,3297.14,3290.78,1.22,2.1200000000003456,2.9999999999993565,1,BROKER_SL_TP_OR_TEST_END,13,LONDON,Friday,2025-05,development,0.9991666666666666,5,2.12,1,0.009429951690821255,8,SOLO,BULLISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1748616900|1748617200,2,SweepReclaim_2R,1050,4,SHORT,2025.05.30 15:10:00,2025.05.30 15:14:58,3289.14,3296.14,0.37,7.0,-1.0,2,BROKER_SL_TP_OR_TEST_END,15,LONDON,Friday,2025-05,development,0.08277777777777778,1,7.0,5,0.002838729476753107,4,SOLO,BEARISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1748617800|MSZZ|XAUUSD|5|0|1|1748616900|1748617200,1,FastMedConfluence_E3R,1010,1,LONG,2025.05.30 15:15:00,2025.05.30 16:35:00,3303.01,3292.23,0.18,14.360000000000127,-0.7506963788300909,1,OWN_FAMILY_OPPOSITE,15,LONDON,Friday,2025-05,development,1.3333333333333333,6,14.36,7,0.001384455639733877,2,SOLO,BULLISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748622600|MSZZ|XAUUSD|5|0|-1|1748622300|1748622300,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.30 16:35:00,2025.05.30 16:39:57,3292.23,3296.14,0.66,3.9099999999998545,-1.0,1,BROKER_SL_TP_OR_TEST_END,16,NEWYORK,Friday,2025-05,development,0.0825,1,3.91,3,0.005085725293777692,6,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1748623200|MSZZ|XAUUSD|5|0|-1|1748622300|1748622300,1,FastMedConfluence_E3R,1010,1,SHORT,2025.05.30 16:45:00,2025.06.02 01:00:00,3289.57,3296.14,0.39,6.569999999999709,-1.0,1,BROKER_SL_TP_OR_TEST_END,16,NEWYORK,Friday,2025-05,development,56.25,10,6.57,4,0.10695249130938587,10,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1748859000|1748859000,2,SweepReclaim_2R,1050,4,SHORT,2025.06.02 12:00:00,2025.06.02 12:14:58,3352.07,3347.65,1.16,2.2100000000000364,2.0,2,BROKER_SL_TP_OR_TEST_END,12,LONDON,Monday,2025-06,development,0.24944444444444444,2,2.21,2,0.008981108702384638,8,SOLO,BULLISH,WEAK,NORMAL,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1748826000|1748826000,2,SweepReclaim_2R,1050,4,SHORT,2025.06.09 04:15:00,2025.06.09 04:59:58,3305.56,3297.94,0.68,3.8099999999999454,2.0,2,BROKER_SL_TP_OR_TEST_END,4,ASIAN,Monday,2025-06,development,0.7494444444444445,5,3.81,3,0.005238828967642527,6,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1749444900|1749444900,2,SweepReclaim_2R,1050,4,LONG,2025.06.09 05:05:00,2025.06.09 05:24:57,3296.45,3302.19,0.9,2.869999999999891,2.0000000000001585,2,BROKER_SL_TP_OR_TEST_END,5,ASIAN,Monday,2025-06,development,0.3325,3,2.87,2,0.006899459542335851,7,SOLO,BULLISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1749447900|MSZZ|XAUUSD|5|0|1|1749446700|1749446700,1,FastMedConfluence_E3R,1010,1,LONG,2025.06.09 05:50:00,2025.06.10 16:24:58,3306.01,3343.2999999999997,0.21,12.430000000000291,2.9999999999998903,1,BROKER_SL_TP_OR_TEST_END,5,ASIAN,Monday,2025-06,development,34.58277777777778,9,12.43,7,0.03844686856358228,10,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1749223800|1749223800,2,SweepReclaim_2R,1050,4,LONG,2025.06.11 23:55:00,2025.06.12 01:19:58,3353.42,3362.72,0.56,4.650000000000091,1.9999999999999023,2,BROKER_SL_TP_OR_TEST_END,23,NEWYORK,Wednesday,2025-06,development,1.416111111111111,6,4.65,3,0.10187992722862342,10,CONCURRENT,BULLISH,WEAK,CONTRACTING,FULLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749640200|MSZZ|XAUUSD|5|0|-1|1749223800|1749223800,1,FastMedConfluence_E3R,1010,1,SHORT,2025.06.11 11:15:00,2025.06.12 01:24:57,3345.07,3364.25,0.13,19.179999999999836,-1.0,1,BROKER_SL_TP_OR_TEST_END,11,LONDON,Wednesday,2025-06,development,14.165833333333333,9,19.18,8,0.012305478777781985,8,SOLO,BULLISH,WEAK,NORMAL,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1749693300|MSZZ|XAUUSD|5|0|1|1749692100|1749692700,1,FastMedConfluence_E3R,1010,1,LONG,2025.06.12 02:00:00,2025.06.12 02:50:00,3369.08,3362.73,0.13,19.7199999999998,-0.3220081135902623,1,OWN_FAMILY_OPPOSITE,2,ASIAN,Thursday,2025-06,development,0.8333333333333334,5,19.72,8,0.0009821327390171118,2,SOLO,BULLISH,STRONG,NORMAL,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749696300|MSZZ|XAUUSD|5|0|-1|1749694500|1749694500,1,FastMedConfluence_E3R,1010,1,SHORT,2025.06.12 02:50:00,2025.06.12 03:50:00,3362.73,3370.9799999999996,0.24,10.710000000000036,-0.7703081232492547,1,OWN_FAMILY_OPPOSITE,2,ASIAN,Thursday,2025-06,development,1.0,6,10.71,6,0.0018146075911084228,3,SOLO,BEARISH,WEAK,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1749698700|1749698700,2,SweepReclaim_2R,1050,4,SHORT,2025.06.12 03:55:00,2025.06.12 04:19:58,3368.18,3371.32,0.84,3.1400000000003274,-1.0,2,BROKER_SL_TP_OR_TEST_END,3,ASIAN,Thursday,2025-06,development,0.4161111111111111,3,3.14,2,0.006366288984046383,7,CONCURRENT,BEARISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1749699900|MSZZ|XAUUSD|5|0|1|1749698700|1749698700,1,FastMedConfluence_E3R,1010,1,LONG,2025.06.12 03:50:00,2025.06.12 10:30:00,3370.98,3369.9399999999996,0.19,13.300000000000182,-0.0781954887218349,1,OWN_FAMILY_OPPOSITE,3,ASIAN,Thursday,2025-06,development,6.666666666666667,8,13.3,7,0.0014392849026588896,2,SOLO,BEARISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1749723300|1749723300,2,SweepReclaim_2R,1050,4,LONG,2025.06.12 10:30:00,2025.06.12 10:34:58,3370.13,3368.32,1.45,1.8099999999999454,-1.0,2,BROKER_SL_TP_OR_TEST_END,10,LONDON,Thursday,2025-06,development,0.08277777777777778,1,1.81,1,0.011014470735690682,8,CONCURRENT,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749723900|MSZZ|XAUUSD|5|0|-1|1749723300|1749723300,1,FastMedConfluence_E3R,1010,1,SHORT,2025.06.12 10:30:00,2025.06.12 10:39:57,3369.94,3353.02,0.46,5.639999999999873,3.000000000000081,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Thursday,2025-06,development,0.16583333333333333,1,5.64,4,0.0034939804792829747,5,SOLO,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1749734400|MSZZ|XAUUSD|5|0|1|1749734100|1749734100,1,FastMedConfluence_E3R,1010,1,LONG,2025.06.12 13:25:00,2025.06.13 01:15:00,3375.47,3382.6,0.19,13.459999999999582,0.5297176820208269,1,OWN_FAMILY_OPPOSITE,13,LONDON,Thursday,2025-06,development,11.833333333333334,9,13.46,7,0.034468422842889,10,SOLO,BULLISH,NORMAL,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749777000|MSZZ|XAUUSD|5|0|-1|1749776700|1749776700,1,FastMedConfluence_E3R,1010,1,SHORT,2025.06.13 01:15:00,2025.06.13 02:49:58,3382.6,3389.27,0.39,6.670000000000073,-1.0,1,BROKER_SL_TP_OR_TEST_END,1,ASIAN,Friday,2025-06,development,1.5827777777777778,6,6.67,5,0.002944396210033596,5,SOLO,BEARISH,WEAK,CONTRACTING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1750363800|1750363800,2,SweepReclaim_2R,1050,4,SHORT,2025.06.19 20:40:00,2025.06.19 20:55:00,3368.01,3369.5299999999997,0.35,7.449999999999818,-0.2040268456375254,2,OWN_FAMILY_OPPOSITE,20,NEWYORK,Thursday,2025-06,development,0.25,3,7.45,5,0.0026490066225165563,4,SOLO,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750365000|1750365000,2,SweepReclaim_2R,1050,4,LONG,2025.06.19 20:55:00,2025.06.19 21:04:57,3369.53,3366.8,0.96,2.730000000000018,-1.0,2,BROKER_SL_TP_OR_TEST_END,20,NEWYORK,Thursday,2025-06,development,0.16583333333333333,1,2.73,2,0.007269422989550204,7,SOLO,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750939200|1750939200,2,SweepReclaim_2R,1050,4,LONG,2025.07.01 12:40:00,2025.07.01 13:19:57,3344.65,3348.59,1.33,1.9700000000002547,1.999999999999769,2,BROKER_SL_TP_OR_TEST_END,12,LONDON,Tuesday,2025-07,development,0.6658333333333334,4,1.97,1,0.010096409322098232,8,SOLO,BULLISH,WEAK,NORMAL,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750748400|1750748400,2,SweepReclaim_2R,1050,4,LONG,2025.07.01 14:05:00,2025.07.01 14:39:57,3351.85,3348.08,0.7,3.769999999999982,-1.0,2,BROKER_SL_TP_OR_TEST_END,14,LONDON,Tuesday,2025-07,development,0.5825,4,3.77,3,0.005287807825955582,7,SOLO,BULLISH,NORMAL,NORMAL,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751383200|1751383200,2,SweepReclaim_2R,1050,4,SHORT,2025.07.01 15:50:00,2025.07.01 15:54:57,3354.6,3357.9300000000003,0.79,3.3299999999999272,-1.0000000000001366,2,BROKER_SL_TP_OR_TEST_END,15,LONDON,Tuesday,2025-07,development,0.0825,1,3.33,2,0.005982582355168496,7,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751381700|1751382300,2,SweepReclaim_2R,1050,4,SHORT,2025.07.01 16:40:00,2025.07.01 16:59:58,3346.86,3352.55,0.46,5.690000000000055,-1.0,2,BROKER_SL_TP_OR_TEST_END,16,NEWYORK,Tuesday,2025-07,development,0.3327777777777778,3,5.69,4,0.0034922563012450654,5,SOLO,BEARISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751457900|1751457900,2,SweepReclaim_2R,1050,4,SHORT,2025.07.02 17:10:00,2025.07.02 19:04:58,3335.65,3344.1000000000004,0.31,8.449999999999818,-1.0000000000000537,2,BROKER_SL_TP_OR_TEST_END,17,NEWYORK,Wednesday,2025-07,development,1.916111111111111,7,8.45,5,0.002359388081284725,4,SOLO,BEARISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751556900|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.03 15:40:00,2025.07.03 15:55:00,3320.12,3321.35,0.3,8.550000000000182,-0.14385964912280608,1,OWN_FAMILY_OPPOSITE,15,LONDON,Thursday,2025-07,development,0.25,3,8.55,6,0.0022890279261406988,4,SOLO,BULLISH,STRONG,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751557800|MSZZ|XAUUSD|5|0|1|1751482800|1751482800,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.03 15:55:00,2025.07.03 16:10:00,3321.35,3326.75,0.44,5.839999999999691,0.9246575342466399,1,OWN_FAMILY_OPPOSITE,15,LONDON,Thursday,2025-07,development,0.25,3,5.84,4,0.003358394077014083,5,SOLO,BULLISH,NORMAL,EXPANDING,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751558700|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.03 16:10:00,2025.07.03 16:19:57,3326.75,3328.67,1.3599999999999999,1.9200000000000728,-1.0,1,BROKER_SL_TP_OR_TEST_END,16,NEWYORK,Thursday,2025-07,development,0.16583333333333333,2,1.92,1,0.010357170055593633,8,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751563200|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.03 17:25:00,2025.07.04 02:45:00,3325.42,3332.06,0.2,13.079999999999927,-0.507645259938831,1,OWN_FAMILY_OPPOSITE,17,NEWYORK,Thursday,2025-07,development,9.333333333333334,8,13.08,7,0.019086883493663158,9,SOLO,BULLISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751596800|MSZZ|XAUUSD|5|0|1|1751558700|1751559000,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.04 02:45:00,2025.07.04 03:14:58,3332.06,3326.59,0.47,5.4699999999998,-1.0,1,BROKER_SL_TP_OR_TEST_END,2,ASIAN,Friday,2025-07,development,0.49944444444444447,4,5.47,4,0.003592722825256077,5,SOLO,BULLISH,STRONG,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751602500|MSZZ|XAUUSD|5|0|1|1751558700|1751559000,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.04 04:20:00,2025.07.07 03:04:58,3332.61,3325.87,0.38,6.7400000000002365,-1.0,1,BROKER_SL_TP_OR_TEST_END,4,ASIAN,Friday,2025-07,development,70.74944444444445,10,6.74,5,0.2038314176245211,10,SOLO,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751994600|MSZZ|XAUUSD|5|0|-1|1751994300|1751994300,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.08 17:15:00,2025.07.10 09:24:57,3306.01,3326.85,0.12,20.83999999999969,-1.0,1,BROKER_SL_TP_OR_TEST_END,17,NEWYORK,Tuesday,2025-07,development,40.16583333333333,10,20.84,8,0.022135116439935435,9,SOLO,BULLISH,NORMAL,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1751970000|1751970000,2,SweepReclaim_2R,1050,4,LONG,2025.07.11 06:10:00,2025.07.11 06:39:58,3334.98,3333.48,1.73,1.5,-1.0,2,BROKER_SL_TP_OR_TEST_END,6,ASIAN,Friday,2025-07,development,0.49944444444444447,4,1.5,1,0.013327683833442471,9,SOLO,BULLISH,WEAK,EXPANDING,FULLY_ALIGNED,TREND_CONTINUATION
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752222300|MSZZ|XAUUSD|5|0|1|1752222000|1752222000,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.11 08:30:00,2025.07.11 08:54:58,3340.3,3332.5699999999997,0.33,7.730000000000018,-1.0000000000000588,1,BROKER_SL_TP_OR_TEST_END,8,LONDON,Friday,2025-07,development,0.4161111111111111,3,7.73,5,0.00254875458582738,4,SOLO,BULLISH,WEAK,NORMAL,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752225000|MSZZ|XAUUSD|5|0|1|1752224700|1752224700,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.11 09:15:00,2025.07.11 09:59:58,3337.12,3332.37,0.54,4.75,-1.0,1,BROKER_SL_TP_OR_TEST_END,9,LONDON,Friday,2025-07,development,0.7494444444444445,5,4.75,3,0.004181022802059541,6,SOLO,BEARISH,WEAK,EXPANDING,PARTIALLY_ALIGNED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752228000|MSZZ|XAUUSD|5|0|1|1752224700|1752224700,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.11 10:05:00,2025.07.11 10:09:58,3332.89,3332.37,4.96,0.5199999999999818,-1.0,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Friday,2025-07,development,0.08277777777777778,1,0.52,1,0.03842727096649235,10,CONCURRENT,BEARISH,WEAK,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752228600|MSZZ|XAUUSD|5|0|1|1752224700|1752224700,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.11 10:15:00,2025.07.11 10:44:58,3333.75,3337.89,1.8599999999999999,1.3800000000001091,2.9999999999996705,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Friday,2025-07,development,0.49944444444444447,4,1.38,1,0.014456145804997473,9,CONCURRENT,BEARISH,WEAK,EXPANDING,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1752224700|1752224700,2,SweepReclaim_2R,1050,4,SHORT,2025.07.11 09:50:00,2025.07.11 10:49:58,3335.62,3339.23,0.71,3.6100000000001273,-1.0,2,BROKER_SL_TP_OR_TEST_END,9,LONDON,Friday,2025-07,development,0.9994444444444445,6,3.61,3,0.0055015303552748826,7,CONCURRENT,BULLISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752230400|MSZZ|XAUUSD|5|0|1|1752230100|1752230100,1,FastMedConfluence_E3R,1010,1,LONG,2025.07.11 10:45:00,2025.07.11 17:49:58,3338.43,3360.33,0.35,7.299999999999727,3.000000000000125,1,BROKER_SL_TP_OR_TEST_END,10,LONDON,Friday,2025-07,development,7.082777777777777,8,7.3,5,0.002708768671155483,4,CONCURRENT,BULLISH,WEAK,NORMAL,OPPOSED,PULLBACK
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752471300|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.14 05:40:00,2025.07.14 06:14:58,3354.85,3358.98,0.62,4.130000000000109,-1.0,1,BROKER_SL_TP_OR_TEST_END,5,ASIAN,Monday,2025-07,development,0.5827777777777777,4,4.13,3,0.004765748107152466,6,SOLO,BEARISH,NORMAL,NORMAL,FULLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752473700|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.14 06:20:00,2025.07.14 07:39:58,3355.95,3358.98,0.85,3.0300000000002,-1.0,1,BROKER_SL_TP_OR_TEST_END,6,ASIAN,Monday,2025-07,development,1.3327777777777778,6,3.03,2,0.0065500500886183245,7,SOLO,BEARISH,WEAK,NORMAL,PARTIALLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752483000|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600,1,FastMedConfluence_E3R,1010,1,SHORT,2025.07.14 08:55:00,2025.07.14 09:44:59,3356.71,3361.66,0.52,4.949999999999818,-1.0,1,BROKER_SL_TP_OR_TEST_END,8,LONDON,Monday,2025-07,development,0.8330555555555555,5,4.95,4,0.004016994978756277,6,SOLO,BEARISH,WEAK,NORMAL,PARTIALLY_ALIGNED,BREAKOUT
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1752597000|1752597000,2,SweepReclaim_2R,1050,4,LONG,2025.07.15 16:50:00,2025.07.15 17:34:58,3340.01,3349.57,0.54,4.7800000000002,1.999999999999905,2,BROKER_SL_TP_OR_TEST_END,16,NEWYORK,Tuesday,2025-07,development,0.7494444444444445,5,4.78,3,0.004181994191674734,6,SOLO,BEARISH,WEAK,EXPANDING,OPPOSED,UNCLASSIFIED
