symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072873;2.00;FastMedConfluence;2025.03.05 15:45:00;2026.03.18 15:09:58;89;0.3146;-0.0562;0.9180;14.0000;1.2009;-0.9761;422.12;0.2955;44;-0.4000;45
