shadow_candidates,synthetic_trades,production_candidates,broker_executable_trades,rejected_candidates,trade_count,profit_factor_r,expectancy_r,total_r,max_drawdown_r,win_rate,average_win_r,average_loss_r,development_trades,development_r,development_expectancy_r,validation_trades,validation_r,validation_expectancy_r,holdout_trades,holdout_r,holdout_expectancy_r
822,822,2650,389,2261,389,1.0532615810624784,0.034513367609254504,13.425700000000003,19.7294,0.3496143958868895,1.9521816176470586,-0.9963280632411067,249,-5.666299999999999,-0.022756224899598387,78,21.0798,0.2702538461538461,62,-1.9877999999999993,-0.032061290322580635
