research_signal,production_candidate,eligible_candidate,cluster,execution_intent,order,position,entry_deal,exit_deal,closed_strategybook_trade,reported_r,recomputed_r,final_status,classification
SSR|ASIA_LOW|20251203|1764788400|FINAL,SSRP|ASIA_LOW|20251203|1764788400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251203|1764793200|FINAL,SSRP|ASIA_LOW|20251203|1764793200|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251203|1764793800|FINAL,SSRP|ASIA_LOW|20251203|1764793800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251203|1764794100|FINAL,SSRP|ASIA_LOW|20251203|1764794100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251203|1764795300|FINAL,SSRP|ASIA_LOW|20251203|1764795300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251203|1764796500|FINAL,SSRP|ASIA_LOW|20251203|1764796500|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251203,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251204|1764872100|FINAL,SSRP|ASIA_HIGH|20251204|1764872100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,448,448,448,449,true,2.0000,1.9999999999997284,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251204|1764872700|FINAL,SSRP|ASIA_HIGH|20251204|1764872700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251204|1764877800|FINAL,SSRP|ASIA_HIGH|20251204|1764877800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251204|1764878100|FINAL,SSRP|ASIA_HIGH|20251204|1764878100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251204|1764878400|FINAL,SSRP|ASIA_HIGH|20251204|1764878400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251204,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251205|1764931500|FINAL,SSRP|ASIA_HIGH|20251205|1764931500|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,450,450,450,451,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251205|1764931800|FINAL,SSRP|ASIA_HIGH|20251205|1764931800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251205|1764932100|FINAL,SSRP|ASIA_HIGH|20251205|1764932100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251205|1764932400|FINAL,SSRP|ASIA_HIGH|20251205|1764932400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251205|1764957900|FINAL,SSRP|ASIA_HIGH|20251205|1764957900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251205|1764958200|FINAL,SSRP|ASIA_HIGH|20251205|1764958200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251205|1764976500|FINAL,SSRP|ASIA_LOW|20251205|1764976500|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,452,452,452,453,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20251205|1764976800|FINAL,SSRP|ASIA_LOW|20251205|1764976800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251205|1764977700|FINAL,SSRP|ASIA_LOW|20251205|1764977700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251205|1764978300|FINAL,SSRP|ASIA_LOW|20251205|1764978300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251205|1764978600|FINAL,SSRP|ASIA_LOW|20251205|1764978600|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251205,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251208|1765180800|FINAL,SSRP|ASIA_HIGH|20251208|1765180800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,454,454,454,455,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251208|1765181100|FINAL,SSRP|ASIA_HIGH|20251208|1765181100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251208|1765182000|FINAL,SSRP|ASIA_HIGH|20251208|1765182000|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251208|1765182600|FINAL,SSRP|ASIA_HIGH|20251208|1765182600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251208|1765184100|FINAL,SSRP|ASIA_HIGH|20251208|1765184100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765214100|FINAL,SSRP|ASIA_LOW|20251208|1765214100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,456,456,456,457,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20251208|1765214400|FINAL,SSRP|ASIA_LOW|20251208|1765214400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765217400|FINAL,SSRP|ASIA_LOW|20251208|1765217400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765218000|FINAL,SSRP|ASIA_LOW|20251208|1765218000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765221000|FINAL,SSRP|ASIA_LOW|20251208|1765221000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765222800|FINAL,SSRP|ASIA_LOW|20251208|1765222800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765223100|FINAL,SSRP|ASIA_LOW|20251208|1765223100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765232700|FINAL,SSRP|ASIA_LOW|20251208|1765232700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765233000|FINAL,SSRP|ASIA_LOW|20251208|1765233000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765234500|FINAL,SSRP|ASIA_LOW|20251208|1765234500|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251208|1765235700|FINAL,SSRP|ASIA_LOW|20251208|1765235700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251208,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251209|1765268400|FINAL,SSRP|ASIA_LOW|20251209|1765268400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,458,458,458,459,true,2.0000,2.0000000000001923,EXECUTED,broker-executed
SSR|ASIA_LOW|20251209|1765268700|FINAL,SSRP|ASIA_LOW|20251209|1765268700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251209|1765269000|FINAL,SSRP|ASIA_LOW|20251209|1765269000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251209|1765272000|FINAL,SSRP|ASIA_LOW|20251209|1765272000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251209|1765272300|FINAL,SSRP|ASIA_LOW|20251209|1765272300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251209|1765293900|FINAL,SSRP|ASIA_HIGH|20251209|1765293900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,460,460,460,461,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251209|1765295700|FINAL,SSRP|ASIA_HIGH|20251209|1765295700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251209|1765296000|FINAL,SSRP|ASIA_HIGH|20251209|1765296000|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251209|1765297800|FINAL,SSRP|ASIA_HIGH|20251209|1765297800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251209|1765299300|FINAL,SSRP|ASIA_HIGH|20251209|1765299300|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251209|1765299900|FINAL,SSRP|ASIA_HIGH|20251209|1765299900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251209,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765361400|FINAL,SSRP|ASIA_LOW|20251210|1765361400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,462,462,462,463,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20251210|1765380900|FINAL,SSRP|ASIA_LOW|20251210|1765380900|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765381200|FINAL,SSRP|ASIA_LOW|20251210|1765381200|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765381800|FINAL,SSRP|ASIA_LOW|20251210|1765381800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765382700|FINAL,SSRP|ASIA_LOW|20251210|1765382700|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765391400|FINAL,SSRP|ASIA_LOW|20251210|1765391400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765392000|FINAL,SSRP|ASIA_LOW|20251210|1765392000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765392300|FINAL,SSRP|ASIA_LOW|20251210|1765392300|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765393800|FINAL,SSRP|ASIA_LOW|20251210|1765393800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765400100|FINAL,SSRP|ASIA_LOW|20251210|1765400100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765400400|FINAL,SSRP|ASIA_LOW|20251210|1765400400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251210|1765401000|FINAL,SSRP|ASIA_HIGH|20251210|1765401000|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251210,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251210,464,464,464,465,true,2.0000,2.0,EXECUTED,broker-executed
SSR|ASIA_LOW|20251210|1765401900|FINAL,SSRP|ASIA_LOW|20251210|1765401900|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765402200|FINAL,SSRP|ASIA_LOW|20251210|1765402200|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765403100|FINAL,SSRP|ASIA_LOW|20251210|1765403100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251210|1765403400|FINAL,SSRP|ASIA_LOW|20251210|1765403400|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251210,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251211|1765440000|FINAL,SSRP|ASIA_LOW|20251211|1765440000|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251211,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251211,466,466,466,467,true,2.0000,1.999999999999841,EXECUTED,broker-executed
SSR|ASIA_LOW|20251211|1765466100|FINAL,SSRP|ASIA_LOW|20251211|1765466100|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251211,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251212|1765562100|FINAL,SSRP|ASIA_HIGH|20251212|1765562100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,468,468,468,469,true,-0.0710,-0.07098638052002564,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251212|1765562400|FINAL,SSRP|ASIA_HIGH|20251212|1765562400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251212|1765562700|FINAL,SSRP|ASIA_HIGH|20251212|1765562700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251212|1765563600|FINAL,SSRP|ASIA_HIGH|20251212|1765563600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251212|1765564200|FINAL,SSRP|ASIA_HIGH|20251212|1765564200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_LOW|20251212|1765564800|FINAL,SSRP|ASIA_LOW|20251212|1765564800|FINAL,true,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251212,MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251212,470,470,470,471,true,2.0000,2.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251212|1765567200|FINAL,SSRP|ASIA_HIGH|20251212|1765567200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251212,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765785600|FINAL,SSRP|ASIA_HIGH|20251215|1765785600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,472,472,472,473,true,-1.0000,-1.0,EXECUTED,broker-executed
SSR|ASIA_HIGH|20251215|1765786800|FINAL,SSRP|ASIA_HIGH|20251215|1765786800|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765787700|FINAL,SSRP|ASIA_HIGH|20251215|1765787700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765788600|FINAL,SSRP|ASIA_HIGH|20251215|1765788600|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765788900|FINAL,SSRP|ASIA_HIGH|20251215|1765788900|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765790400|FINAL,SSRP|ASIA_HIGH|20251215|1765790400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765798200|FINAL,SSRP|ASIA_HIGH|20251215|1765798200|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765799100|FINAL,SSRP|ASIA_HIGH|20251215|1765799100|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765799400|FINAL,SSRP|ASIA_HIGH|20251215|1765799400|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
SSR|ASIA_HIGH|20251215|1765799700|FINAL,SSRP|ASIA_HIGH|20251215|1765799700|FINAL,true,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,,,,,,false,,,REJECT_DUPLICATE_CLUSTER,"Asia session level swept during London/NewYork, closed-bar reclaim within frozen window"
