logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,portfolio_reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251215,472,1,1,0.5,0.50000000,4345.72000000,4345.72,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251215,474,1,1,0.21,0.21000000,4285.01000000,4285.01,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251216,476,1,1,0.53,0.53000000,4320.10000000,4320.1,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251217,478,1,1,0.12,0.12000000,4346.45000000,4346.45,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251218,480,1,1,0.36,0.36000000,4321.81000000,4321.81,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251218,482,1,1,0.07,0.07000000,4363.93000000,4363.93,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251222,484,1,1,0.33,0.33000000,4415.12000000,4415.12,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251223,486,1,1,0.13,0.13000000,4485.25000000,4485.25,2.0000,2.0000000000000497,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251223,488,1,1,0.31,0.31000000,4500.36000000,4500.36,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251224,490,1,1,0.51,0.51000000,4468.77000000,4468.77,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251226,492,1,1,0.28,0.28000000,4533.57000000,4533.57,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251229,494,1,1,0.09,0.09000000,4447.80000000,4447.8,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20251230,496,1,1,0.25,0.25000000,4355.85000000,4355.85,2.0011,2.0010706638114892,2.00107066,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20251231,498,1,1,0.12,0.12000000,4332.14000000,4332.14,2.0005,2.0005170630817073,2.00051706,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260102,500,1,1,0.11,0.11000000,4338.75000000,4338.75,2.0000,1.9999999999999574,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260102,502,1,1,0.33,0.33000000,4314.33000000,4314.33,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260105,504,1,1,0.39,0.39000000,4426.70000000,4426.7,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260106,506,1,1,0.27,0.27000000,4449.47000000,4449.47,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260107,508,1,1,0.42,0.42000000,4458.04000000,4458.04,1.9983,1.9982698961938912,1.99826990,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260108,510,1,1,0.19,0.19000000,4446.57000000,4446.57,1.9992,1.9992289899767828,1.99922899,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260109,512,1,1,0.28,0.28000000,4492.46000000,4492.46,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260112,514,1,1,0.12,0.12000000,4620.62000000,4620.62,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260113,516,1,1,0.37,0.37000000,4593.06000000,4593.06,1.9985,1.9984802431611992,1.99848024,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260113,518,1,1,0.13,0.13000000,4570.30000000,4570.3,2.0005,2.0005479452054913,2.00054795,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260114,520,1,1,0.33,0.33000000,4620.42000000,4620.42,2.0014,2.001353179972843,2.00135318,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260116,522,1,1,0.2,0.20000000,4619.85000000,4619.85,2.0008,2.0008012820512264,2.00080128,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260120,524,1,1,1.62,1.62000000,4717.98000000,4717.98,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260121,526,1,1,0.12,0.12000000,4827.91000000,4827.91,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260122,528,1,1,1.28,1.28000000,4835.12000000,4835.12,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260123,530,1,1,0.15,0.15000000,4965.71000000,4965.71,2.0000,2.0000000000000573,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260123,532,1,1,0.13,0.13000000,4985.26000000,4985.26,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260126,534,1,1,0.07,0.07000000,5009.82000000,5009.82,2.0000,2.0000000000000537,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260127,536,1,1,0.49,0.49000000,5087.25000000,5087.25,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260128,538,1,1,0.06,0.06000000,5280.41000000,5280.41,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260130,540,1,1,0.04,0.04000000,5074.08000000,5074.08,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260202,542,1,1,0.03,0.03000000,4659.97000000,4659.97,1.9999,1.9998709011102476,1.99987090,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260204,544,1,1,0.38,0.38000000,5072.80000000,5072.8,2.0000,2.000000000000137,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260204,546,1,1,0.04,0.04000000,4885.87000000,4885.87,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260206,548,1,1,0.08,0.08000000,4904.16000000,4904.16,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260209,550,1,1,0.15,0.15000000,5062.61000000,5062.61,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260210,552,1,1,0.15,0.15000000,5029.51000000,5029.51,1.9994,1.999393571861611,1.99939357,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260211,554,1,1,0.25,0.25000000,5069.20000000,5069.2,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260211,556,1,1,0.05,0.05000000,5018.34000000,5018.34,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260213,558,1,1,0.33,0.33000000,4977.28000000,4977.28,2.0000,2.0000000000001195,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260217,560,1,1,0.04,0.04000000,4934.22000000,4934.22,0.7892,0.7892016082711201,0.78920161,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260218,562,1,1,0.3,0.30000000,4917.56000000,4917.56,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260219,564,1,1,0.25,0.25000000,4975.35000000,4975.35,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260220,566,1,1,0.52,0.52000000,5017.95000000,5017.95,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260224,568,1,1,0.18,0.18000000,5132.19000000,5132.19,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260225,570,1,1,0.62,0.62000000,5214.21000000,5214.21,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260226,572,1,1,0.09,0.09000000,5139.10000000,5139.1,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260302,574,1,1,0.14,0.14000000,5410.37000000,5410.37,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260302,576,1,1,0.08,0.08000000,5367.98000000,5367.98,1.9997,1.9996546961325892,1.99965470,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260303,578,1,1,0.08,0.08000000,5278.18000000,5278.18,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260304,580,1,1,0.18,0.18000000,5202.82000000,5202.82,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260305,582,1,1,0.1,0.10000000,5123.83000000,5123.83,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260306,584,1,1,0.12,0.12000000,5122.46000000,5122.46,2.0000,2.0000000000000453,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260306,586,1,1,0.12,0.12000000,5161.36000000,5161.36,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260310,588,1,1,0.21,0.21000000,5160.35000000,5160.35,1.9991,1.9991401547722787,1.99914015,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260311,590,1,1,0.54,0.54000000,5180.74000000,5180.74,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260312,592,1,1,0.39,0.39000000,5185.40000000,5185.4,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260312,594,1,1,0.11,0.11000000,5107.49000000,5107.49,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260313,596,1,1,0.2,0.20000000,5066.21000000,5066.21,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260316,598,1,1,0.29,0.29000000,5011.09000000,5011.09,2.0000,1.999999999999892,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260317,600,1,1,0.3,0.30000000,5020.01000000,5020.01,2.0000,2.000000000000111,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260317,602,1,1,0.38,0.38000000,5011.38000000,5011.38,2.0000,2.0000000000001377,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260318,604,1,1,0.24,0.24000000,4977.10000000,4977.1,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260323,606,1,1,0.01,0.01000000,4448.41000000,4448.41,0.2986,0.2985655589994969,0.29856556,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260327,608,1,1,0.32,0.32000000,4432.50000000,4432.5,1.9987,1.9987437185929373,1.99874372,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260330,610,1,1,0.18,0.18000000,4488.37000000,4488.37,2.0007,2.000705716302062,2.00070572,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260331,612,1,1,0.12,0.12000000,4625.82000000,4625.82,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260401,614,1,1,0.22,0.22000000,4733.81000000,4733.81,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260402,616,1,1,0.08,0.08000000,4628.58000000,4628.58,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260406,618,1,1,0.25,0.25000000,4694.82000000,4694.82,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260407,620,1,1,0.14,0.14000000,4632.10000000,4632.1,2.0000,2.000000000000052,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260407,622,1,1,0.17,0.17000000,4651.77000000,4651.77,2.0007,2.0006706908116114,2.00067069,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260408,624,1,1,0.15,0.15000000,4698.88000000,4698.88,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260410,626,1,1,0.23,0.23000000,4762.72000000,4762.72,2.0000,2.000000000000084,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260410,628,1,1,0.24,0.24000000,4760.25000000,4760.25,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260413,630,1,1,0.53,0.53000000,4730.98000000,4730.98,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260414,632,1,1,0.13,0.13000000,4791.78000000,4791.78,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260415,634,1,1,0.48,0.48000000,4812.29000000,4812.29,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260416,636,1,1,0.58,0.58000000,4825.42000000,4825.42,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260416,638,1,1,0.29,0.29000000,4783.73000000,4783.73,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260417,640,1,1,0.93,0.93000000,4798.04000000,4798.04,1.9964,1.9963898916963443,1.99638989,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260420,642,1,1,0.3,0.30000000,4822.35000000,4822.35,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260421,644,1,1,0.58,0.58000000,4785.73000000,4785.73,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260422,646,1,1,0.26,0.26000000,4769.26000000,4769.26,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260423,648,1,1,0.22,0.22000000,4691.75000000,4691.75,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260424,650,1,1,0.23,0.23000000,4717.84000000,4717.84,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260427,652,1,1,0.33,0.33000000,4690.21000000,4690.21,1.9987,1.9987080103360066,1.99870801,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260429,654,1,1,0.29,0.29000000,4569.17000000,4569.17,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260501,656,1,1,0.46,0.46000000,4607.32000000,4607.32,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260501,658,1,1,0.31,0.31000000,4642.79000000,4642.79,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260504,660,1,1,0.25,0.25000000,4587.47000000,4587.47,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260505,662,1,1,0.43,0.43000000,4551.88000000,4551.88,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260506,664,1,1,0.51,0.51000000,4656.89000000,4656.89,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260507,666,1,1,0.16,0.16000000,4687.42000000,4687.42,2.0000,1.9999999999999398,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260508,668,1,1,0.3,0.30000000,4709.71000000,4709.71,1.9988,1.9988081048866355,1.99880810,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260511,670,1,1,0.18,0.18000000,4656.77000000,4656.77,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260512,672,1,1,0.58,0.58000000,4721.63000000,4721.63,2.0023,2.0022779043278605,2.00227790,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260513,674,1,1,0.66,0.66000000,4697.06000000,4697.06,2.0026,2.002597402597223,2.00259740,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260514,676,1,1,0.26,0.26000000,4690.15000000,4690.15,1.9990,1.9989637305698313,1.99896373,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260514,678,1,1,0.11,0.11000000,4666.36000000,4666.36,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260518,680,1,1,0.34,0.34000000,4537.95000000,4537.95,2.0014,2.001351351351504,2.00135135,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260519,682,1,1,0.32,0.32000000,4555.11000000,4555.11,2.0012,2.0012453300124804,2.00124533,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260520,684,1,1,0.63,0.63000000,4511.06000000,4511.06,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260521,686,1,1,0.22,0.22000000,4518.32000000,4518.32,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260522,688,1,1,0.21,0.21000000,4506.90000000,4506.9,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260526,690,1,1,0.32,0.32000000,4522.50000000,4522.5,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260527,692,1,1,0.35,0.35000000,4485.73000000,4485.73,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260528,694,1,1,0.2,0.20000000,4474.09000000,4474.09,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260529,696,1,1,0.31,0.31000000,4522.56000000,4522.56,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260601,698,1,1,0.25,0.25000000,4504.74000000,4504.74,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260602,700,1,1,0.27,0.27000000,4526.56000000,4526.56,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260603,702,1,1,0.31,0.31000000,4458.78000000,4458.78,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260604,704,1,1,0.17,0.17000000,4450.55000000,4450.55,2.0007,2.000683060109367,2.00068306,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260605,706,1,1,0.16,0.16000000,4475.47000000,4475.47,1.9994,1.9993626513702276,1.99936265,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260608,708,1,1,0.14,0.14000000,4285.44000000,4285.44,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260609,710,1,1,0.32,0.32000000,4325.52000000,4325.52,2.0013,2.0012755102039934,2.00127551,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260609,712,1,1,0.19,0.19000000,4305.32000000,4305.32,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260610,714,1,1,0.2,0.20000000,4161.18000000,4161.18,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260612,716,1,1,0.28,0.28000000,4197.29000000,4197.29,2.0011,2.0010917030567925,2.00109170,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260615,718,1,1,0.47,0.47000000,4339.65000000,4339.65,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260616,720,1,1,0.29,0.29000000,4314.35000000,4314.35,2.0000,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260617,722,1,1,0.13,0.13000000,4364.50000000,4364.5,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260617,724,1,1,0.04,0.04000000,4269.73000000,4269.73,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260618,726,1,1,0.15,0.15000000,4240.16000000,4240.16,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260619,728,1,1,0.27,0.27000000,4149.08000000,4149.08,2.0011,2.0010845986984065,2.00108460,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260623,730,1,1,0.21,0.21000000,4110.85000000,4110.85,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260624,732,1,1,0.16,0.16000000,4038.89000000,4038.89,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260625,734,1,1,0.12,0.12000000,4034.36000000,4034.36,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260626,736,1,1,0.68,0.68000000,4028.83000000,4028.83,2.0000,2.000000000000122,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260629,738,1,1,0.43,0.43000000,4047.00000000,4047.0,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260630,740,1,1,0.2,0.20000000,4034.55000000,4034.55,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260701,742,1,1,0.32,0.32000000,3963.93000000,3963.93,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260701,744,1,1,0.35,0.35000000,4025.30000000,4025.3,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260702,746,1,1,0.39,0.39000000,4076.17000000,4076.17,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260706,748,1,1,0.33,0.33000000,4150.99000000,4150.99,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260707,750,1,1,0.64,0.64000000,4122.55000000,4122.55,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260707,752,1,1,0.22,0.22000000,4175.48000000,4175.48,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260708,754,1,1,0.29,0.29000000,4108.76000000,4108.76,2.0000,2.0000000000001075,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260709,756,1,1,0.23,0.23000000,4100.04000000,4100.04,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260710,758,1,1,0.49,0.49000000,4104.06000000,4104.06,-1.0000,-1.0,-1.00000000,true,true,true
