logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,portfolio_reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260713,760,1,1,0.26,0.26000000,4071.72000000,4071.7199999999993,2.0011,2.001061571125192,2.00106157,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260714,762,1,1,0.82,0.82000000,4024.44000000,4024.44,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260715,764,1,1,0.26,0.26000000,4021.99000000,4021.99,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260715,766,1,1,0.19,0.19000000,4036.07000000,4036.0699999999997,2.0000,2.000000000000071,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260716,768,1,1,0.56,0.56000000,4036.23000000,4036.23,2.0022,2.002227171492355,2.00222717,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|17:ASIA_LOW|20260717,770,1,1,0.16,0.16000000,4004.75000000,4004.75,2.0000,2.0000000000000298,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260717,772,1,1,0.41,0.41000000,4014.41000000,4014.41,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260720,774,1,1,0.28,0.28000000,4030.98000000,4030.98,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260721,776,1,1,0.97,0.97000000,4053.66000000,4053.66,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|18:ASIA_HIGH|20260722,778,1,1,0.29,0.29000000,4121.77000000,4121.77,2.0000,2.0000000000001052,2.00000000,true,true,true
