artifact,reference_sha256,actual_sha256,identical,trades,total_r,r_profit_factor,result
MSZZ_PortfolioTradeAnalytics.csv,9ebf2f41dae137199634521ee7b996e0ef6d8e7996a5c82806d554ef7605eb5f,9ebf2f41dae137199634521ee7b996e0ef6d8e7996a5c82806d554ef7605eb5f,true,330,47.60833364128713,1.247223461881301,PASS
