bar_time;speed;direction;engine_event_id;replay_event_id;projection_anchor_1_id;projection_anchor_2_id;engine_projected_previous;replay_projected_previous;engine_projected_event;replay_projected_event;engine_origin_pivot;replay_origin_pivot;engine_broken_pivot;replay_broken_pivot;engine_atr;replay_atr;engine_break_distance;replay_break_distance;engine_impulse_distance;replay_impulse_distance;field_parity
2025.06.25 12:05:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750853100|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750853100|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3324.3922222222;3324.3922222222;3324.4411111111;3324.4411111111;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;1.9421428571;1.9421428571;0.1311111111;0.1311111111;5.5500000000;5.5500000000;PASS
2025.06.25 13:35:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750858500|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750858500|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3325.2722222222;3325.2722222222;3325.3211111111;3325.3211111111;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;1.8335714286;1.8335714286;0.4011111111;0.4011111111;5.5500000000;5.5500000000;PASS
2025.06.25 13:50:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750859400|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750859400|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3325.4188888889;3325.4188888889;3325.4677777778;3325.4677777778;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;1.8607142857;1.8607142857;0.3377777778;0.3377777778;5.5500000000;5.5500000000;PASS
2025.06.25 14:25:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750861500|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750861500|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3325.7611111111;3325.7611111111;3325.8100000000;3325.8100000000;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;1.9471428571;1.9471428571;0.4900000000;0.4900000000;5.5500000000;5.5500000000;PASS
2025.06.25 14:35:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750862100|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750862100|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3325.8588888889;3325.8588888889;3325.9077777778;3325.9077777778;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;2.0878571429;2.0878571429;0.0477777778;0.0477777778;5.5500000000;5.5500000000;PASS
2025.06.25 15:30:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750865400|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750865400|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600|40:MSZZ|XAUUSD|5|1|-1|1750777800|1750777800|40:MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750777800|1750777800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;3326.3966666667;3326.3966666667;3326.4455555556;3326.4455555556;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|1|1750797600|1750798800;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;MSZZ|XAUUSD|5|1|-1|1750799400|1750803600;2.5621428571;2.5621428571;1.1855555556;1.1855555556;5.5500000000;5.5500000000;PASS
2025.06.25 19:00:00;1;LONG;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750878000|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200|39:MSZZ|XAUUSD|5|1|1|1750804200|1750804200|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750878000|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200|39:MSZZ|XAUUSD|5|1|1|1750804200|1750804200|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|1|1750804200|1750804200;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;3326.5508620690;3326.5508620690;3326.5686206897;3326.5686206897;MSZZ|XAUUSD|5|1|-1|1750869300|1750870800;MSZZ|XAUUSD|5|1|-1|1750869300|1750870800;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;1.8864285714;1.8864285714;0.9613793103;0.9613793103;15.6400000000;15.6400000000;PASS
2025.06.25 19:10:00;1;LONG;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750878600|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200|39:MSZZ|XAUUSD|5|1|1|1750804200|1750804200|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750878600|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200|39:MSZZ|XAUUSD|5|1|1|1750804200|1750804200|39:MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|1|1750804200|1750804200;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;3326.5863793103;3326.5863793103;3326.6041379310;3326.6041379310;MSZZ|XAUUSD|5|1|-1|1750869300|1750870800;MSZZ|XAUUSD|5|1|-1|1750869300|1750870800;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;1.9478571429;1.9478571429;1.0758620690;1.0758620690;16.3700000000;16.3700000000;PASS
2025.06.25 20:25:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750883100|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750869300|1750870800|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750883100|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750869300|1750870800|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;MSZZ|XAUUSD|5|1|-1|1750869300|1750870800;MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;3330.9482608696;3330.9482608696;3331.3700000000;3331.3700000000;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|1|1750873800|1750876200;MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;2.0414285714;2.0414285714;2.4500000000;2.4500000000;4.6500000000;4.6500000000;PASS
2025.06.25 22:25:00;1;LONG;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750890300|39:MSZZ|XAUUSD|5|1|1|1750888800|1750889400|39:MSZZ|XAUUSD|5|1|1|1750882200|1750882800|39:MSZZ|XAUUSD|5|1|1|1750888800|1750889400;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750890300|39:MSZZ|XAUUSD|5|1|1|1750888800|1750889400|39:MSZZ|XAUUSD|5|1|1|1750882200|1750882800|39:MSZZ|XAUUSD|5|1|1|1750888800|1750889400;MSZZ|XAUUSD|5|1|1|1750882200|1750882800;MSZZ|XAUUSD|5|1|1|1750888800|1750889400;3332.5000000000;3332.5000000000;3332.3900000000;3332.3900000000;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|1|1750888800|1750889400;MSZZ|XAUUSD|5|1|1|1750888800|1750889400;1.1735714286;1.1735714286;1.6000000000;1.6000000000;9.4100000000;9.4100000000;PASS
2025.06.26 01:20:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750900800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750900800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;3331.9084000000;3331.9084000000;3332.0348000000;3332.0348000000;MSZZ|XAUUSD|5|1|1|1750882200|1750882800;MSZZ|XAUUSD|5|1|1|1750882200|1750882800;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;1.4664285714;1.4664285714;0.3448000000;0.3448000000;10.5300000000;10.5300000000;PASS
2025.06.26 03:25:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750908300|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750908300|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200|40:MSZZ|XAUUSD|5|1|-1|1750876200|1750876800|40:MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|-1|1750876200|1750876800;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;3335.0684000000;3335.0684000000;3335.1948000000;3335.1948000000;MSZZ|XAUUSD|5|1|1|1750882200|1750882800;MSZZ|XAUUSD|5|1|1|1750882200|1750882800;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;MSZZ|XAUUSD|5|1|-1|1750883700|1750885200;1.7521428571;1.7521428571;1.7048000000;1.7048000000;10.5300000000;10.5300000000;PASS
2025.06.26 09:05:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750928700|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600|40:MSZZ|XAUUSD|5|1|-1|1750914000|1750915200|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750928700|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600|40:MSZZ|XAUUSD|5|1|-1|1750914000|1750915200|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;MSZZ|XAUUSD|5|1|-1|1750914000|1750915200;MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;3332.8800000000;3332.8800000000;3332.9550000000;3332.9550000000;MSZZ|XAUUSD|5|1|1|1750918200|1750919100;MSZZ|XAUUSD|5|1|1|1750918200|1750919100;MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;1.9385714286;1.9385714286;1.4050000000;1.4050000000;11.7300000000;11.7300000000;PASS
2025.06.26 14:30:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750948200|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750948200|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800|40:MSZZ|XAUUSD|5|1|-1|1750926600|1750926600|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;MSZZ|XAUUSD|5|1|-1|1750926600|1750926600;MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;3339.1137931034;3339.1137931034;3339.2079310345;3339.2079310345;MSZZ|XAUUSD|5|1|1|1750938900|1750939200;MSZZ|XAUUSD|5|1|1|1750938900|1750939200;MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;1.8000000000;1.8000000000;2.5479310345;2.5479310345;13.8700000000;13.8700000000;PASS
2025.06.26 15:50:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750953000|40:MSZZ|XAUUSD|5|1|-1|1750949700|1750950600|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800|40:MSZZ|XAUUSD|5|1|-1|1750949700|1750950600;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750953000|40:MSZZ|XAUUSD|5|1|-1|1750949700|1750950600|40:MSZZ|XAUUSD|5|1|-1|1750944000|1750945800|40:MSZZ|XAUUSD|5|1|-1|1750949700|1750950600;MSZZ|XAUUSD|5|1|-1|1750944000|1750945800;MSZZ|XAUUSD|5|1|-1|1750949700|1750950600;3328.2436842105;3328.2436842105;3327.9110526316;3327.9110526316;MSZZ|XAUUSD|5|1|1|1750946400|1750947300;MSZZ|XAUUSD|5|1|1|1750946400|1750947300;MSZZ|XAUUSD|5|1|-1|1750949700|1750950600;MSZZ|XAUUSD|5|1|-1|1750949700|1750950600;4.2550000000;4.2550000000;1.1110526316;1.1110526316;17.9700000000;17.9700000000;PASS
2025.06.26 17:45:00;1;LONG;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750959900|39:MSZZ|XAUUSD|5|1|1|1750956600|1750958400|39:MSZZ|XAUUSD|5|1|1|1750951500|1750951500|39:MSZZ|XAUUSD|5|1|1|1750956600|1750958400;MSZZSE1|6:XAUUSD|1:5|1:1|1:1|10:1750959900|39:MSZZ|XAUUSD|5|1|1|1750956600|1750958400|39:MSZZ|XAUUSD|5|1|1|1750951500|1750951500|39:MSZZ|XAUUSD|5|1|1|1750956600|1750958400;MSZZ|XAUUSD|5|1|1|1750951500|1750951500;MSZZ|XAUUSD|5|1|1|1750956600|1750958400;3319.7105882353;3319.7105882353;3318.8076470588;3318.8076470588;MSZZ|XAUUSD|5|1|-1|1750955700|1750956300;MSZZ|XAUUSD|5|1|-1|1750955700|1750956300;MSZZ|XAUUSD|5|1|1|1750956600|1750958400;MSZZ|XAUUSD|5|1|1|1750956600|1750958400;5.4471428571;5.4471428571;0.5023529412;0.5023529412;18.7400000000;18.7400000000;PASS
2025.06.26 22:45:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750977900|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750977900|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750959300|1750960800;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;3329.8116071429;3329.8116071429;3330.1039285714;3330.1039285714;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;1.3914285714;1.3914285714;0.3939285714;0.3939285714;8.1000000000;8.1000000000;PASS
2025.06.26 23:05:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750979100|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750979100|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750959300|1750960800;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;3330.9808928571;3330.9808928571;3331.2732142857;3331.2732142857;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;1.5000000000;1.5000000000;0.6732142857;0.6732142857;8.1000000000;8.1000000000;PASS
2025.06.26 23:15:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750979700|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750979700|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750959300|1750960800|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750959300|1750960800;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;3331.5655357143;3331.5655357143;3331.8578571429;3331.8578571429;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|1|1750971000|1750971300;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;1.4328571429;1.4328571429;1.1678571429;1.1678571429;8.1000000000;8.1000000000;PASS
2025.06.27 01:15:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750986900|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750986900|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3323.5348484848;3323.5348484848;3323.3972727273;3323.3972727273;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;1.7635714286;1.7635714286;0.7772727273;0.7772727273;11.1000000000;11.1000000000;PASS
2025.06.27 02:30:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750991400|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750991400|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3321.4712121212;3321.4712121212;3321.3336363636;3321.3336363636;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;1.8478571429;1.8478571429;2.6636363636;2.6636363636;13.9700000000;13.9700000000;PASS
2025.06.27 04:05:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750997100|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750997100|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3318.8572727273;3318.8572727273;3318.7196969697;3318.7196969697;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;2.3400000000;2.3400000000;1.7996969697;1.7996969697;16.1000000000;16.1000000000;PASS
2025.06.27 04:40:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750999200|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1750999200|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3317.8942424242;3317.8942424242;3317.7566666667;3317.7566666667;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;2.6428571429;2.6428571429;0.9766666667;0.9766666667;16.3100000000;16.3100000000;PASS
2025.06.27 04:55:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1751000100|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1751000100|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3317.4815151515;3317.4815151515;3317.3439393939;3317.3439393939;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;2.8050000000;2.8050000000;0.8339393939;0.8339393939;15.9500000000;15.9500000000;PASS
2025.06.27 05:20:00;1;SHORT;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1751001600|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZSE1|6:XAUUSD|1:5|1:1|2:-1|10:1751001600|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000|40:MSZZ|XAUUSD|5|1|-1|1750976100|1750977000|40:MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750976100|1750977000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;3316.7936363636;3316.7936363636;3316.6560606061;3316.6560606061;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|1|1750978800|1750980000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;MSZZ|XAUUSD|5|1|-1|1750986000|1750986000;2.7821428571;2.7821428571;0.2360606061;0.2360606061;16.1000000000;16.1000000000;PASS
