replay_mode;strategy_id;exit_model;cluster_id;direction;entry_time;exit_time;exit_reason;entry_price;initial_stop;initial_risk;gross_r;net_r_after_costs;mfe_until_exit_r;mae_until_exit_r;mfe_reference_horizon_r;mae_reference_horizon_r;bars_to_mfe;minutes_to_mfe;bars_held;minutes_held;surrender_r;pct_open_trade_mfe_captured;pct_reference_horizon_mfe_captured;number_of_trail_updates;final_stop;replay_price_mode;session;weekday;sequencing_ambiguous;skipped_while_occupied
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1741189500|MSZZ|XAUUSD|5|0|-1|1741189200|1741189200;S;2025.03.05 15:50:00;2025.03.05 16:00:00;TRAIL;2896.23000;2917.24000;21.01000;-0.3137;-0.3337;0.1076;-0.4284;0.7625;-1.6335;891;7575;3;10;0.4412;-3.1019;-0.4376;1;2902.82000;MSZZ_AMBIG_PESSIMISTIC;London;Wednesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741194300|MSZZ|XAUUSD|5|0|1|1741192500|1741192500;L;2025.03.05 17:10:00;2025.03.05 18:55:00;TRAIL;2918.04000;2907.06000;10.98000;0.5122;0.4922;1.0956;-0.3515;1.1393;-3.4454;551;2875;22;105;0.6034;0.4493;0.4320;17;2923.66429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741198800|MSZZ|XAUUSD|5|0|1|1741198500|1741198500;L;2025.03.05 18:25:00;2025.03.05 18:55:00;TRAIL;2929.37000;2907.06000;22.31000;-0.2557;-0.2757;0.0314;-0.2976;0.0529;-2.2035;536;2800;7;30;0.3071;null;null;4;2923.66429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1741201200|MSZZ|XAUUSD|5|0|-1|1741200900|1741200900;S;2025.03.05 19:05:00;2025.03.05 20:10:00;TRAIL;2922.85000;2930.07000;7.22000;0.8607;0.8407;1.6039;-0.0208;5.9058;-1.0665;852;7380;14;65;0.7632;0.5242;0.1424;12;2916.63571;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741674300|MSZZ|XAUUSD|5|0|1|1741674000|1741674000;L;2025.03.11 06:30:00;2025.03.11 07:20:00;TRAIL;2897.99000;2895.93000;2.06000;-0.6921;-0.7121;1.2379;-0.9563;56.9806;-2.5583;1390;10070;11;50;1.9500;-0.5753;-0.0125;2;2896.56429;MSZZ_AMBIG_PESSIMISTIC;Asian;Tuesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741675800|MSZZ|XAUUSD|5|0|1|1741674000|1741674000;L;2025.03.11 06:55:00;2025.03.11 07:20:00;TRAIL;2898.97000;2895.93000;3.04000;-0.7914;-0.8114;0.5164;-0.9243;38.2895;-2.0559;1385;10045;6;25;1.3278;-1.5710;-0.0212;2;2896.56429;MSZZ_AMBIG_PESSIMISTIC;Asian;Tuesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741683300|MSZZ|XAUUSD|5|0|1|1741674000|1741674000;L;2025.03.11 09:00:00;2025.03.11 09:40:00;TRAIL;2897.83000;2895.93000;1.90000;-0.4489;-0.4689;0.6421;-1.0789;62.9263;-2.6895;1378;10010;9;40;1.1110;-0.7302;-0.0075;6;2896.97714;MSZZ_AMBIG_PESSIMISTIC;London;Tuesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741685400|MSZZ|XAUUSD|5|0|1|1741674000|1741674000;L;2025.03.11 09:35:00;2025.03.11 09:40:00;TRAIL;2898.68000;2895.93000;2.75000;-0.6192;-0.6392;0.1345;-1.0545;43.1964;-2.1673;1386;10050;2;5;0.7738;-4.7510;-0.0148;1;2896.97714;MSZZ_AMBIG_PESSIMISTIC;London;Tuesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1741688700|MSZZ|XAUUSD|5|0|1|1741687200|1741687200;L;2025.03.11 10:30:00;2025.03.11 10:50:00;TP;2897.99000;2895.93000;2.06000;2.0000;1.9800;2.3155;-0.3107;58.8495;-0.3107;1389;10065;5;20;0.3355;0.8551;0.0336;1;2897.89429;MSZZ_AMBIG_PESSIMISTIC;London;Tuesday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1742586300|MSZZ|XAUUSD|5|0|1|1742583900|1742583900;L;2025.03.21 19:50:00;2025.03.21 20:45:00;TRAIL;3014.13000;3010.00000;4.13000;0.2113;0.1913;0.9879;-0.2930;17.6005;-2.8208;1347;9915;12;55;0.7965;0.1937;0.0109;11;3015.00286;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743083100|MSZZ|XAUUSD|5|0|1|1743081900|1743081900;L;2025.03.27 13:50:00;2025.03.27 14:25:00;TRAIL;3054.40000;3045.75000;8.65000;-0.5085;-0.5285;0.1457;-0.6358;13.1098;-2.4231;1248;9420;8;35;0.6742;-3.6282;-0.0403;5;3050.00143;MSZZ_AMBIG_PESSIMISTIC;London;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743085800|MSZZ|XAUUSD|5|0|1|1743081300|1743081300;L;2025.03.27 14:35:00;2025.03.27 15:15:00;TRAIL;3052.59000;3045.75000;6.84000;-0.1145;-0.1345;0.4927;-0.2237;16.8436;-2.7997;1239;9375;9;40;0.6271;-0.2729;-0.0080;7;3051.80714;MSZZ_AMBIG_PESSIMISTIC;London;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743089100|MSZZ|XAUUSD|5|0|1|1743081300|1743081300;L;2025.03.27 15:30:00;2025.03.27 16:10:00;TRAIL;3050.89000;3045.75000;5.14000;-0.7582;-0.7782;0.2412;-1.1576;22.7451;-3.3949;1228;9320;9;40;1.0194;-3.2258;-0.0342;1;3046.99286;MSZZ_AMBIG_PESSIMISTIC;London;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743091200|MSZZ|XAUUSD|5|0|1|1743090300|1743090300;L;2025.03.27 16:05:00;2025.03.27 16:10:00;TRAIL;3051.21000;3045.75000;5.46000;-0.8660;-0.8860;0.1685;-1.1484;21.3535;-3.2546;1221;9285;2;5;1.0545;-5.2584;-0.0415;1;3046.48143;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743091800|MSZZ|XAUUSD|5|0|-1|1743091200|1743091200;S;2025.03.27 16:15:00;2025.03.27 16:35:00;TP;3046.09000;3050.81000;4.72000;2.0000;1.9800;2.3665;-0.1144;2.6801;-25.7860;5;25;5;20;0.3865;0.8367;0.7388;2;3045.00857;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743095100|MSZZ|XAUUSD|5|0|-1|1743091800|1743091800;S;2025.03.27 17:10:00;2025.03.27 17:20:00;SL;3043.12000;3050.81000;7.69000;-1.0000;-1.0200;0.0949;-1.0013;0.0949;-16.2133;0;0;3;10;1.1149;null;null;0;3050.81000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743096600|MSZZ|XAUUSD|5|0|1|1743081300|1743081300;L;2025.03.27 17:35:00;2025.03.27 18:55:00;TRAIL;3051.43000;3033.44000;17.99000;0.1086;0.0886;0.4603;-0.0623;6.4686;-0.2046;1203;9195;17;80;0.3716;0.1926;0.0137;11;3053.38429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743097500|MSZZ|XAUUSD|5|0|1|1743096900|1743096900;L;2025.03.27 17:50:00;2025.03.27 18:55:00;TRAIL;3059.21000;3033.44000;25.77000;-0.2261;-0.2461;0.0194;-0.3011;4.2138;-0.4447;1200;9180;14;65;0.2655;null;-0.0584;8;3053.38429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743781800|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.04 15:55:00;2025.04.04 17:20:00;TRAIL;3070.38000;3114.87000;44.49000;0.2869;0.2669;0.6471;-0.3839;2.5669;-3.7644;331;4595;18;85;0.3802;0.4125;0.1040;13;3057.61429;MSZZ_AMBIG_PESSIMISTIC;London;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743783900|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.04 16:30:00;2025.04.04 17:20:00;TRAIL;3075.80000;3114.87000;39.07000;0.4655;0.4455;0.8756;-0.1182;3.0617;-4.3079;324;4560;11;50;0.4301;0.5087;0.1455;10;3057.61429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744008300|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.07 06:50:00;2025.04.07 07:10:00;TRAIL;3019.54000;3114.87000;95.33000;-0.0878;-0.1078;0.0285;-0.1281;0.6646;-2.3724;164;820;5;20;0.1363;null;-0.1622;3;3027.90857;MSZZ_AMBIG_PESSIMISTIC;Asian;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744017900|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.07 09:30:00;2025.04.07 09:35:00;TRAIL;3018.53000;3114.87000;96.34000;-0.1167;-0.1367;0.0005;-0.1397;0.6472;-2.3580;132;660;2;5;0.1372;null;-0.2112;1;3029.77143;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744021500|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.07 10:30:00;2025.04.07 11:15:00;TRAIL;3019.11000;3114.87000;95.76000;-0.1118;-0.1318;0.0336;-0.1118;0.6572;-2.3662;120;600;10;45;0.1654;null;-0.2005;7;3029.81429;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744022100|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;S;2025.04.07 10:40:00;2025.04.07 11:15:00;TRAIL;3019.37000;3114.87000;95.50000;-0.1094;-0.1294;0.0364;-0.1094;0.6617;-2.3699;118;590;8;35;0.1658;null;-0.1955;5;3029.81429;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744049400|MSZZ|XAUUSD|5|0|-1|1743777900|1743777900;S;2025.04.07 18:15:00;2025.04.07 20:45:00;TRAIL;2984.67000;3114.87000;130.20000;0.1194;0.0994;0.2188;-0.1083;0.2188;-2.0048;27;135;31;150;0.1195;0.4541;0.4541;27;2969.12857;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744050600|MSZZ|XAUUSD|5|0|-1|1743777900|1743777900;S;2025.04.07 18:35:00;2025.04.07 20:45:00;TRAIL;2981.79000;3114.87000;133.08000;0.0951;0.0751;0.1924;-0.0473;0.1924;-1.9831;23;115;27;130;0.1173;0.3905;0.3905;23;2969.12857;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744052400|MSZZ|XAUUSD|5|0|-1|1743777900|1743777900;S;2025.04.07 19:05:00;2025.04.07 20:45:00;TRAIL;2980.77000;3114.87000;134.10000;0.0868;0.0668;0.1834;-0.0341;0.1834;-1.9756;17;85;21;100;0.1166;0.3644;0.3644;17;2969.12857;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744054500|MSZZ|XAUUSD|5|0|-1|1743777900|1743777900;S;2025.04.07 19:40:00;2025.04.07 20:45:00;TRAIL;2979.34000;3114.87000;135.53000;0.0753;0.0553;0.1709;-0.0158;0.1709;-1.9653;10;50;14;65;0.1155;0.3239;0.3239;10;2969.12857;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744065600|MSZZ|XAUUSD|5|0|-1|1743777900|1743777900;S;2025.04.07 22:45:00;2025.04.07 23:05:00;TRAIL;2978.49000;3114.87000;136.38000;0.0120;-0.0080;0.0699;-0.0021;0.0699;-1.9593;3;15;5;20;0.0779;null;null;4;2976.85429;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1744255500|MSZZ|XAUUSD|5|0|1|1744255200|1744255200;L;2025.04.10 03:30:00;2025.04.10 04:00:00;TRAIL;3096.33000;3081.36000;14.97000;-0.2474;-0.2674;0.3373;-0.3734;17.4603;-1.1957;1354;9950;7;30;0.6048;-0.7928;-0.0153;2;3092.62571;MSZZ_AMBIG_PESSIMISTIC;Asian;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1744262400|MSZZ|XAUUSD|5|0|1|1744261800|1744261800;L;2025.04.10 05:25:00;2025.04.10 06:40:00;TRAIL;3114.01000;3078.43000;35.58000;0.2020;0.1820;0.4963;-0.1158;6.8494;-0.3058;1331;9835;16;75;0.3144;0.3666;0.0266;11;3121.19571;MSZZ_AMBIG_PESSIMISTIC;Asian;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1744263300|MSZZ|XAUUSD|5|0|1|1744261800|1744261800;L;2025.04.10 05:40:00;2025.04.10 06:40:00;TRAIL;3116.50000;3078.43000;38.07000;0.1233;0.1033;0.3985;-0.1321;6.3360;-0.3512;1328;9820;13;60;0.2951;0.2593;0.0163;9;3121.19571;MSZZ_AMBIG_PESSIMISTIC;Asian;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745365800|MSZZ|XAUUSD|5|0|1|1744742100|1744742400;L;2025.04.22 23:55:00;2025.04.23 01:00:00;TRAIL;3382.18000;3216.90000;165.28000;-0.0429;-0.0629;-0.0001;-0.3592;0.0267;-0.7393;46;290;2;65;0.0628;null;null;1;3375.08286;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745476200|MSZZ|XAUUSD|5|0|-1|1744759200|1744759500;S;2025.04.24 06:35:00;2025.04.24 07:10:00;TRAIL;3323.12000;3367.41000;44.29000;-0.1576;-0.1776;0.0576;-0.1939;2.0797;-1.0759;1375;10055;8;35;0.2352;null;-0.0854;6;3330.10143;MSZZ_AMBIG_PESSIMISTIC;Asian;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745477700|MSZZ|XAUUSD|5|0|-1|1744759200|1744759500;S;2025.04.24 07:00:00;2025.04.24 08:35:00;TRAIL;3326.99000;3367.41000;40.42000;-0.0038;-0.0238;0.1611;-0.1940;2.5156;-1.0831;1380;10080;20;95;0.1849;-0.1479;-0.0095;15;3327.14429;MSZZ_AMBIG_PESSIMISTIC;Asian;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745516400|MSZZ|XAUUSD|5|0|1|1745502900|1745502900;L;2025.04.24 17:45:00;2025.04.24 18:15:00;SL;3326.65000;3322.21000;4.44000;-1.0000;-1.0200;0.8491;-1.6036;9.9369;-28.0833;82;470;7;30;1.8691;-1.2013;-0.1026;0;3322.21000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745517600|MSZZ|XAUUSD|5|0|-1|1745511600|1745511600;S;2025.04.24 18:05:00;2025.04.24 18:55:00;TRAIL;3322.58000;3344.63000;22.05000;-0.2709;-0.2909;0.1383;-0.3556;5.4703;-2.1855;1343;9895;11;50;0.4292;-2.1029;-0.0532;10;3328.55286;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745517900|MSZZ|XAUUSD|5|0|1|1745502900|1745502900;L;2025.04.24 18:10:00;2025.04.24 18:15:00;SL;3325.35000;3322.21000;3.14000;-1.0000;-1.0200;0.7643;-1.8535;14.4650;-39.2962;77;445;2;5;1.7843;-1.3345;-0.0705;0;3322.21000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745518500|MSZZ|XAUUSD|5|0|-1|1745511600|1745511600;S;2025.04.24 18:20:00;2025.04.24 18:55:00;TRAIL;3320.89000;3344.63000;23.74000;-0.3240;-0.3440;0.0560;-0.4014;5.0097;-2.1011;1340;9880;8;35;0.4001;null;-0.0687;7;3328.58286;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745519100|MSZZ|XAUUSD|5|0|1|1745502900|1745502900;L;2025.04.24 18:30:00;2025.04.24 18:30:00;TP;3324.19000;3322.21000;1.98000;2.0000;1.9800;2.7323;-0.1263;23.5253;-61.7323;73;425;1;0;0.7523;0.7247;0.0842;0;3322.21000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745544300|MSZZ|XAUUSD|5|0|1|1745542800|1745542800;L;2025.04.25 01:30:00;2025.04.25 01:45:00;TRAIL;3363.46000;3333.46000;30.00000;-0.0260;-0.0460;0.2437;-0.0647;0.2437;-5.3833;1;5;4;15;0.2896;-0.1886;-0.1886;2;3362.68143;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745550900|MSZZ|XAUUSD|5|0|1|1745550300|1745550300;L;2025.04.25 03:20:00;2025.04.25 03:35:00;TRAIL;3359.48000;3333.46000;26.02000;-0.2569;-0.2769;0.0703;-0.3182;0.1407;-6.0538;10;50;4;15;0.3473;null;-1.9689;3;3352.79429;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745553000|MSZZ|XAUUSD|5|0|1|1745550300|1745550300;L;2025.04.25 03:55:00;2025.04.25 04:15:00;TRAIL;3356.73000;3333.46000;23.27000;-0.1371;-0.1571;0.2755;-0.2376;0.2755;-6.6511;3;15;5;20;0.4326;-0.5705;-0.5705;4;3353.53857;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745556600|MSZZ|XAUUSD|5|0|-1|1745554800|1745554800;S;2025.04.25 04:55:00;2025.04.25 05:00:00;SL;3344.22000;3347.01000;2.79000;-1.0000;-1.0200;0.4265;-2.3907;50.9892;-3.5520;1225;9245;2;5;1.4465;-2.3914;-0.0200;0;3347.01000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745563500|MSZZ|XAUUSD|5|0|-1|1745554800|1745554800;S;2025.04.25 06:50:00;2025.04.25 07:00:00;TP;3338.36000;3347.01000;8.65000;2.0000;1.9800;2.0474;-0.0185;15.7688;-1.6948;1202;9130;3;10;0.0674;0.9671;0.1256;2;3331.40571;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745616900|MSZZ|XAUUSD|5|0|-1|1745554800|1745554800;S;2025.04.25 21:40:00;2025.04.25 22:15:00;TRAIL;3291.29000;3347.01000;55.72000;-0.0167;-0.0367;0.0614;-0.0276;1.6032;-1.1079;1024;8240;8;35;0.0981;null;-0.0229;7;3292.22143;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745814300|MSZZ|XAUUSD|5|0|-1|1745564100|1745564100;S;2025.04.28 04:30:00;2025.04.28 04:45:00;TRAIL;3291.02000;3347.01000;55.99000;0.0058;-0.0142;0.2113;-0.0009;1.5906;-1.1073;954;4950;4;15;0.2255;-0.0671;-0.0089;2;3290.69429;MSZZ_AMBIG_PESSIMISTIC;Asian;Monday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746201600|MSZZ|XAUUSD|5|0|-1|1746053700|1746053700;S;2025.05.02 16:05:00;2025.05.02 16:20:00;TRAIL;3244.12000;3313.67000;69.55000;-0.0907;-0.1107;0.0650;-0.1909;0.3067;-2.8006;46;230;4;15;0.1757;null;-0.3608;1;3250.42571;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746212100|MSZZ|XAUUSD|5|0|-1|1746051600|1746051600;S;2025.05.02 19:00:00;2025.05.02 19:25:00;TRAIL;3231.61000;3313.67000;82.06000;-0.0518;-0.0718;0.0834;-0.0567;0.1075;-2.5261;11;55;6;25;0.1551;null;-0.6676;2;3235.85714;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746214200|MSZZ|XAUUSD|5|0|-1|1746051600|1746051600;S;2025.05.02 19:35:00;2025.05.02 20:15:00;TRAIL;3231.71000;3313.67000;81.96000;-0.0033;-0.0233;0.1088;-0.0461;0.1088;-2.5279;4;20;9;40;0.1321;-0.2137;-0.2137;7;3231.97714;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746215100|MSZZ|XAUUSD|5|0|-1|1746051600|1746051600;S;2025.05.02 19:50:00;2025.05.02 20:15:00;TRAIL;3228.34000;3313.67000;85.33000;-0.0426;-0.0626;0.0650;-0.0739;0.0650;-2.4676;1;5;6;25;0.1277;null;null;4;3231.97714;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;true;false
SIGNAL_LEVEL;1010;CHANDELIER_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1746218100|MSZZ|XAUUSD|5|0|-1|1746051600|1746051600;S;2025.05.02 20:40:00;2025.05.02 22:00:00;TRAIL;3229.80000;3313.67000;83.87000;-0.0069;-0.0269;0.0657;-0.0460;0.0657;-2.4931;12;60;17;80;0.0926;null;null;15;3230.37714;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
