replay_mode;strategy_id;exit_model;cluster_id;direction;entry_time;exit_time;exit_reason;entry_price;initial_stop;initial_risk;gross_r;net_r_after_costs;mfe_until_exit_r;mae_until_exit_r;mfe_reference_horizon_r;mae_reference_horizon_r;bars_to_mfe;minutes_to_mfe;bars_held;minutes_held;surrender_r;pct_open_trade_mfe_captured;pct_reference_horizon_mfe_captured;number_of_trail_updates;final_stop;replay_price_mode;session;weekday;sequencing_ambiguous;skipped_while_occupied
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752768000|MSZZ|XAUUSD|5|0|-1|1752766200|1752766200;S;2025.07.17 16:05:00;2025.07.21 03:30:00;TRAIL;3312.28000;3370.20000;57.92000;-0.6918;-0.7118;0.0000;-0.8458;0.0000;-2.1849;0;0;402;5005;0.7118;null;null;5;3352.35000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1753067100|MSZZ|XAUUSD|5|0|1|1752853800|1752853800;L;2025.07.21 03:10:00;2025.07.21 04:00:00;TP;3350.00000;3347.60000;2.40000;2.0000;1.9800;2.0750;-0.3708;37.0125;-13.6958;553;2890;11;50;0.0950;0.9542;0.0535;0;3347.60000;MSZZ_AMBIG_PESSIMISTIC;Asian;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1753085400|MSZZ|XAUUSD|5|0|1|1753085100|1753085100;L;2025.07.21 08:15:00;2025.07.21 15:50:00;TP;3363.04000;3350.72000;12.32000;2.0000;1.9800;2.0771;-0.0252;6.1518;-3.7265;492;2585;92;455;0.0971;0.9532;0.3219;0;3350.72000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754077800|MSZZ|XAUUSD|5|0|1|1754071500|1754071500;L;2025.08.01 19:55:00;2025.08.01 22:30:00;TP;3345.40000;3341.38000;4.02000;2.0000;1.9800;3.1493;-0.3532;15.7910;-0.3532;1154;8950;32;155;1.1693;0.6287;0.1254;0;3341.38000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754906400|MSZZ|XAUUSD|5|0|-1|1754484600|1754484600;S;2025.08.11 10:05:00;2025.08.11 14:25:00;TP;3362.52000;3368.64000;6.12000;2.0000;1.9800;2.0229;-0.6389;6.3644;-2.0670;1287;9615;53;260;0.0429;0.9788;0.3111;3;3363.81000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754908200|MSZZ|XAUUSD|5|0|-1|1754484600|1754484600;S;2025.08.11 10:35:00;2025.08.11 15:25:00;TP;3362.23000;3368.64000;6.41000;2.0000;1.9800;2.3229;-0.5585;6.0312;-2.0187;1281;9585;59;290;0.3429;0.8524;0.3283;3;3363.81000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754909100|MSZZ|XAUUSD|5|0|-1|1754908500|1754908500;S;2025.08.11 10:50:00;2025.08.11 15:55:00;TRAIL;3358.86000;3366.43000;7.57000;0.2510;0.2310;1.8970;-0.9181;4.6618;-2.1546;1278;9570;62;305;1.6660;0.1218;0.0495;3;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754910600|MSZZ|XAUUSD|5|0|-1|1754908500|1754908500;S;2025.08.11 11:15:00;2025.08.11 15:55:00;TRAIL;3359.00000;3366.43000;7.43000;0.2746;0.2546;1.9515;-0.9166;4.7685;-2.1763;1273;9545;57;280;1.6970;0.1304;0.0534;3;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754914200|MSZZ|XAUUSD|5|0|-1|1754913900|1754913900;S;2025.08.11 12:15:00;2025.08.11 15:55:00;TRAIL;3355.99000;3365.81000;9.82000;-0.0988;-0.1188;1.1701;-0.7963;3.3014;-1.9532;1261;9485;45;220;1.2888;-0.1015;-0.0360;2;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754921400|MSZZ|XAUUSD|5|0|-1|1754921100|1754921100;S;2025.08.11 14:15:00;2025.08.11 15:55:00;TRAIL;3354.42000;3363.81000;9.39000;-0.2705;-0.2905;1.0564;-0.3355;3.2854;-2.2098;1237;9365;21;100;1.3469;-0.2750;-0.0884;1;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754922000|MSZZ|XAUUSD|5|0|-1|1754921100|1754921100;S;2025.08.11 14:25:00;2025.08.11 15:55:00;TRAIL;3352.86000;3363.81000;10.95000;-0.3744;-0.3944;0.7635;-0.4301;2.6749;-2.0374;1235;9355;19;90;1.1579;-0.5166;-0.1475;1;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754925000|MSZZ|XAUUSD|5|0|-1|1754921100|1754921100;S;2025.08.11 15:15:00;2025.08.11 15:55:00;TRAIL;3353.69000;3363.81000;10.12000;-0.3231;-0.3431;0.9081;-0.3834;2.9763;-2.1225;1225;9305;9;40;1.2512;-0.3778;-0.1153;1;3356.96000;MSZZ_AMBIG_PESSIMISTIC;London;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754928000|MSZZ|XAUUSD|5|0|-1|1754921100|1754921100;S;2025.08.11 16:05:00;2025.08.11 16:40:00;SL;3353.99000;3356.96000;2.97000;-1.0000;-1.0200;1.8653;-1.4949;10.2424;-7.1313;1215;9255;8;35;2.8853;-0.5468;-0.0996;0;3356.96000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754930400|MSZZ|XAUUSD|5|0|1|1754929800|1754930100;L;2025.08.11 16:45:00;2025.08.11 17:35:00;SL;3358.05000;3348.45000;9.60000;-1.0000;-1.0200;0.4979;-1.4323;1.7833;-3.5917;669;3525;11;50;1.5179;-2.0485;-0.5720;0;3348.45000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754933400|MSZZ|XAUUSD|5|0|-1|1754933100|1754933100;S;2025.08.11 17:35:00;2025.08.11 20:35:00;TRAIL;3350.81000;3362.83000;12.02000;0.2579;0.2379;0.7845;-0.4676;2.2662;-2.0266;1197;9165;37;180;0.5466;0.3032;0.1050;2;3347.71000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;true;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754944800|MSZZ|XAUUSD|5|0|1|1754944500|1754944500;L;2025.08.11 20:45:00;2025.08.11 23:55:00;SL;3358.48000;3342.00000;16.48000;-1.0000;-1.0200;0.0225;-1.0261;1.0127;-2.1183;621;3285;39;190;1.0425;null;-1.0072;0;3342.00000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754945400|MSZZ|XAUUSD|5|0|1|1754944500|1754944500;L;2025.08.11 20:55:00;2025.08.11 23:55:00;SL;3356.87000;3342.00000;14.87000;-1.0000;-1.0200;0.1197;-1.0289;1.2307;-2.2394;619;3275;37;180;1.1397;-8.5210;-0.8288;0;3342.00000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754961000|MSZZ|XAUUSD|5|0|1|1754960700|1754960700;L;2025.08.12 01:15:00;2025.08.12 04:05:00;TP;3346.30000;3341.26000;5.04000;2.0000;1.9800;2.0079;-0.6905;5.7282;-4.5099;579;3015;35;170;0.0279;0.9861;0.3457;0;3341.26000;MSZZ_AMBIG_PESSIMISTIC;Asian;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755034500|MSZZ|XAUUSD|5|0|-1|1755033900|1755034200;S;2025.08.12 21:40:00;2025.08.13 01:00:00;SL;3348.42000;3350.57000;2.15000;-1.0000;-1.0200;1.3070;-1.4326;15.5907;-12.4419;1365;10005;29;200;2.3270;-0.7804;-0.0654;0;3350.57000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755035700|MSZZ|XAUUSD|5|0|-1|1755033900|1755034200;S;2025.08.12 22:00:00;2025.08.13 01:00:00;SL;3348.99000;3350.81000;1.82000;-1.0000;-1.0200;1.8571;-1.3791;18.7308;-14.3846;1361;9985;25;180;2.8771;-0.5492;-0.0545;0;3350.81000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755608700|MSZZ|XAUUSD|5|0|1|1755522900|1755522900;L;2025.08.19 13:10:00;2025.08.19 16:05:00;SL;3341.86000;3331.39000;10.47000;-1.0000;-1.0200;0.3286;-1.0735;4.2598;-2.8959;1269;9525;36;175;1.3486;-3.1045;-0.2394;0;3331.39000;MSZZ_AMBIG_PESSIMISTIC;London;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755699600|MSZZ|XAUUSD|5|0|1|1755522900|1755522900;L;2025.08.20 14:25:00;2025.08.20 15:30:00;TP;3329.71000;3323.84000;5.87000;2.0000;1.9800;2.0562;-0.1244;11.0102;-1.4089;1219;9275;14;65;0.0762;0.9629;0.1798;0;3323.84000;MSZZ_AMBIG_PESSIMISTIC;London;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755701100|MSZZ|XAUUSD|5|0|1|1755522900|1755522900;L;2025.08.20 14:50:00;2025.08.20 15:50:00;TP;3330.13000;3323.84000;6.29000;2.0000;1.9800;2.0572;-0.0556;10.2083;-1.3816;1214;9250;13;60;0.0772;0.9625;0.1940;0;3323.84000;MSZZ_AMBIG_PESSIMISTIC;London;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755718800|MSZZ|XAUUSD|5|0|1|1755717300|1755717300;L;2025.08.20 19:45:00;2025.08.21 09:15:00;TRAIL;3345.71000;3323.84000;21.87000;-0.3969;-0.4169;0.2908;-0.4056;2.4307;-1.1097;1380;10080;151;810;0.7077;-1.4336;-0.1715;1;3337.03000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755719400|MSZZ|XAUUSD|5|0|1|1755717300|1755717300;L;2025.08.20 19:55:00;2025.08.21 09:15:00;TRAIL;3344.99000;3323.84000;21.15000;-0.3764;-0.3964;0.3348;-0.3853;2.5475;-1.1135;1378;10070;149;800;0.7311;-1.1840;-0.1556;1;3337.03000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755809700|MSZZ|XAUUSD|5|0|-1|1755807900|1755807900;S;2025.08.21 21:00:00;2025.08.21 21:05:00;SL;3337.03000;3338.39000;1.36000;-1.0000;-1.0200;0.3162;-1.0147;11.4632;-60.0882;210;1110;2;5;1.3362;-3.2260;-0.0890;0;3338.39000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Thursday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755841500|MSZZ|XAUUSD|5|0|-1|1755838800|1755838800;S;2025.08.22 05:50:00;2025.08.22 10:00:00;TRAIL;3333.31000;3338.39000;5.08000;0.3937;0.3737;1.4882;-0.4016;2.3366;-17.6909;116;580;51;250;1.1145;0.2511;0.1599;2;3331.31000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755842400|MSZZ|XAUUSD|5|0|-1|1755838800|1755838800;S;2025.08.22 06:05:00;2025.08.22 10:00:00;TRAIL;3332.38000;3338.39000;6.01000;0.1780;0.1580;1.1032;-0.4942;1.8203;-15.1082;113;565;48;235;0.9451;0.1433;0.0868;2;3331.31000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755845100|MSZZ|XAUUSD|5|0|-1|1755838800|1755838800;S;2025.08.22 06:50:00;2025.08.22 07:50:00;TP;3332.97000;3335.35000;2.38000;2.0000;1.9800;2.0504;-0.1849;4.8445;-37.9034;104;520;13;60;0.0704;0.9657;0.4087;0;3335.35000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755882600|MSZZ|XAUUSD|5|0|1|1755882000|1755882000;L;2025.08.22 17:15:00;2025.08.29 16:55:00;TP;3359.06000;3325.11000;33.95000;2.0000;1.9800;2.0627;-0.2297;2.3054;-0.2297;1379;10075;1377;10060;0.0827;0.9599;0.8588;0;3325.11000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1758256800|MSZZ|XAUUSD|5|0|-1|1758213300|1758213300;S;2025.09.19 04:45:00;2025.09.19 18:00:00;SL;3646.16000;3669.84000;23.68000;-1.0000;-1.0200;0.5908;-1.0173;0.5908;-6.1229;1;5;160;795;1.6108;-1.7265;-1.7265;0;3669.84000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1758257400|MSZZ|XAUUSD|5|0|-1|1758257100|1758257100;S;2025.09.19 04:55:00;2025.09.19 18:00:00;SL;3640.08000;3669.84000;29.76000;-1.0000;-1.0200;0.0709;-1.0138;0.0709;-5.0763;0;0;158;785;1.0909;null;null;0;3669.84000;MSZZ_AMBIG_PESSIMISTIC;Asian;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1758293400|MSZZ|XAUUSD|5|0|-1|1758292800|1758292800;S;2025.09.19 14:55:00;2025.09.19 18:00:00;SL;3647.19000;3669.84000;22.65000;-1.0000;-1.0200;0.1488;-1.0181;0.1488;-6.3558;13;65;38;185;1.1688;-6.8555;-6.8555;0;3669.84000;MSZZ_AMBIG_PESSIMISTIC;London;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1758296700|MSZZ|XAUUSD|5|0|-1|1758292800|1758292800;S;2025.09.19 15:50:00;2025.09.19 18:00:00;SL;3647.07000;3669.84000;22.77000;-1.0000;-1.0200;0.1427;-1.0180;0.1427;-6.3276;2;10;27;130;1.1627;-7.1463;-7.1463;0;3669.84000;MSZZ_AMBIG_PESSIMISTIC;London;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1758299100|MSZZ|XAUUSD|5|0|1|1758298200|1758298200;L;2025.09.19 16:30:00;2025.09.19 17:30:00;TP;3655.97000;3651.47000;4.50000;2.0000;1.9800;2.0889;-0.4667;30.0400;-0.4667;502;5510;13;60;0.1089;0.9479;0.0659;0;3651.47000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1758749700|MSZZ|XAUUSD|5|0|1|1758533400|1758533400;L;2025.09.24 21:40:00;2025.10.01 11:15:00;TP;3730.85000;3651.47000;79.38000;2.0000;1.9800;2.0437;-0.1683;2.0733;-0.1683;1256;9460;1256;9455;0.0637;0.9688;0.9550;0;3651.47000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1758754800|MSZZ|XAUUSD|5|0|1|1758533400|1758533400;L;2025.09.24 23:05:00;2025.10.01 11:15:00;TP;3731.36000;3651.47000;79.89000;2.0000;1.9800;2.0243;-0.1189;2.0537;-0.1189;1239;9375;1239;9370;0.0443;0.9781;0.9641;0;3651.47000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1760710500|MSZZ|XAUUSD|5|0|1|1760128800|1760129100;L;2025.10.17 14:20:00;2025.10.22 03:05:00;TRAIL;4330.46000;4005.71000;324.75000;-0.8889;-0.9089;0.1575;-0.9079;0.1575;-1.0047;379;4835;694;6525;1.0663;-5.7715;-5.7715;1;4041.80000;MSZZ_AMBIG_PESSIMISTIC;London;Friday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761068100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.21 17:40:00;2025.10.21 18:10:00;SL;4118.80000;4148.83000;30.03000;-1.0000;-1.0200;1.2814;-1.0653;7.7323;-1.4143;1313;9745;7;30;2.3014;-0.7960;-0.1319;0;4148.83000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761072600|MSZZ|XAUUSD|5|0|1|1761069300|1761069300;L;2025.10.21 18:55:00;2025.10.22 03:00:00;SL;4141.57000;4080.32000;61.25000;-1.0000;-1.0200;0.0669;-1.4895;0.3216;-4.1628;168;900;86;485;1.0869;null;-3.1713;0;4080.32000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761074100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.21 19:20:00;2025.10.22 03:00:00;TP;4127.47000;4150.79000;23.32000;2.0000;1.9800;3.3075;-0.2204;10.3289;-1.4494;1293;9645;81;460;1.3275;0.5986;0.1917;0;4150.79000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761078600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;L;2025.10.21 20:35:00;2025.10.21 22:15:00;SL;4113.98000;4101.32000;12.66000;-1.0000;-1.0200;0.9305;-1.0450;3.7354;-17.9605;148;800;21;100;1.9505;-1.0962;-0.2731;0;4101.32000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Tuesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761095100|MSZZ|XAUUSD|5|0|-1|1761094800|1761094800;S;2025.10.22 01:10:00;2025.10.22 03:00:00;TP;4115.84000;4132.61000;16.77000;2.0000;1.9800;3.9058;-0.7871;13.6696;-2.7090;1235;9295;23;110;1.9258;0.5069;0.1448;0;4132.61000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761099000|MSZZ|XAUUSD|5|0|-1|1761094800|1761094800;S;2025.10.22 02:15:00;2025.10.22 03:00:00;TP;4117.00000;4132.61000;15.61000;2.0000;1.9800;4.2703;-0.6925;14.7598;-2.8360;1222;9230;10;45;2.2903;0.4637;0.1341;0;4132.61000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761111600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;L;2025.10.22 05:45:00;2025.10.22 06:00:00;SL;4112.48000;4110.23000;2.25000;-1.0000;-1.0200;1.7378;-2.2844;21.6844;-100.3911;50;250;4;15;2.7578;-0.5870;-0.0470;0;4110.23000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761114600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;L;2025.10.22 06:35:00;2025.10.22 07:10:00;SL;4129.34000;4110.23000;19.11000;-1.0000;-1.0200;0.7159;-1.1303;1.6709;-12.7023;40;200;8;35;1.7359;-1.4249;-0.6105;0;4110.23000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761116100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.22 07:00:00;2025.10.22 08:15:00;SL;4128.59000;4143.02000;14.43000;-1.0000;-1.0200;1.4449;-1.1656;16.7699;-2.2647;1165;8945;16;75;2.4649;-0.7059;-0.0608;0;4143.02000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761117600|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.22 07:25:00;2025.10.22 08:15:00;SL;4128.43000;4143.02000;14.59000;-1.0000;-1.0200;0.6902;-1.1638;16.5751;-2.2509;1160;8920;11;50;1.7102;-1.4778;-0.0615;0;4143.02000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761118800|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.22 07:45:00;2025.10.22 08:15:00;SL;4128.26000;4143.02000;14.76000;-1.0000;-1.0200;0.6707;-1.1619;16.3726;-2.2364;1156;8900;7;30;1.6907;-1.5207;-0.0623;0;4143.02000;MSZZ_AMBIG_PESSIMISTIC;Asian;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761119700|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;S;2025.10.22 08:00:00;2025.10.22 08:15:00;SL;4128.41000;4143.02000;14.61000;-1.0000;-1.0200;0.1335;-1.1636;16.5510;-2.2491;1153;8885;4;15;1.1535;-7.6422;-0.0616;0;4143.02000;MSZZ_AMBIG_PESSIMISTIC;London;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761127200|MSZZ|XAUUSD|5|0|-1|1761067200|1761067200;S;2025.10.22 10:05:00;2025.10.22 11:05:00;TP;4142.20000;4161.27000;19.07000;2.0000;1.9800;2.2349;-0.3036;13.4033;-0.6550;1128;8760;13;60;0.2549;0.8859;0.1477;0;4161.27000;MSZZ_AMBIG_PESSIMISTIC;London;Wednesday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1762185900|MSZZ|XAUUSD|5|0|-1|1761564000|1761564000;S;2025.11.03 16:10:00;2025.11.10 10:35:00;SL;4013.54000;4084.62000;71.08000;-1.0000;-1.0200;1.1932;-1.0096;1.1932;-1.2976;282;1470;1314;9745;2.2132;-0.8549;-0.8549;0;4084.62000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Monday;false;false
SIGNAL_LEVEL;1010;HL_LH_TRAIL;MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1762532100|MSZZ|XAUUSD|5|0|1|1762531800|1762531800;L;2025.11.07 16:20:00;2025.11.07 17:45:00;TRAIL;4006.08000;3974.19000;31.89000;-0.6783;-0.6983;0.0458;-0.6833;7.4917;-0.6833;1087;8555;18;85;0.7441;null;-0.0932;1;3984.45000;MSZZ_AMBIG_PESSIMISTIC;NewYork;Friday;true;false
