logical_position_id;book_id;strategy_id;family_id;magic;direction;entry_time;exit_time;entry_price;exit_price;logical_volume;initial_risk_price;execution_cost;realized_r;exit_policy;exit_reason;regime_snapshot_id
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749723900|MSZZ|XAUUSD|5|0|-1|1749723300|1749723300;1;1010;1;27084001;SHORT;2025.06.12 10:30:00;2025.06.12 10:39:57;3369.94;3353.02;0.46;5.639999999999873;0.0;3.000000000000081;1;BROKER_SL_TP_OR_TEST_END;2025.06.12 10:30:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1749734400|MSZZ|XAUUSD|5|0|1|1749734100|1749734100;1;1010;1;27084001;LONG;2025.06.12 13:25:00;2025.06.13 01:15:00;3375.47;3382.6;0.19;13.459999999999582;0.0;0.5297176820208269;1;OWN_FAMILY_OPPOSITE;2025.06.13 01:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1749777000|MSZZ|XAUUSD|5|0|-1|1749776700|1749776700;1;1010;1;27084001;SHORT;2025.06.13 01:15:00;2025.06.13 02:49:58;3382.6;3389.27;0.39;6.670000000000073;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.06.13 02:40:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1750363800|1750363800;2;1050;4;27124002;SHORT;2025.06.19 20:40:00;2025.06.19 20:55:00;3368.01;3369.5299999999997;0.35;7.449999999999818;0.0;-0.2040268456375254;2;OWN_FAMILY_OPPOSITE;2025.06.19 20:50:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750365000|1750365000;2;1050;4;27124002;LONG;2025.06.19 20:55:00;2025.06.19 21:04:57;3369.53;3366.8;0.96;2.730000000000018;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.06.19 20:55:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750939200|1750939200;2;1050;4;27124002;LONG;2025.07.01 12:40:00;2025.07.01 13:19:57;3344.65;3348.59;1.33;1.9700000000002547;0.0;1.999999999999769;2;BROKER_SL_TP_OR_TEST_END;2025.07.01 13:10:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1750748400|1750748400;2;1050;4;27124002;LONG;2025.07.01 14:05:00;2025.07.01 14:39:57;3351.85;3348.08;0.7;3.769999999999982;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.07.01 14:30:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751383200|1751383200;2;1050;4;27124002;SHORT;2025.07.01 15:50:00;2025.07.01 15:54:57;3354.6;3357.9300000000003;0.79;3.3299999999999272;0.0;-1.0000000000001366;2;BROKER_SL_TP_OR_TEST_END;2025.07.01 15:45:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751381700|1751382300;2;1050;4;27124002;SHORT;2025.07.01 16:40:00;2025.07.01 16:59:58;3346.86;3352.55;0.46;5.690000000000055;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.07.01 16:50:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1751457900|1751457900;2;1050;4;27124002;SHORT;2025.07.02 17:10:00;2025.07.02 19:04:58;3335.65;3344.1000000000004;0.31;8.449999999999818;0.0;-1.0000000000000537;2;BROKER_SL_TP_OR_TEST_END;2025.07.02 18:55:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751556900|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600;1;1010;1;27084001;SHORT;2025.07.03 15:40:00;2025.07.03 15:55:00;3320.12;3321.35;0.3;8.550000000000182;0.0;-0.14385964912280608;1;OWN_FAMILY_OPPOSITE;2025.07.03 15:50:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751557800|MSZZ|XAUUSD|5|0|1|1751482800|1751482800;1;1010;1;27084001;LONG;2025.07.03 15:55:00;2025.07.03 16:10:00;3321.35;3326.75;0.44;5.839999999999691;0.0;0.9246575342466399;1;OWN_FAMILY_OPPOSITE;2025.07.03 16:05:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751558700|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600;1;1010;1;27084001;SHORT;2025.07.03 16:10:00;2025.07.03 16:19:57;3326.75;3328.67;1.3599999999999999;1.9200000000000728;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.03 16:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751563200|MSZZ|XAUUSD|5|0|-1|1751556600|1751556600;1;1010;1;27084001;SHORT;2025.07.03 17:25:00;2025.07.04 02:45:00;3325.42;3332.06;0.2;13.079999999999927;0.0;-0.507645259938831;1;OWN_FAMILY_OPPOSITE;2025.07.04 02:40:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751596800|MSZZ|XAUUSD|5|0|1|1751558700|1751559000;1;1010;1;27084001;LONG;2025.07.04 02:45:00;2025.07.04 03:14:58;3332.06;3326.59;0.47;5.4699999999998;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.04 03:05:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1751602500|MSZZ|XAUUSD|5|0|1|1751558700|1751559000;1;1010;1;27084001;LONG;2025.07.04 04:20:00;2025.07.07 03:04:58;3332.61;3325.87;0.38;6.7400000000002365;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.07 02:55:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1751994600|MSZZ|XAUUSD|5|0|-1|1751994300|1751994300;1;1010;1;27084001;SHORT;2025.07.08 17:15:00;2025.07.10 09:24:57;3306.01;3326.85;0.12;20.83999999999969;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.10 09:15:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1751970000|1751970000;2;1050;4;27124002;LONG;2025.07.11 06:10:00;2025.07.11 06:39:58;3334.98;3333.48;1.73;1.5;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.07.11 06:30:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752222300|MSZZ|XAUUSD|5|0|1|1752222000|1752222000;1;1010;1;27084001;LONG;2025.07.11 08:30:00;2025.07.11 08:54:58;3340.3;3332.5699999999997;0.33;7.730000000000018;0.0;-1.0000000000000588;1;BROKER_SL_TP_OR_TEST_END;2025.07.11 08:45:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752225000|MSZZ|XAUUSD|5|0|1|1752224700|1752224700;1;1010;1;27084001;LONG;2025.07.11 09:15:00;2025.07.11 09:59:58;3337.12;3332.37;0.54;4.75;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.11 09:50:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752228000|MSZZ|XAUUSD|5|0|1|1752224700|1752224700;1;1010;1;27084001;LONG;2025.07.11 10:05:00;2025.07.11 10:09:58;3332.89;3332.37;4.96;0.5199999999999818;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.11 10:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752228600|MSZZ|XAUUSD|5|0|1|1752224700|1752224700;1;1010;1;27084001;LONG;2025.07.11 10:15:00;2025.07.11 10:44:58;3333.75;3337.89;1.8599999999999999;1.3800000000001091;0.0;2.9999999999996705;1;BROKER_SL_TP_OR_TEST_END;2025.07.11 10:35:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1752224700|1752224700;2;1050;4;27124002;SHORT;2025.07.11 09:50:00;2025.07.11 10:49:58;3335.62;3339.23;0.71;3.6100000000001273;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.07.11 10:40:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1752230400|MSZZ|XAUUSD|5|0|1|1752230100|1752230100;1;1010;1;27084001;LONG;2025.07.11 10:45:00;2025.07.11 17:49:58;3338.43;3360.33;0.35;7.299999999999727;0.0;3.000000000000125;1;BROKER_SL_TP_OR_TEST_END;2025.07.11 17:40:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752471300|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600;1;1010;1;27084001;SHORT;2025.07.14 05:40:00;2025.07.14 06:14:58;3354.85;3358.98;0.62;4.130000000000109;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.14 06:05:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752473700|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600;1;1010;1;27084001;SHORT;2025.07.14 06:20:00;2025.07.14 07:39:58;3355.95;3358.98;0.85;3.0300000000002;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.14 07:30:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752483000|MSZZ|XAUUSD|5|0|-1|1752234600|1752234600;1;1010;1;27084001;SHORT;2025.07.14 08:55:00;2025.07.14 09:44:59;3356.71;3361.66;0.52;4.949999999999818;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.14 09:35:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1752597000|1752597000;2;1050;4;27124002;LONG;2025.07.15 16:50:00;2025.07.15 17:34:58;3340.01;3349.57;0.54;4.7800000000002;0.0;1.999999999999905;2;BROKER_SL_TP_OR_TEST_END;2025.07.15 17:25:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1752604200|1752604200;2;1050;4;27124002;LONG;2025.07.16 01:55:00;2025.07.16 02:14:58;3326.38;3328.02;3.16;0.8200000000001637;0.0;1.9999999999994453;2;BROKER_SL_TP_OR_TEST_END;2025.07.16 02:05:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1752621900|1752622200;2;1050;4;27124002;LONG;2025.07.16 02:15:00;2025.07.16 04:19:58;3328.62;3333.2;1.13;2.2899999999999636;0.0;2.0;2;BROKER_SL_TP_OR_TEST_END;2025.07.16 04:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752604200|MSZZ|XAUUSD|5|0|-1|1752603900|1752603900;1;1010;1;27084001;SHORT;2025.07.15 18:35:00;2025.07.16 18:19:58;3326.22;3369.09;0.06;42.870000000000346;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.07.16 18:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1752747600|MSZZ|XAUUSD|5|0|-1|1752683700|1752683700;1;1010;1;27084001;SHORT;2025.07.17 10:25:00;2025.07.21 03:10:00;3328.26;3350.0;0.06;41.9399999999996;0.0;-0.518359561278016;1;OWN_FAMILY_OPPOSITE;2025.07.21 03:05:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1753067100|MSZZ|XAUUSD|5|0|1|1752853800|1752853800;1;1010;1;27084001;LONG;2025.07.21 03:10:00;2025.07.21 04:09:58;3350.0;3357.2;1.08;2.400000000000091;0.0;2.9999999999998104;1;BROKER_SL_TP_OR_TEST_END;2025.07.21 04:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1752855600|1752855600;2;1050;4;27124002;LONG;2025.07.21 04:10:00;2025.07.21 05:14:57;3357.46;3353.9000000000005;0.73;3.5599999999999454;0.0;-0.9999999999998722;2;BROKER_SL_TP_OR_TEST_END;2025.07.21 05:05:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1753085400|MSZZ|XAUUSD|5|0|1|1753085100|1753085100;1;1010;1;27084001;LONG;2025.07.21 08:15:00;2025.07.21 17:34:58;3363.04;3400.0;0.21;12.320000000000164;0.0;2.999999999999963;1;BROKER_SL_TP_OR_TEST_END;2025.07.21 17:25:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1752829800|1752829800;2;1050;4;27124002;SHORT;2025.07.25 18:00:00;2025.07.25 21:19:57;3331.8;3339.1800000000003;0.35;7.379999999999654;0.0;-1.0000000000000617;2;BROKER_SL_TP_OR_TEST_END;2025.07.25 21:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1754078100|1754078100;2;1050;4;27124002;SHORT;2025.08.01 20:05:00;2025.08.01 20:09:57;3347.94;3349.13;2.21;1.1900000000000546;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.01 20:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754077800|MSZZ|XAUUSD|5|0|1|1754071500|1754071500;1;1010;1;27084001;LONG;2025.08.01 19:55:00;2025.08.01 22:34:58;3345.4;3357.46;0.65;4.019999999999982;0.0;3.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.01 22:25:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1754921100|1754921100;2;1050;4;27124002;LONG;2025.08.11 15:00:00;2025.08.11 15:29:57;3355.21;3351.3400000000006;0.68;3.869999999999891;0.0;-0.9999999999998825;2;BROKER_SL_TP_OR_TEST_END;2025.08.11 15:20:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1754906400|MSZZ|XAUUSD|5|0|-1|1754484600|1754484600;1;1010;1;27084001;SHORT;2025.08.11 10:05:00;2025.08.11 16:45:00;3362.52;3358.05;0.43;6.119999999999891;0.0;0.7303921568627254;1;OWN_FAMILY_OPPOSITE;2025.08.11 16:40:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754930400|MSZZ|XAUUSD|5|0|1|1754929800|1754930100;1;1010;1;27084001;LONG;2025.08.11 16:45:00;2025.08.11 17:35:00;3358.05;3350.81;0.27;9.600000000000364;0.0;-0.7541666666666628;1;OWN_FAMILY_OPPOSITE;2025.08.11 17:30:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1754929800|1754930100;2;1050;4;27124002;SHORT;2025.08.11 17:25:00;2025.08.11 17:39:58;3355.52;3348.0;0.7;3.7600000000002183;0.0;1.999999999999879;2;BROKER_SL_TP_OR_TEST_END;2025.08.11 17:30:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1754944500|1754944500;2;1050;4;27124002;SHORT;2025.08.11 20:50:00;2025.08.11 22:59:57;3356.23;3350.99;1.01;2.619999999999891;0.0;2.0000000000001736;2;BROKER_SL_TP_OR_TEST_END;2025.08.11 22:50:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754944800|MSZZ|XAUUSD|5|0|1|1754944500|1754944500;1;1010;1;27084001;LONG;2025.08.11 20:45:00;2025.08.11 23:59:58;3358.48;3342.0;0.16;16.480000000000018;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.11 23:50:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1754960700|1754960700;2;1050;4;27124002;SHORT;2025.08.12 01:25:00;2025.08.12 01:59:58;3345.33;3346.58;2.12;1.25;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.12 01:50:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1754961000|MSZZ|XAUUSD|5|0|1|1754960700|1754960700;1;1010;1;27084001;LONG;2025.08.12 01:15:00;2025.08.12 14:19:58;3346.3;3341.26;0.52;5.039999999999964;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.12 14:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755034500|MSZZ|XAUUSD|5|0|-1|1755033900|1755034200;1;1010;1;27084001;SHORT;2025.08.12 21:40:00;2025.08.13 01:04:58;3348.42;3350.57;1.23;2.150000000000091;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.12 23:55:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1755075600|1755075600;2;1050;4;27124002;SHORT;2025.08.13 21:25:00;2025.08.13 21:39:57;3350.97;3353.27;1.1400000000000001;2.300000000000182;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.13 21:30:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755608700|MSZZ|XAUUSD|5|0|1|1755522900|1755522900;1;1010;1;27084001;LONG;2025.08.19 13:10:00;2025.08.19 16:09:58;3341.86;3331.39;0.25;10.470000000000255;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.19 16:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755699600|MSZZ|XAUUSD|5|0|1|1755522900|1755522900;1;1010;1;27084001;LONG;2025.08.20 14:25:00;2025.08.20 16:44:58;3329.71;3347.3200000000006;0.44;5.869999999999891;0.0;3.000000000000155;1;BROKER_SL_TP_OR_TEST_END;2025.08.20 16:35:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1755717300|1755717300;2;1050;4;27124002;SHORT;2025.08.20 20:20:00;2025.08.20 20:24:58;3345.7;3346.24;4.9;0.5399999999999636;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.20 20:15:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1755749700|1755749700;2;1050;4;27124002;SHORT;2025.08.21 06:20:00;2025.08.21 06:54:58;3343.53;3340.57;1.78;1.4800000000000182;0.0;2.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.21 06:45:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755718800|MSZZ|XAUUSD|5|0|1|1755717300|1755717300;1;1010;1;27084001;LONG;2025.08.20 19:45:00;2025.08.21 21:00:00;3345.71;3337.03;0.12;21.86999999999989;0.0;-0.3968907178783667;1;OWN_FAMILY_OPPOSITE;2025.08.21 20:55:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1755809700|MSZZ|XAUUSD|5|0|-1|1755807900|1755807900;1;1010;1;27084001;SHORT;2025.08.21 21:00:00;2025.08.21 21:09:58;3337.03;3338.39;1.95;1.3599999999996726;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.08.21 21:00:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1755814200|1755814200;2;1050;4;27124002;SHORT;2025.08.21 22:55:00;2025.08.22 07:19:58;3338.22;3331.38;0.77;3.4200000000000728;0.0;1.999999999999867;2;BROKER_SL_TP_OR_TEST_END;2025.08.22 07:10:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1755838800|1755838800;2;1050;4;27124002;LONG;2025.08.22 10:10:00;2025.08.22 10:34:59;3333.92;3330.96;0.89;2.9600000000000364;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.08.22 10:25:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1755882600|MSZZ|XAUUSD|5|0|1|1755882000|1755882000;1;1010;1;27084001;LONG;2025.08.22 17:15:00;2025.09.01 05:09:58;3359.06;3460.91;0.07;33.94999999999982;0.0;3.0000000000000133;1;BROKER_SL_TP_OR_TEST_END;2025.09.01 05:00:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1758146700|1758147000;2;1050;4;27124002;SHORT;2025.09.18 03:25:00;2025.09.18 03:59:58;3663.07;3665.7;1.01;2.6299999999996544;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.09.18 03:50:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1757604600|1757604600;2;1050;4;27124002;SHORT;2025.09.18 09:20:00;2025.09.18 10:09:58;3637.38;3642.0300000000007;0.57;4.650000000000091;0.0;-1.0000000000000977;2;BROKER_SL_TP_OR_TEST_END;2025.09.18 10:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1758213300|1758213300;2;1050;4;27124002;LONG;2025.09.19 02:50:00;2025.09.19 03:04:58;3638.78;3640.84;2.58;1.0300000000002;0.0;1.9999999999995586;2;BROKER_SL_TP_OR_TEST_END;2025.09.19 02:55:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1758257100|1758257100;2;1050;4;27124002;LONG;2025.09.19 05:10:00;2025.09.19 06:24:58;3642.92;3651.1;0.65;4.0900000000001455;0.0;1.9999999999998888;2;BROKER_SL_TP_OR_TEST_END;2025.09.19 06:15:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1758256800|MSZZ|XAUUSD|5|0|-1|1758213300|1758213300;1;1010;1;27084001;SHORT;2025.09.19 04:45:00;2025.09.19 16:30:00;3646.16;3655.97;0.11;23.68000000000029;0.0;-0.41427364864864125;1;OWN_FAMILY_OPPOSITE;2025.09.19 16:25:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1758299100|MSZZ|XAUUSD|5|0|1|1758298200|1758298200;1;1010;1;27084001;LONG;2025.09.19 16:30:00;2025.09.19 18:04:58;3655.97;3669.47;0.59;4.5;0.0;3.0;1;BROKER_SL_TP_OR_TEST_END;2025.09.19 17:55:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1758749700|MSZZ|XAUUSD|5|0|1|1758533400|1758533400;1;1010;1;27084001;LONG;2025.09.24 21:40:00;2025.10.06 19:09:58;3730.85;3968.99;0.03;79.38000000000011;0.0;2.9999999999999942;1;BROKER_SL_TP_OR_TEST_END;2025.10.06 19:00:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1761062400|1761062400;2;1050;4;27124002;LONG;2025.10.21 16:15:00;2025.10.21 16:39:58;4197.26;4212.4;0.35;7.5700000000006185;0.0;1.9999999999997597;2;BROKER_SL_TP_OR_TEST_END;2025.10.21 16:30:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1761065400|1761065400;2;1050;4;27124002;LONG;2025.10.21 17:15:00;2025.10.21 17:19:58;4181.98;4165.34;0.16;16.639999999999418;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.10.21 17:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761068100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;1;1010;1;27084001;SHORT;2025.10.21 17:40:00;2025.10.21 18:14:58;4118.8;4148.83;0.09;30.029999999999745;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.10.21 18:05:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761072600|MSZZ|XAUUSD|5|0|1|1761069300|1761069300;1;1010;1;27084001;LONG;2025.10.21 18:55:00;2025.10.21 19:20:00;4141.57;4127.47;0.04;61.249999999999545;0.0;-0.23020408163264586;1;OWN_FAMILY_OPPOSITE;2025.10.21 19:15:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761074100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;1;1010;1;27084001;SHORT;2025.10.21 19:20:00;2025.10.21 20:35:00;4127.47;4113.98;0.11;23.31999999999971;0.0;0.5784734133791106;1;OWN_FAMILY_OPPOSITE;2025.10.21 20:30:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761078600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;1;1010;1;27084001;LONG;2025.10.21 20:35:00;2025.10.21 22:19:58;4113.98;4101.32;0.21;12.659999999999854;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.10.21 22:10:00
MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1761094800|1761094800;2;1050;4;27124002;LONG;2025.10.22 01:20:00;2025.10.22 02:49:57;4123.29;4113.89;0.28;9.399999999999636;0.0;-1.0;2;BROKER_SL_TP_OR_TEST_END;2025.10.22 02:40:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761095100|MSZZ|XAUUSD|5|0|-1|1761094800|1761094800;1;1010;1;27084001;SHORT;2025.10.22 01:10:00;2025.10.22 03:04:58;4115.84;4065.53;0.16;16.769999999999527;0.0;3.0000000000000813;1;BROKER_SL_TP_OR_TEST_END;2025.10.22 02:55:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761111600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;1;1010;1;27084001;LONG;2025.10.22 05:45:00;2025.10.22 06:04:58;4112.48;4110.23;1.21;2.25;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.10.22 05:55:00
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1761114600|MSZZ|XAUUSD|5|0|1|1760490300|1760490300;1;1010;1;27084001;LONG;2025.10.22 06:35:00;2025.10.22 07:00:00;4129.34;4128.59;0.14;19.110000000000582;0.0;-0.039246467817895196;1;OWN_FAMILY_OPPOSITE;2025.10.22 06:55:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761116100|MSZZ|XAUUSD|5|0|-1|1761067500|1761067500;1;1010;1;27084001;SHORT;2025.10.22 07:00:00;2025.10.22 08:19:59;4128.59;4143.02;0.18;14.430000000000291;0.0;-1.0;1;BROKER_SL_TP_OR_TEST_END;2025.10.22 08:10:00
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1761127200|MSZZ|XAUUSD|5|0|-1|1761067200|1761067200;1;1010;1;27084001;SHORT;2025.10.22 10:05:00;2025.10.22 11:14:58;4142.2;4084.9899999999993;0.14;19.07000000000062;0.0;2.9999999999999285;1;BROKER_SL_TP_OR_TEST_END;2025.10.22 11:05:00
