strategy_id;family_id;setup_name;signal_time;expiry_time;direction;entry;stop;target;score;origin_id;event_id;reason;canonical_variant_id;hypothesis_version;regime_id;session_id;reference_level_type;structural_context;stop_distance_points;target_r;spread_to_risk_ratio
1200;8;Session Sweep Reversal;2025.05.15 16:30:00;2025.05.15 16:45:00;SHORT;3192.40;3196.83;3183.53;7.0000;ASIA_HIGH|20250515;SSR|ASIA_HIGH|20250515|1747326300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.15 16:30:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3192.71000;asian_low=3135.61000;sweep_extreme=3196.58000;443.32;2.0000;0.020301
1200;8;Session Sweep Reversal;2025.05.15 16:40:00;2025.05.15 16:55:00;SHORT;3190.78;3197.11;3178.12;7.0000;ASIA_HIGH|20250515;SSR|ASIA_HIGH|20250515|1747326900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.15 16:40:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3192.71000;asian_low=3135.61000;sweep_extreme=3196.84000;633.03;2.0000;0.014217
1200;8;Session Sweep Reversal;2025.05.15 16:45:00;2025.05.15 17:00:00;SHORT;3191.24;3197.11;3179.50;7.0000;ASIA_HIGH|20250515;SSR|ASIA_HIGH|20250515|1747327200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.15 16:45:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3192.71000;asian_low=3135.61000;sweep_extreme=3196.84000;587.20;2.0000;0.017030
1200;8;Session Sweep Reversal;2025.05.15 16:55:00;2025.05.15 17:10:00;SHORT;3192.33;3196.27;3184.45;7.0000;ASIA_HIGH|20250515;SSR|ASIA_HIGH|20250515|1747327800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.15 16:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3192.71000;asian_low=3135.61000;sweep_extreme=3196.00000;394.08;2.0000;0.027913
1200;8;Session Sweep Reversal;2025.05.15 17:00:00;2025.05.15 17:15:00;SHORT;3190.55;3196.25;3179.15;7.0000;ASIA_HIGH|20250515;SSR|ASIA_HIGH|20250515|1747328100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.15 17:00:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3192.71000;asian_low=3135.61000;sweep_extreme=3196.00000;570.04;2.0000;0.008771
1203;11;Compression Breakout (Research);2025.05.15 22:20:00;2025.05.15 22:35:00;LONG;3228.22;3221.70;3241.26;7.0000;CBR|2025.05.15 22:10:00;CBR|2025.05.15 22:10:00|1747347000|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.05.15 22:20:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3225.98000;compression_low=3221.70000;atr_ratio=0.567;652.00;2.0000;0.018405
1200;8;Session Sweep Reversal;2025.05.16 10:25:00;2025.05.16 10:40:00;LONG;3209.53;3205.21;3218.17;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747390800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 10:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3205.42000;431.78;2.0000;0.011580
1200;8;Session Sweep Reversal;2025.05.16 11:35:00;2025.05.16 11:50:00;LONG;3207.10;3198.16;3224.98;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747394400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 11:35:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3198.35000;894.08;2.0000;0.010066
1200;8;Session Sweep Reversal;2025.05.16 11:40:00;2025.05.16 11:55:00;LONG;3208.45;3205.50;3214.35;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747395300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 11:40:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3205.69000;294.79;2.0000;0.016961
1200;8;Session Sweep Reversal;2025.05.16 11:55:00;2025.05.16 12:10:00;LONG;3207.45;3204.38;3213.59;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747396200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 11:55:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3204.57000;306.88;2.0000;0.029328
1200;8;Session Sweep Reversal;2025.05.16 12:20:00;2025.05.16 12:35:00;LONG;3208.07;3203.65;3216.90;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747396800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 12:20:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3203.81000;441.69;2.0000;0.011320
1200;8;Session Sweep Reversal;2025.05.16 12:25:00;2025.05.16 12:40:00;LONG;3210.27;3205.67;3219.48;7.0000;ASIA_LOW|20250516;SSR|ASIA_LOW|20250516|1747398000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.16 12:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3252.15000;asian_low=3206.58000;sweep_extreme=3205.82000;460.31;2.0000;0.023897
1203;11;Compression Breakout (Research);2025.05.19 14:35:00;2025.05.19 14:50:00;LONG;3245.83;3239.19;3259.11;7.0000;CBR|2025.05.19 14:30:00;CBR|2025.05.19 14:30:00|1747665000|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.05.19 14:35:00;London;ROLLING_WINDOW_RANGE;compression_high=3245.25000;compression_low=3239.19000;atr_ratio=0.788;664.00;2.0000;0.009036
1200;8;Session Sweep Reversal;2025.05.20 12:00:00;2025.05.20 12:15:00;SHORT;3232.41;3237.86;3221.51;7.0000;ASIA_HIGH|20250520;SSR|ASIA_HIGH|20250520|1747742100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.20 12:00:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3232.77000;asian_low=3204.58000;sweep_extreme=3237.69000;545.13;2.0000;0.020179
1200;8;Session Sweep Reversal;2025.05.21 09:00:00;2025.05.21 09:15:00;SHORT;3313.55;3319.84;3300.98;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747817400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 09:00:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3319.65000;628.67;2.0000;0.017497
1200;8;Session Sweep Reversal;2025.05.21 09:05:00;2025.05.21 09:20:00;SHORT;3311.10;3317.57;3298.16;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747818000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 09:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3317.38000;647.03;2.0000;0.021637
1200;8;Session Sweep Reversal;2025.05.21 10:05:00;2025.05.21 10:20:00;SHORT;3314.41;3320.86;3301.51;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747821300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 10:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3320.68000;644.97;2.0000;0.007752
1200;8;Session Sweep Reversal;2025.05.21 10:10:00;2025.05.21 10:25:00;SHORT;3311.53;3316.51;3301.56;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747821900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 10:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.34000;498.45;2.0000;0.018056
1200;8;Session Sweep Reversal;2025.05.21 10:45:00;2025.05.21 11:00:00;SHORT;3310.16;3315.51;3299.47;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747824000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 10:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3315.33000;534.63;2.0000;0.013093
1203;11;Compression Breakout (Research);2025.05.21 12:55:00;2025.05.21 13:10:00;LONG;3313.51;3307.16;3326.21;7.0000;CBR|2025.05.21 12:40:00;CBR|2025.05.21 12:40:00|1747831200|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.05.21 12:55:00;London;ROLLING_WINDOW_RANGE;compression_high=3312.34000;compression_low=3307.16000;atr_ratio=0.721;635.00;2.0000;0.023622
1200;8;Session Sweep Reversal;2025.05.21 13:40:00;2025.05.21 13:55:00;SHORT;3311.17;3317.72;3298.07;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747834500|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 13:40:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3317.58000;654.75;2.0000;0.021382
1200;8;Session Sweep Reversal;2025.05.21 13:45:00;2025.05.21 14:00:00;SHORT;3309.02;3316.89;3293.28;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747834800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 13:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.76000;787.11;2.0000;0.015246
1200;8;Session Sweep Reversal;2025.05.21 14:05:00;2025.05.21 14:20:00;SHORT;3312.32;3316.56;3303.84;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747836000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 14:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.42000;424.20;2.0000;0.025931
1200;8;Session Sweep Reversal;2025.05.21 14:10:00;2025.05.21 14:25:00;SHORT;3309.87;3315.54;3298.53;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747836300|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 14:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3315.39000;566.83;2.0000;0.014114
1200;8;Session Sweep Reversal;2025.05.21 20:25:00;2025.05.21 20:40:00;SHORT;3310.90;3315.66;3301.38;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747858800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 20:25:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3315.49000;476.07;2.0000;0.016804
1200;8;Session Sweep Reversal;2025.05.21 21:00:00;2025.05.21 21:15:00;SHORT;3312.36;3316.63;3303.81;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747860900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 21:00:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.47000;427.50;2.0000;0.018713
1200;8;Session Sweep Reversal;2025.05.21 21:05:00;2025.05.21 21:20:00;SHORT;3313.29;3316.64;3306.60;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747861200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 21:05:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.47000;334.53;2.0000;0.032882
1200;8;Session Sweep Reversal;2025.05.21 21:50:00;2025.05.21 22:05:00;SHORT;3314.08;3316.30;3309.64;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747863000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 21:50:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3316.19000;221.84;2.0000;0.031554
1200;8;Session Sweep Reversal;2025.05.21 21:55:00;2025.05.21 22:10:00;SHORT;3314.34;3315.94;3311.14;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747864200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 21:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3315.83000;160.14;2.0000;0.074935
1203;11;Compression Breakout (Research);2025.05.21 22:00:00;2025.05.21 22:15:00;LONG;3318.55;3312.01;3331.63;7.0000;CBR|2025.05.21 21:45:00;CBR|2025.05.21 21:45:00|1747863900|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.05.21 22:00:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3316.47000;compression_low=3312.01000;atr_ratio=0.741;654.00;2.0000;0.016820
1200;8;Session Sweep Reversal;2025.05.21 23:50:00;2025.05.22 00:05:00;SHORT;3314.44;3318.02;3307.28;7.0000;ASIA_HIGH|20250521;SSR|ASIA_HIGH|20250521|1747870200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.21 23:50:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3314.73000;asian_low=3285.54000;sweep_extreme=3317.90000;358.10;2.0000;0.036303
1203;11;Compression Breakout (Research);2025.05.22 08:45:00;2025.05.22 09:00:00;SHORT;3330.79;3339.51;3313.35;7.0000;CBR|2025.05.22 08:40:00;CBR|2025.05.22 08:40:00|1747903200|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bearish close;CBR-CANON-1;D031v1;2025.05.22 08:45:00;London;ROLLING_WINDOW_RANGE;compression_high=3339.51000;compression_low=3335.46000;atr_ratio=0.807;872.00;2.0000;0.011468
1200;8;Session Sweep Reversal;2025.05.22 11:35:00;2025.05.22 11:50:00;LONG;3315.41;3310.92;3324.39;7.0000;ASIA_LOW|20250522;SSR|ASIA_LOW|20250522|1747913400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.22 11:35:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3345.42000;asian_low=3314.79000;sweep_extreme=3311.10000;449.11;2.0000;0.011133
1200;8;Session Sweep Reversal;2025.05.22 11:50:00;2025.05.22 12:05:00;LONG;3315.20;3310.92;3323.75;7.0000;ASIA_LOW|20250522;SSR|ASIA_LOW|20250522|1747913700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.22 11:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3345.42000;asian_low=3314.79000;sweep_extreme=3311.10000;427.68;2.0000;0.011691
1203;11;Compression Breakout (Research);2025.05.22 22:25:00;2025.05.22 22:40:00;SHORT;3290.21;3297.86;3274.91;7.0000;CBR|2025.05.22 22:10:00;CBR|2025.05.22 22:10:00|1747951800|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bearish close;CBR-CANON-1;D031v1;2025.05.22 22:25:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3297.86000;compression_low=3292.38000;atr_ratio=0.467;765.00;2.0000;0.010458
1200;8;Session Sweep Reversal;2025.05.26 13:05:00;2025.05.26 13:20:00;LONG;3332.05;3328.39;3339.36;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748264400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 13:05:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3328.54000;365.51;2.0000;0.013680
1200;8;Session Sweep Reversal;2025.05.26 13:10:00;2025.05.26 13:25:00;LONG;3332.09;3329.39;3337.50;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748264700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 13:10:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3329.53000;270.27;2.0000;0.018500
1200;8;Session Sweep Reversal;2025.05.26 14:00:00;2025.05.26 14:15:00;LONG;3332.61;3329.24;3339.35;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748267100|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 14:00:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3329.32000;336.78;2.0000;0.014847
1200;8;Session Sweep Reversal;2025.05.26 14:25:00;2025.05.26 14:40:00;LONG;3331.59;3330.48;3333.81;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748268600|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 14:25:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3330.55000;111.03;2.0000;0.099077
1200;8;Session Sweep Reversal;2025.05.26 14:45:00;2025.05.26 15:00:00;LONG;3331.67;3329.89;3335.24;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748270400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 14:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3329.95000;178.40;2.0000;0.067263
1200;8;Session Sweep Reversal;2025.05.26 14:50:00;2025.05.26 15:05:00;LONG;3333.04;3330.43;3338.26;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748270700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 14:50:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3330.50000;260.95;2.0000;0.049818
1200;8;Session Sweep Reversal;2025.05.26 15:35:00;2025.05.26 15:50:00;LONG;3331.78;3326.24;3342.86;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748273400|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 15:35:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3326.35000;554.19;2.0000;0.018044
1200;8;Session Sweep Reversal;2025.05.26 15:40:00;2025.05.26 15:55:00;LONG;3333.92;3329.12;3343.53;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748273700|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 15:40:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3329.23000;480.36;2.0000;0.029145
1200;8;Session Sweep Reversal;2025.05.26 15:45:00;2025.05.26 16:00:00;LONG;3332.40;3331.02;3335.16;7.0000;ASIA_LOW|20250526;SSR|ASIA_LOW|20250526|1748274000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.26 15:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3356.80000;asian_low=3331.50000;sweep_extreme=3331.14000;137.85;2.0000;0.094303
1205;13;Range Rotation;2025.05.26 16:55:00;2025.05.26 17:10:00;SHORT;3338.42;3339.06;3332.47;7.0000;RR_HIGH|2025.05.26 16:50:00;RR|RR_HIGH|2025.05.26 16:50:00|1748278200|FINAL;mature two-sided range, failed excess beyond boundary, closed-bar rejection back toward midpoint;RR-CANON-1;D031v1;2025.05.26 16:55:00;NewYork;SELF_DETECTED_ROLLING_RANGE;range_high=3338.58000;range_low=3326.35000;midpoint=3332.46500;64.37;9.2515;0.139821
1205;13;Range Rotation;2025.05.26 17:05:00;2025.05.26 17:20:00;SHORT;3337.92;3341.71;3332.61;7.0000;RR_HIGH|2025.05.26 16:55:00;RR|RR_HIGH|2025.05.26 16:55:00|1748278500|FINAL;mature two-sided range, failed excess beyond boundary, closed-bar rejection back toward midpoint;RR-CANON-1;D031v1;2025.05.26 17:05:00;NewYork;SELF_DETECTED_ROLLING_RANGE;range_high=3338.87000;range_low=3326.35000;midpoint=3332.61000;378.53;1.4028;0.029060
1203;11;Compression Breakout (Research);2025.05.26 21:25:00;2025.05.26 21:40:00;LONG;3342.23;3340.49;3345.71;7.0000;CBR|2025.05.26 21:15:00;CBR|2025.05.26 21:15:00|1748294100|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bullish close;CBR-CANON-1;D031v1;2025.05.26 21:25:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3342.02000;compression_low=3340.49000;atr_ratio=0.499;174.00;2.0000;0.063218
1205;13;Range Rotation;2025.05.27 04:10:00;2025.05.27 04:25:00;LONG;3343.45;3340.52;3345.39;7.0000;RR_LOW|2025.05.27 04:05:00;RR|RR_LOW|2025.05.27 04:05:00|1748318700|FINAL;mature two-sided range, failed excess beyond boundary, closed-bar rejection back toward midpoint;RR-CANON-1;D031v1;2025.05.27 04:10:00;Asian;SELF_DETECTED_ROLLING_RANGE;range_high=3349.94000;range_low=3340.85000;midpoint=3345.39500;292.64;0.6646;0.023920
1202;10;Break-Retest Continuation;2025.05.28 06:15:00;2025.05.28 06:30:00;SHORT;3297.71;3304.08;3284.97;7.0000;BO|XAUUSD|5|1|S|1748411100|MSZZ|XAUUSD|5|1|-1|1748335500|1748335500;BRC|BO|XAUUSD|5|1|S|1748411100|MSZZ|XAUUSD|5|1|-1|1748335500|1748335500|1748411100|FINAL;confirmed medium-structure break, frozen-window retest, close through rejection bar extreme;BRC-CANON-1;D031v1;2025.05.28 06:15:00;Asian;MEDIUM_SWING_HIGH_LOW;break_level=3303.59957;bars_since_break=6;637.00;2.0000;0.018838
1200;8;Session Sweep Reversal;2025.05.28 13:45:00;2025.05.28 14:00:00;SHORT;3313.52;3319.66;3301.25;7.0000;ASIA_HIGH|20250528;SSR|ASIA_HIGH|20250528|1748439000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.28 13:45:00;London;ASIA_SESSION_HIGH_LOW;asian_high=3315.77000;asian_low=3291.69000;sweep_extreme=3319.54000;613.60;2.0000;0.013038
1200;8;Session Sweep Reversal;2025.05.28 16:05:00;2025.05.28 16:20:00;SHORT;3309.73;3316.51;3296.17;7.0000;ASIA_HIGH|20250528;SSR|ASIA_HIGH|20250528|1748448000|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.28 16:05:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3315.77000;asian_low=3291.69000;sweep_extreme=3316.34000;678.12;2.0000;0.011797
1200;8;Session Sweep Reversal;2025.05.28 19:40:00;2025.05.28 19:55:00;LONG;3291.84;3290.66;3294.20;7.0000;ASIA_LOW|20250528;SSR|ASIA_LOW|20250528|1748460900|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.28 19:40:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3315.77000;asian_low=3291.69000;sweep_extreme=3290.78000;118.19;2.0000;0.084607
1200;8;Session Sweep Reversal;2025.05.28 19:50:00;2025.05.28 20:05:00;LONG;3292.35;3288.49;3300.07;7.0000;ASIA_LOW|20250528;SSR|ASIA_LOW|20250528|1748461200|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.28 19:50:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3315.77000;asian_low=3291.69000;sweep_extreme=3288.61000;385.94;2.0000;0.012955
1200;8;Session Sweep Reversal;2025.05.28 19:55:00;2025.05.28 20:10:00;LONG;3293.45;3290.50;3299.35;7.0000;ASIA_LOW|20250528;SSR|ASIA_LOW|20250528|1748461800|FINAL;Asia session level swept during London/NewYork, closed-bar reclaim within frozen window;SSR-CANON-1;D031v1;2025.05.28 19:55:00;NewYork;ASIA_SESSION_HIGH_LOW;asian_high=3315.77000;asian_low=3291.69000;sweep_extreme=3290.62000;294.97;2.0000;0.030511
1202;10;Break-Retest Continuation;2025.05.29 01:15:00;2025.05.29 01:30:00;SHORT;3289.66;3294.05;3280.88;7.0000;BO|XAUUSD|5|1|S|1748475900|MSZZ|XAUUSD|5|1|-1|1748335500|1748335500;BRC|BO|XAUUSD|5|1|S|1748475900|MSZZ|XAUUSD|5|1|-1|1748335500|1748335500|1748475900|FINAL;confirmed medium-structure break, frozen-window retest, close through rejection bar extreme;BRC-CANON-1;D031v1;2025.05.29 01:15:00;Asian;MEDIUM_SWING_HIGH_LOW;break_level=3292.89348;bars_since_break=6;439.00;2.0000;0.011390
1203;11;Compression Breakout (Research);2025.05.29 22:35:00;2025.05.29 22:50:00;SHORT;3316.66;3321.57;3306.84;7.0000;CBR|2025.05.29 22:20:00;CBR|2025.05.29 22:20:00|1748557200|FINAL;rolling-window compression (raw ATR ratio + range width) resolved by medium/slow-aligned bearish close;CBR-CANON-1;D031v1;2025.05.29 22:35:00;NewYork;ROLLING_WINDOW_RANGE;compression_high=3321.57000;compression_low=3317.09000;atr_ratio=0.543;491.00;2.0000;0.030550
1204;12;Trend Pullback;2025.05.30 06:40:00;2025.05.30 06:55:00;SHORT;3293.82;3302.51;3276.44;7.0000;MSZZ|XAUUSD|5|0|1|1748585100|1748585100;TP|MSZZ|XAUUSD|5|0|1|1748585100|1748585100|1748585100|FINAL;established trend, correct side of VWAP, bounded pullback, close through pullback micro-structure;TP-CANON-1;D031v1;2025.05.30 06:40:00;Asian;SESSION_VWAP;value_at_arm=3310.50904;pullback_depth_frac=0.417;869.12;2.0000;0.006904
