cluster_id;strategy_id;symbol;timeframe;direction;signal_time;fill_time;close_time;entry;stop;target;exit;exit_reason;r_result;mfe_r;mae_r;bars_held;session
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1741189500|MSZZ|XAUUSD|5|0|-1|1741189200|1741189200;1030;XAUUSD;PERIOD_M5;SHORT;2025.03.05 15:45:00;2025.03.05 15:50:00;2025.03.05 16:44:57;2896.23000000;2917.24000000;2854.21000000;2917.24000000;SL;-1.0000;0.1076;-0.9990;10;London
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1742881500|MSZZ|XAUUSD|5|0|-1|1742837400|1742837400;1030;XAUUSD;PERIOD_M5;SHORT;2025.03.25 05:45:00;2025.03.25 05:50:00;2025.03.25 17:04:58;3008.56000000;3033.27000000;2959.14000000;3033.27000000;SL;-1.0000;0.0372;-1.0271;134;Asian
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1742981700|MSZZ|XAUUSD|5|0|-1|1742923800|1742923800;1030;XAUUSD;PERIOD_M5;SHORT;2025.03.26 09:35:00;2025.03.26 09:40:00;2025.03.26 10:09:58;3024.66000000;3027.13000000;3019.72000000;3027.13000000;SL;-1.0000;0.1862;-1.1903;5;London
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743085800|MSZZ|XAUUSD|5|0|1|1743081300|1743081300;1030;XAUUSD;PERIOD_M5;LONG;2025.03.27 14:30:00;2025.03.27 14:35:00;2025.03.27 16:14:58;3052.59000000;3045.75000000;3066.27000000;3045.75000000;SL;-1.0000;0.4927;-1.1184;19;London
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1743095100|MSZZ|XAUUSD|5|0|-1|1743091800|1743091800;1030;XAUUSD;PERIOD_M5;SHORT;2025.03.27 17:05:00;2025.03.27 17:10:00;2025.03.27 17:39:58;3043.12000000;3055.96000000;3017.44000000;3055.96000000;SL;-1.0000;0.0569;-1.1674;5;NewYork
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1743395100|MSZZ|XAUUSD|5|0|1|1743069600|1743069600;1030;XAUUSD;PERIOD_M5;LONG;2025.03.31 04:25:00;2025.03.31 04:30:00;2025.04.03 02:54:57;3091.65000000;3054.17000000;3166.61000000;3166.61000000;TP;2.0000;2.0318;-0.0464;844;Asian
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1744021500|MSZZ|XAUUSD|5|0|-1|1743780900|1743780900;1030;XAUUSD;PERIOD_M5;SHORT;2025.04.07 10:25:00;2025.04.07 10:30:00;2025.04.07 14:09:58;3019.11000000;3037.34000000;2982.65000000;3037.34000000;SL;-1.0000;0.1766;-1.2408;43;London
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745365800|MSZZ|XAUUSD|5|0|1|1744742100|1744742400;1030;XAUUSD;PERIOD_M5;LONG;2025.04.22 23:50:00;2025.04.22 23:55:00;2025.04.23 09:04:58;3382.18000000;3311.02000000;3524.50000000;3311.02000000;SL;-1.0000;0.0620;-1.0430;109;NewYork
MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1745511600|MSZZ|XAUUSD|5|0|1|1745434200|1745434500;1030;XAUUSD;PERIOD_M5;LONG;2025.04.24 16:20:00;2025.04.24 16:25:00;2025.04.24 16:34:58;3331.16000000;3325.72000000;3342.04000000;3325.72000000;SL;-1.0000;0.4081;-1.6452;1;NewYork
MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1745517600|MSZZ|XAUUSD|5|0|-1|1745511600|1745511600;1030;XAUUSD;PERIOD_M5;SHORT;2025.04.24 18:00:00;2025.04.24 18:05:00;2025.04.24 22:54:59;3322.58000000;3344.63000000;3278.48000000;3344.63000000;SL;-1.0000;0.1383;-1.0531;57;NewYork
