symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072856;2.00;NestedPullback;2025.03.05 15:45:00;2026.07.22 04:09:58;140;0.3357;-0.0356;0.9404;19.7620;1.1053;-0.8203;457.08;0.2988;67;-0.3425;73
