origin_id,event_id,direction,arm_time,prior_terminal_state,prior_terminal_time,same_bar_as_prior_terminal,price_crossed_back_inside_before_this_arm,fresh_threshold_crossing_occurred,classification
SSRP|ASIA_LOW|20250530|1748600100,SSRP|ASIA_LOW|20250530|1748600100|FINAL,LONG,2025.05.30 10:15:00,TRIGGERED,2025.05.30 10:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748614800,SSRP|ASIA_LOW|20250530|1748614800|FINAL,LONG,2025.05.30 14:20:00,TRIGGERED,2025.05.30 10:20:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250530|1748616300,SSRP|ASIA_LOW|20250530|1748616300|FINAL,LONG,2025.05.30 14:45:00,TRIGGERED,2025.05.30 14:25:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250530|1748616600,SSRP|ASIA_LOW|20250530|1748616600|FINAL,LONG,2025.05.30 14:50:00,TRIGGERED,2025.05.30 14:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748617500,SSRP|ASIA_LOW|20250530|1748617500|FINAL,LONG,2025.05.30 15:05:00,INVALIDATED,2025.05.30 15:05:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748617800,SSRP|ASIA_LOW|20250530|1748617800|FINAL,LONG,2025.05.30 15:10:00,TRIGGERED,2025.05.30 15:10:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748634300,SSRP|ASIA_LOW|20250530|1748634300|FINAL,LONG,2025.05.30 19:45:00,INVALIDATED,2025.05.30 19:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748634600,SSRP|ASIA_LOW|20250530|1748634600|FINAL,LONG,2025.05.30 19:50:00,TRIGGERED,2025.05.30 19:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748636700,SSRP|ASIA_LOW|20250530|1748636700|FINAL,LONG,2025.05.30 20:25:00,TRIGGERED,2025.05.30 19:55:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250530|1748637000,SSRP|ASIA_LOW|20250530|1748637000|FINAL,LONG,2025.05.30 20:30:00,TRIGGERED,2025.05.30 20:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748647500,SSRP|ASIA_LOW|20250530|1748647500|FINAL,LONG,2025.05.30 23:25:00,INVALIDATED,2025.05.30 23:25:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250530|1748648400,SSRP|ASIA_LOW|20250530|1748648400|FINAL,LONG,2025.05.30 23:40:00,TRIGGERED,2025.05.30 23:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250602|1748851800,SSRP|ASIA_HIGH|20250602|1748851800|FINAL,SHORT,2025.06.02 08:10:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250602|1748852100,SSRP|ASIA_HIGH|20250602|1748852100|FINAL,SHORT,2025.06.02 08:15:00,TRIGGERED,2025.06.02 08:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748939400,SSRP|ASIA_LOW|20250603|1748939400|FINAL,LONG,2025.06.03 08:30:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250603|1748939700,SSRP|ASIA_LOW|20250603|1748939700|FINAL,LONG,2025.06.03 08:35:00,TRIGGERED,2025.06.03 08:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748946900,SSRP|ASIA_LOW|20250603|1748946900|FINAL,LONG,2025.06.03 10:35:00,INVALIDATED,2025.06.03 10:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748948100,SSRP|ASIA_LOW|20250603|1748948100|FINAL,LONG,2025.06.03 10:55:00,TRIGGERED,2025.06.03 10:55:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748952600,SSRP|ASIA_LOW|20250603|1748952600|FINAL,LONG,2025.06.03 12:10:00,TRIGGERED,2025.06.03 11:00:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250603|1748953200,SSRP|ASIA_LOW|20250603|1748953200|FINAL,LONG,2025.06.03 12:20:00,TRIGGERED,2025.06.03 12:20:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748961600,SSRP|ASIA_LOW|20250603|1748961600|FINAL,LONG,2025.06.03 14:40:00,INVALIDATED,2025.06.03 14:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748964600,SSRP|ASIA_LOW|20250603|1748964600|FINAL,LONG,2025.06.03 15:30:00,INVALIDATED,2025.06.03 15:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748965200,SSRP|ASIA_LOW|20250603|1748965200|FINAL,LONG,2025.06.03 15:40:00,TRIGGERED,2025.06.03 15:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250603|1748965800,SSRP|ASIA_LOW|20250603|1748965800|FINAL,LONG,2025.06.03 15:50:00,TRIGGERED,2025.06.03 15:45:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250603|1748966400,SSRP|ASIA_LOW|20250603|1748966400|FINAL,LONG,2025.06.03 16:00:00,TRIGGERED,2025.06.03 16:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250604|1749047100,SSRP|ASIA_LOW|20250604|1749047100|FINAL,LONG,2025.06.04 14:25:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250604|1749047400,SSRP|ASIA_LOW|20250604|1749047400|FINAL,LONG,2025.06.04 14:30:00,TRIGGERED,2025.06.04 14:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250604|1749048900,SSRP|ASIA_LOW|20250604|1749048900|FINAL,LONG,2025.06.04 14:55:00,TRIGGERED,2025.06.04 14:35:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250604|1749050700,SSRP|ASIA_LOW|20250604|1749050700|FINAL,LONG,2025.06.04 15:25:00,TRIGGERED,2025.06.04 15:05:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250604|1749061800,SSRP|ASIA_HIGH|20250604|1749061800|FINAL,SHORT,2025.06.04 18:30:00,INVALIDATED,2025.06.04 18:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250604|1749062400,SSRP|ASIA_HIGH|20250604|1749062400|FINAL,SHORT,2025.06.04 18:40:00,TRIGGERED,2025.06.04 18:35:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250604|1749063000,SSRP|ASIA_HIGH|20250604|1749063000|FINAL,SHORT,2025.06.04 18:50:00,TRIGGERED,2025.06.04 18:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250604|1749063600,SSRP|ASIA_HIGH|20250604|1749063600|FINAL,SHORT,2025.06.04 19:00:00,TRIGGERED,2025.06.04 18:55:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250604|1749076200,SSRP|ASIA_HIGH|20250604|1749076200|FINAL,SHORT,2025.06.04 22:30:00,INVALIDATED,2025.06.04 22:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250604|1749076500,SSRP|ASIA_HIGH|20250604|1749076500|FINAL,SHORT,2025.06.04 22:35:00,TRIGGERED,2025.06.04 22:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250604|1749077700,SSRP|ASIA_HIGH|20250604|1749077700|FINAL,SHORT,2025.06.04 22:55:00,INVALIDATED,2025.06.04 22:55:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250604|1749078000,SSRP|ASIA_HIGH|20250604|1749078000|FINAL,SHORT,2025.06.04 23:00:00,TRIGGERED,2025.06.04 23:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250605|1749112200,SSRP|ASIA_LOW|20250605|1749112200|FINAL,LONG,2025.06.05 08:30:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250605|1749112500,SSRP|ASIA_LOW|20250605|1749112500|FINAL,LONG,2025.06.05 08:35:00,TRIGGERED,2025.06.05 08:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250605|1749113400,SSRP|ASIA_LOW|20250605|1749113400|FINAL,LONG,2025.06.05 08:50:00,INVALIDATED,2025.06.05 08:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250605|1749113700,SSRP|ASIA_LOW|20250605|1749113700|FINAL,LONG,2025.06.05 08:55:00,TRIGGERED,2025.06.05 08:55:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250605|1749126300,SSRP|ASIA_HIGH|20250605|1749126300|FINAL,SHORT,2025.06.05 12:25:00,INVALIDATED,2025.06.05 12:25:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250605|1749138000,SSRP|ASIA_HIGH|20250605|1749138000|FINAL,SHORT,2025.06.05 15:40:00,INVALIDATED,2025.06.05 15:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250605|1749138300,SSRP|ASIA_HIGH|20250605|1749138300|FINAL,SHORT,2025.06.05 15:45:00,TRIGGERED,2025.06.05 15:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250605|1749140400,SSRP|ASIA_HIGH|20250605|1749140400|FINAL,SHORT,2025.06.05 16:20:00,TRIGGERED,2025.06.05 15:50:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250605|1749141000,SSRP|ASIA_HIGH|20250605|1749141000|FINAL,SHORT,2025.06.05 16:30:00,TRIGGERED,2025.06.05 16:25:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250605|1749141900,SSRP|ASIA_HIGH|20250605|1749141900|FINAL,SHORT,2025.06.05 16:45:00,TRIGGERED,2025.06.05 16:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250606|1749196800,SSRP|ASIA_HIGH|20250606|1749196800|FINAL,SHORT,2025.06.06 08:00:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250606|1749197400,SSRP|ASIA_HIGH|20250606|1749197400|FINAL,SHORT,2025.06.06 08:10:00,TRIGGERED,2025.06.06 08:10:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250606|1749213900,SSRP|ASIA_LOW|20250606|1749213900|FINAL,LONG,2025.06.06 12:45:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250606|1749224100,SSRP|ASIA_LOW|20250606|1749224100|FINAL,LONG,2025.06.06 15:35:00,INVALIDATED,2025.06.06 15:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250606|1749224700,SSRP|ASIA_LOW|20250606|1749224700|FINAL,LONG,2025.06.06 15:45:00,TRIGGERED,2025.06.06 15:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250606|1749225600,SSRP|ASIA_LOW|20250606|1749225600|FINAL,LONG,2025.06.06 16:00:00,TRIGGERED,2025.06.06 15:50:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250606|1749225900,SSRP|ASIA_LOW|20250606|1749225900|FINAL,LONG,2025.06.06 16:05:00,TRIGGERED,2025.06.06 16:05:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250606|1749226800,SSRP|ASIA_LOW|20250606|1749226800|FINAL,LONG,2025.06.06 16:20:00,TRIGGERED,2025.06.06 16:10:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250606|1749227100,SSRP|ASIA_LOW|20250606|1749227100|FINAL,LONG,2025.06.06 16:25:00,TRIGGERED,2025.06.06 16:25:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250609|1749469500,SSRP|ASIA_HIGH|20250609|1749469500|FINAL,SHORT,2025.06.09 11:45:00,INVALIDATED,2025.06.09 11:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250609|1749471000,SSRP|ASIA_HIGH|20250609|1749471000|FINAL,SHORT,2025.06.09 12:10:00,INVALIDATED,2025.06.09 12:10:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250609|1749472500,SSRP|ASIA_HIGH|20250609|1749472500|FINAL,SHORT,2025.06.09 12:35:00,TRIGGERED,2025.06.09 12:20:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250609|1749473100,SSRP|ASIA_HIGH|20250609|1749473100|FINAL,SHORT,2025.06.09 12:45:00,TRIGGERED,2025.06.09 12:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250609|1749483000,SSRP|ASIA_HIGH|20250609|1749483000|FINAL,SHORT,2025.06.09 15:30:00,TRIGGERED,2025.06.09 12:50:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250609|1749489300,SSRP|ASIA_HIGH|20250609|1749489300|FINAL,SHORT,2025.06.09 17:15:00,INVALIDATED,2025.06.09 17:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250609|1749490200,SSRP|ASIA_HIGH|20250609|1749490200|FINAL,SHORT,2025.06.09 17:30:00,TRIGGERED,2025.06.09 17:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749547800,SSRP|ASIA_HIGH|20250610|1749547800|FINAL,SHORT,2025.06.10 09:30:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250610|1749549300,SSRP|ASIA_HIGH|20250610|1749549300|FINAL,SHORT,2025.06.10 09:55:00,TRIGGERED,2025.06.10 09:55:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749549600,SSRP|ASIA_HIGH|20250610|1749549600|FINAL,SHORT,2025.06.10 10:00:00,TRIGGERED,2025.06.10 10:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749550500,SSRP|ASIA_HIGH|20250610|1749550500|FINAL,SHORT,2025.06.10 10:15:00,TRIGGERED,2025.06.10 10:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749555000,SSRP|ASIA_HIGH|20250610|1749555000|FINAL,SHORT,2025.06.10 11:30:00,INVALIDATED,2025.06.10 11:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749555600,SSRP|ASIA_HIGH|20250610|1749555600|FINAL,SHORT,2025.06.10 11:40:00,TRIGGERED,2025.06.10 11:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749577500,SSRP|ASIA_HIGH|20250610|1749577500|FINAL,SHORT,2025.06.10 17:45:00,INVALIDATED,2025.06.10 17:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749578700,SSRP|ASIA_HIGH|20250610|1749578700|FINAL,SHORT,2025.06.10 18:05:00,TRIGGERED,2025.06.10 18:00:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250610|1749579000,SSRP|ASIA_HIGH|20250610|1749579000|FINAL,SHORT,2025.06.10 18:10:00,TRIGGERED,2025.06.10 18:10:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749580200,SSRP|ASIA_HIGH|20250610|1749580200|FINAL,SHORT,2025.06.10 18:30:00,TRIGGERED,2025.06.10 18:15:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250610|1749580500,SSRP|ASIA_HIGH|20250610|1749580500|FINAL,SHORT,2025.06.10 18:35:00,TRIGGERED,2025.06.10 18:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749595800,SSRP|ASIA_HIGH|20250610|1749595800|FINAL,SHORT,2025.06.10 22:50:00,INVALIDATED,2025.06.10 22:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749596400,SSRP|ASIA_HIGH|20250610|1749596400|FINAL,SHORT,2025.06.10 23:00:00,TRIGGERED,2025.06.10 23:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250610|1749597000,SSRP|ASIA_HIGH|20250610|1749597000|FINAL,SHORT,2025.06.10 23:10:00,TRIGGERED,2025.06.10 23:05:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250610|1749597300,SSRP|ASIA_HIGH|20250610|1749597300|FINAL,SHORT,2025.06.10 23:15:00,TRIGGERED,2025.06.10 23:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749642900,SSRP|ASIA_HIGH|20250611|1749642900|FINAL,SHORT,2025.06.11 11:55:00,INVALIDATED,2025.06.11 11:55:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749643200,SSRP|ASIA_HIGH|20250611|1749643200|FINAL,SHORT,2025.06.11 12:00:00,TRIGGERED,2025.06.11 12:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749656700,SSRP|ASIA_HIGH|20250611|1749656700|FINAL,SHORT,2025.06.11 15:45:00,INVALIDATED,2025.06.11 15:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749657000,SSRP|ASIA_HIGH|20250611|1749657000|FINAL,SHORT,2025.06.11 15:50:00,TRIGGERED,2025.06.11 15:50:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749658500,SSRP|ASIA_HIGH|20250611|1749658500|FINAL,SHORT,2025.06.11 16:15:00,TRIGGERED,2025.06.11 15:55:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_HIGH|20250611|1749658800,SSRP|ASIA_HIGH|20250611|1749658800|FINAL,SHORT,2025.06.11 16:20:00,TRIGGERED,2025.06.11 16:20:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749677100,SSRP|ASIA_HIGH|20250611|1749677100|FINAL,SHORT,2025.06.11 21:25:00,INVALIDATED,2025.06.11 21:25:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250611|1749677400,SSRP|ASIA_HIGH|20250611|1749677400|FINAL,SHORT,2025.06.11 21:30:00,TRIGGERED,2025.06.11 21:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250612|1749726600,SSRP|ASIA_LOW|20250612|1749726600|FINAL,LONG,2025.06.12 11:10:00,INVALIDATED,2025.06.12 11:10:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250612|1749729300,SSRP|ASIA_LOW|20250612|1749729300|FINAL,LONG,2025.06.12 11:55:00,TRIGGERED,2025.06.12 11:25:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250612|1749729900,SSRP|ASIA_LOW|20250612|1749729900|FINAL,LONG,2025.06.12 12:05:00,TRIGGERED,2025.06.12 12:00:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250612|1749738600,SSRP|ASIA_HIGH|20250612|1749738600|FINAL,SHORT,2025.06.12 14:30:00,INVALIDATED,2025.06.12 14:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250612|1749738900,SSRP|ASIA_HIGH|20250612|1749738900|FINAL,SHORT,2025.06.12 14:35:00,TRIGGERED,2025.06.12 14:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_HIGH|20250613|1749832500,SSRP|ASIA_HIGH|20250613|1749832500|FINAL,SHORT,2025.06.13 16:35:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_HIGH|20250613|1749832800,SSRP|ASIA_HIGH|20250613|1749832800|FINAL,SHORT,2025.06.13 16:40:00,TRIGGERED,2025.06.13 16:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250616|1750060800,SSRP|ASIA_LOW|20250616|1750060800|FINAL,LONG,2025.06.16 08:00:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250616|1750061100,SSRP|ASIA_LOW|20250616|1750061100|FINAL,LONG,2025.06.16 08:05:00,TRIGGERED,2025.06.16 08:05:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250616|1750061700,SSRP|ASIA_LOW|20250616|1750061700|FINAL,LONG,2025.06.16 08:15:00,TRIGGERED,2025.06.16 08:10:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250617|1750181700,SSRP|ASIA_LOW|20250617|1750181700|FINAL,LONG,2025.06.17 17:35:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250617|1750182000,SSRP|ASIA_LOW|20250617|1750182000|FINAL,LONG,2025.06.17 17:40:00,TRIGGERED,2025.06.17 17:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250617|1750186200,SSRP|ASIA_LOW|20250617|1750186200|FINAL,LONG,2025.06.17 18:50:00,TRIGGERED,2025.06.17 17:45:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250618|1750284600,SSRP|ASIA_LOW|20250618|1750284600|FINAL,LONG,2025.06.18 22:10:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250618|1750285500,SSRP|ASIA_LOW|20250618|1750285500|FINAL,LONG,2025.06.18 22:25:00,TRIGGERED,2025.06.18 22:15:00,false,true,true,FRESH_CROSS_AFTER_NEUTRAL_RESET
SSRP|ASIA_LOW|20250618|1750285800,SSRP|ASIA_LOW|20250618|1750285800|FINAL,LONG,2025.06.18 22:30:00,TRIGGERED,2025.06.18 22:30:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750332900,SSRP|ASIA_LOW|20250619|1750332900|FINAL,LONG,2025.06.19 11:35:00,INVALIDATED,2025.06.19 11:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750333200,SSRP|ASIA_LOW|20250619|1750333200|FINAL,LONG,2025.06.19 11:40:00,TRIGGERED,2025.06.19 11:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750333500,SSRP|ASIA_LOW|20250619|1750333500|FINAL,LONG,2025.06.19 11:45:00,TRIGGERED,2025.06.19 11:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750334700,SSRP|ASIA_LOW|20250619|1750334700|FINAL,LONG,2025.06.19 12:05:00,INVALIDATED,2025.06.19 12:05:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750346700,SSRP|ASIA_LOW|20250619|1750346700|FINAL,LONG,2025.06.19 15:25:00,INVALIDATED,2025.06.19 15:25:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750347600,SSRP|ASIA_LOW|20250619|1750347600|FINAL,LONG,2025.06.19 15:40:00,INVALIDATED,2025.06.19 15:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750350900,SSRP|ASIA_LOW|20250619|1750350900|FINAL,LONG,2025.06.19 16:35:00,INVALIDATED,2025.06.19 16:35:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750351500,SSRP|ASIA_LOW|20250619|1750351500|FINAL,LONG,2025.06.19 16:45:00,TRIGGERED,2025.06.19 16:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750358700,SSRP|ASIA_LOW|20250619|1750358700|FINAL,LONG,2025.06.19 18:45:00,INVALIDATED,2025.06.19 18:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750360500,SSRP|ASIA_LOW|20250619|1750360500|FINAL,LONG,2025.06.19 19:15:00,INVALIDATED,2025.06.19 19:15:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750360800,SSRP|ASIA_LOW|20250619|1750360800|FINAL,LONG,2025.06.19 19:20:00,TRIGGERED,2025.06.19 19:20:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750361400,SSRP|ASIA_LOW|20250619|1750361400|FINAL,LONG,2025.06.19 19:30:00,TRIGGERED,2025.06.19 19:25:00,false,false,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250619|1750362000,SSRP|ASIA_LOW|20250619|1750362000|FINAL,LONG,2025.06.19 19:40:00,TRIGGERED,2025.06.19 19:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750365900,SSRP|ASIA_LOW|20250619|1750365900|FINAL,LONG,2025.06.19 20:45:00,INVALIDATED,2025.06.19 20:45:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250619|1750366800,SSRP|ASIA_LOW|20250619|1750366800|FINAL,LONG,2025.06.19 21:00:00,INVALIDATED,2025.06.19 21:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250620|1750409700,SSRP|ASIA_LOW|20250620|1750409700|FINAL,LONG,2025.06.20 08:55:00,NONE,,false,true,true,FRESH_CROSS_FROM_INSIDE
SSRP|ASIA_LOW|20250620|1750410000,SSRP|ASIA_LOW|20250620|1750410000|FINAL,LONG,2025.06.20 09:00:00,TRIGGERED,2025.06.20 09:00:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250620|1750412400,SSRP|ASIA_LOW|20250620|1750412400|FINAL,LONG,2025.06.20 09:40:00,INVALIDATED,2025.06.20 09:40:00,true,false,false,SAME_TRIGGER_BAR_REARM
SSRP|ASIA_LOW|20250620|1750413300,SSRP|ASIA_LOW|20250620|1750413300|FINAL,LONG,2025.06.20 09:55:00,TRIGGERED,2025.06.20 09:50:00,false,false,true,FRESH_CROSS_FROM_INSIDE
