logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260415|1776253800,1294,1,1,0.32,0.32000000,4810.46000000,4810.46,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260415|1776269700,1296,1,1,0.22,0.22000000,4809.99000000,4809.99,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260416|1776326700,1298,1,1,0.59,0.59000000,4825.42000000,4825.42,2.0,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260416|1776358500,1300,1,1,0.29,0.29000000,4783.73000000,4783.73,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260416|1776361200,1302,1,1,0.09,0.09000000,4772.13000000,4772.13,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260417|1776412800,1304,1,1,0.93,0.93000000,4798.04000000,4798.04,1.9963898916963443,1.99638989,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260417|1776437100,1306,1,1,0.24,0.24000000,4812.18000000,4812.18,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260420|1776698100,1308,1,1,0.31,0.31000000,4822.35000000,4822.35,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260420|1776703800,1310,1,1,0.24,0.24000000,4823.32000000,4823.32,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260420|1776706200,1312,1,1,0.17,0.17000000,4828.19000000,4828.19,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260421|1776758400,1314,1,1,0.58,0.58000000,4785.73000000,4785.73,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260421|1776767700,1316,1,1,0.26,0.26000000,4780.71000000,4780.71,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260421|1776770100,1318,1,1,0.18,0.18000000,4774.99000000,4774.99,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20260421|1776789000,1320,1,1,0.13,0.13000000,4769.72000000,4769.72,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20260422|1776848100,1322,1,1,0.26,0.26000000,4769.26000000,4769.26,-1.0,-1.00000000,true,true,true
