symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072834;2.00;FastMedContext;2025.03.05 12:50:00;2026.07.21 05:39:58;211;0.3460;0.1049;1.2062;11.2745;1.1024;-0.8152;272.50;0.1529;93;0.0671;118
