logical_position_id,position_ticket,entry_deal_count,exit_deal_count,entry_volume,exit_volume,weighted_exit_price,reported_exit_price,reported_r,portfolio_reported_r,recomputed_r,volume_match,weighted_exit_match,r_match
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20251218|1766055300,1128,1,1,0.36,0.36000000,4321.81000000,4321.81,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20251218|1766058600,1130,1,1,0.6,0.60000000,4320.61000000,4320.61,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20251218|1766071500,1132,1,1,0.22,0.22000000,4318.73000000,4318.73,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20251218|1766076300,1134,1,1,0.12,0.12000000,4369.60000000,4369.6,2.0000,2.0000000000000893,2.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251218|1766084400,1136,1,1,0.07,0.07000000,4331.33000000,4331.33,-0.0523,-0.052325581395353295,-0.05232558,true,true,true
MSZZC1|6:XAUUSD|1:5|1:1|1:4|33:SSRP|ASIA_LOW|20251218|1766085000,1138,1,1,0.24,0.24000000,4321.25000000,4321.25,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251219|1766162100,1140,1,1,0.75,0.75000000,4328.34000000,4328.34,1.9969,1.9969230769230097,1.99692308,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251219|1766162400,1142,1,1,0.22,0.22000000,4338.12000000,4338.12,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251222|1766399100,1144,1,1,0.33,0.33000000,4415.12000000,4415.12,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251222|1766406300,1146,1,1,0.58,0.58000000,4413.23000000,4413.23,-1.0000,-1.0,-1.00000000,true,true,true
MSZZC1|6:XAUUSD|1:5|2:-1|1:4|34:SSRP|ASIA_HIGH|20251222|1766412000,1148,1,1,0.45,0.45000000,4413.39000000,4413.39,-1.0000,-1.0,-1.00000000,true,true,true
