signal_time,direction,old_origin_id,corrected_origin_id,event_id_before,event_id_after,entry_before,entry_after,stop_before,stop_after,target_before,target_after,geometry_identical
2025.03.03 14:35:00,SHORT,ASIA_HIGH|20250303,SSRP|ASIA_HIGH|20250303|1741012200,SSRP|ASIA_HIGH|20250303|1741012200|FINAL,SSRP|ASIA_HIGH|20250303|1741012200|FINAL,2876.65,2876.65,2877.76,2877.76,2874.43,2874.43,true
2025.03.03 14:40:00,SHORT,ASIA_HIGH|20250303,SSRP|ASIA_HIGH|20250303|1741012500,SSRP|ASIA_HIGH|20250303|1741012500|FINAL,SSRP|ASIA_HIGH|20250303|1741012500|FINAL,2876.79,2876.79,2877.76,2877.76,2874.84,2874.84,true
2025.03.03 14:50:00,SHORT,ASIA_HIGH|20250303,SSRP|ASIA_HIGH|20250303|1741013100,SSRP|ASIA_HIGH|20250303|1741013100|FINAL,SSRP|ASIA_HIGH|20250303|1741013100|FINAL,2876.52,2876.52,2877.49,2877.49,2874.58,2874.58,true
2025.03.03 14:55:00,SHORT,ASIA_HIGH|20250303,SSRP|ASIA_HIGH|20250303|1741013400,SSRP|ASIA_HIGH|20250303|1741013400|FINAL,SSRP|ASIA_HIGH|20250303|1741013400|FINAL,2875.65,2875.65,2877.39,2877.39,2872.18,2872.18,true
2025.03.03 16:55:00,SHORT,ASIA_HIGH|20250303,SSRP|ASIA_HIGH|20250303|1741019700,SSRP|ASIA_HIGH|20250303|1741019700|FINAL,SSRP|ASIA_HIGH|20250303|1741019700|FINAL,2876.63,2876.63,2883.22,2883.22,2863.45,2863.45,true
2025.03.05 08:05:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741161600,SSRP|ASIA_HIGH|20250305|1741161600|FINAL,SSRP|ASIA_HIGH|20250305|1741161600|FINAL,2918.44,2918.44,2919.40,2919.40,2916.52,2916.52,true
2025.03.05 08:25:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741162500,SSRP|ASIA_HIGH|20250305|1741162500|FINAL,SSRP|ASIA_HIGH|20250305|1741162500|FINAL,2918.58,2918.58,2921.77,2921.77,2912.20,2912.20,true
2025.03.05 08:35:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741163400,SSRP|ASIA_HIGH|20250305|1741163400|FINAL,SSRP|ASIA_HIGH|20250305|1741163400|FINAL,2915.73,2915.73,2919.77,2919.77,2907.66,2907.66,true
2025.03.05 08:40:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741163700,SSRP|ASIA_HIGH|20250305|1741163700|FINAL,SSRP|ASIA_HIGH|20250305|1741163700|FINAL,2917.62,2917.62,2919.78,2919.78,2913.31,2913.31,true
2025.03.05 09:10:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741165500,SSRP|ASIA_HIGH|20250305|1741165500|FINAL,SSRP|ASIA_HIGH|20250305|1741165500|FINAL,2917.64,2917.64,2919.96,2919.96,2913.01,2913.01,true
2025.03.05 11:15:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741172400,SSRP|ASIA_HIGH|20250305|1741172400|FINAL,SSRP|ASIA_HIGH|20250305|1741172400|FINAL,2918.02,2918.02,2922.66,2922.66,2908.75,2908.75,true
2025.03.05 11:20:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741173300,SSRP|ASIA_HIGH|20250305|1741173300|FINAL,SSRP|ASIA_HIGH|20250305|1741173300|FINAL,2916.40,2916.40,2919.87,2919.87,2909.45,2909.45,true
2025.03.05 12:00:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741175400,SSRP|ASIA_HIGH|20250305|1741175400|FINAL,SSRP|ASIA_HIGH|20250305|1741175400|FINAL,2917.04,2917.04,2919.52,2919.52,2912.08,2912.08,true
2025.03.05 12:05:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741176000,SSRP|ASIA_HIGH|20250305|1741176000|FINAL,SSRP|ASIA_HIGH|20250305|1741176000|FINAL,2917.79,2917.79,2919.26,2919.26,2914.85,2914.85,true
2025.03.05 14:30:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741184700,SSRP|ASIA_HIGH|20250305|1741184700|FINAL,SSRP|ASIA_HIGH|20250305|1741184700|FINAL,2916.73,2916.73,2919.40,2919.40,2911.38,2911.38,true
2025.03.05 16:00:00,LONG,ASIA_LOW|20250305,SSRP|ASIA_LOW|20250305|1741189800,SSRP|ASIA_LOW|20250305|1741189800|FINAL,SSRP|ASIA_LOW|20250305|1741189800|FINAL,2905.00,2905.00,2893.73,2893.73,2927.54,2927.54,true
2025.03.05 16:10:00,LONG,ASIA_LOW|20250305,SSRP|ASIA_LOW|20250305|1741190400,SSRP|ASIA_LOW|20250305|1741190400|FINAL,SSRP|ASIA_LOW|20250305|1741190400|FINAL,2902.32,2902.32,2899.04,2899.04,2908.89,2908.89,true
2025.03.05 16:20:00,LONG,ASIA_LOW|20250305,SSRP|ASIA_LOW|20250305|1741191300,SSRP|ASIA_LOW|20250305|1741191300|FINAL,SSRP|ASIA_LOW|20250305|1741191300|FINAL,2903.39,2903.39,2897.38,2897.38,2915.41,2915.41,true
2025.03.05 17:10:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741194300,SSRP|ASIA_HIGH|20250305|1741194300|FINAL,SSRP|ASIA_HIGH|20250305|1741194300|FINAL,2916.89,2916.89,2921.97,2921.97,2906.73,2906.73,true
2025.03.05 17:25:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741195200,SSRP|ASIA_HIGH|20250305|1741195200|FINAL,SSRP|ASIA_HIGH|20250305|1741195200|FINAL,2918.30,2918.30,2920.13,2920.13,2914.64,2914.64,true
2025.03.05 17:50:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741196100,SSRP|ASIA_HIGH|20250305|1741196100|FINAL,SSRP|ASIA_HIGH|20250305|1741196100|FINAL,2917.78,2917.78,2923.99,2923.99,2905.36,2905.36,true
2025.03.05 17:55:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741197000,SSRP|ASIA_HIGH|20250305|1741197000|FINAL,SSRP|ASIA_HIGH|20250305|1741197000|FINAL,2917.20,2917.20,2920.66,2920.66,2910.28,2910.28,true
2025.03.05 19:20:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741201800,SSRP|ASIA_HIGH|20250305|1741201800|FINAL,SSRP|ASIA_HIGH|20250305|1741201800|FINAL,2918.08,2918.08,2922.62,2922.62,2908.99,2908.99,true
2025.03.05 19:25:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741202400,SSRP|ASIA_HIGH|20250305|1741202400|FINAL,SSRP|ASIA_HIGH|20250305|1741202400|FINAL,2918.29,2918.29,2921.05,2921.05,2912.76,2912.76,true
2025.03.05 20:25:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741205700,SSRP|ASIA_HIGH|20250305|1741205700|FINAL,SSRP|ASIA_HIGH|20250305|1741205700|FINAL,2916.46,2916.46,2920.82,2920.82,2907.74,2907.74,true
2025.03.05 20:30:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741206300,SSRP|ASIA_HIGH|20250305|1741206300|FINAL,SSRP|ASIA_HIGH|20250305|1741206300|FINAL,2916.63,2916.63,2920.82,2920.82,2908.25,2908.25,true
2025.03.05 21:40:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741210200,SSRP|ASIA_HIGH|20250305|1741210200|FINAL,SSRP|ASIA_HIGH|20250305|1741210200|FINAL,2918.50,2918.50,2919.57,2919.57,2916.36,2916.36,true
2025.03.05 23:15:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741215900,SSRP|ASIA_HIGH|20250305|1741215900|FINAL,SSRP|ASIA_HIGH|20250305|1741215900|FINAL,2918.39,2918.39,2920.77,2920.77,2913.63,2913.63,true
2025.03.05 23:40:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741217100,SSRP|ASIA_HIGH|20250305|1741217100|FINAL,SSRP|ASIA_HIGH|20250305|1741217100|FINAL,2918.34,2918.34,2919.98,2919.98,2915.06,2915.06,true
2025.03.05 23:45:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741218000,SSRP|ASIA_HIGH|20250305|1741218000|FINAL,SSRP|ASIA_HIGH|20250305|1741218000|FINAL,2918.68,2918.68,2919.20,2919.20,2917.63,2917.63,true
2025.03.05 23:55:00,SHORT,ASIA_HIGH|20250305,SSRP|ASIA_HIGH|20250305|1741218600,SSRP|ASIA_HIGH|20250305|1741218600|FINAL,SSRP|ASIA_HIGH|20250305|1741218600|FINAL,2917.38,2917.38,2919.65,2919.65,2912.85,2912.85,true
2025.03.06 09:40:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741253400,SSRP|ASIA_LOW|20250306|1741253400|FINAL,SSRP|ASIA_LOW|20250306|1741253400|FINAL,2915.22,2915.22,2911.48,2911.48,2922.70,2922.70,true
2025.03.06 09:45:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741254000,SSRP|ASIA_LOW|20250306|1741254000|FINAL,SSRP|ASIA_LOW|20250306|1741254000|FINAL,2915.86,2915.86,2913.19,2913.19,2921.20,2921.20,true
2025.03.06 16:50:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741278900,SSRP|ASIA_LOW|20250306|1741278900|FINAL,SSRP|ASIA_LOW|20250306|1741278900|FINAL,2915.37,2915.37,2909.36,2909.36,2927.39,2927.39,true
2025.03.06 17:00:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741280100,SSRP|ASIA_LOW|20250306|1741280100|FINAL,SSRP|ASIA_LOW|20250306|1741280100|FINAL,2920.31,2920.31,2913.42,2913.42,2934.09,2934.09,true
2025.03.06 17:45:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741282500,SSRP|ASIA_LOW|20250306|1741282500|FINAL,SSRP|ASIA_LOW|20250306|1741282500|FINAL,2915.49,2915.49,2908.72,2908.72,2929.03,2929.03,true
2025.03.06 18:00:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741283100,SSRP|ASIA_LOW|20250306|1741283100|FINAL,SSRP|ASIA_LOW|20250306|1741283100|FINAL,2915.51,2915.51,2912.38,2912.38,2921.77,2921.77,true
2025.03.06 18:15:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741284300,SSRP|ASIA_LOW|20250306|1741284300|FINAL,SSRP|ASIA_LOW|20250306|1741284300|FINAL,2915.84,2915.84,2912.37,2912.37,2922.78,2922.78,true
2025.03.06 18:20:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741284900,SSRP|ASIA_LOW|20250306|1741284900|FINAL,SSRP|ASIA_LOW|20250306|1741284900|FINAL,2918.00,2918.00,2913.74,2913.74,2926.53,2926.53,true
2025.03.06 20:45:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741293600,SSRP|ASIA_LOW|20250306|1741293600|FINAL,SSRP|ASIA_LOW|20250306|1741293600|FINAL,2916.16,2916.16,2913.67,2913.67,2921.14,2921.14,true
2025.03.06 20:50:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741293900,SSRP|ASIA_LOW|20250306|1741293900|FINAL,SSRP|ASIA_LOW|20250306|1741293900|FINAL,2916.02,2916.02,2913.67,2913.67,2920.72,2920.72,true
2025.03.06 21:45:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741296000,SSRP|ASIA_LOW|20250306|1741296000|FINAL,SSRP|ASIA_LOW|20250306|1741296000|FINAL,2915.95,2915.95,2912.21,2912.21,2923.42,2923.42,true
2025.03.06 21:50:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741297500,SSRP|ASIA_LOW|20250306|1741297500|FINAL,SSRP|ASIA_LOW|20250306|1741297500|FINAL,2915.94,2915.94,2913.23,2913.23,2921.36,2921.36,true
2025.03.06 22:00:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741298100,SSRP|ASIA_LOW|20250306|1741298100|FINAL,SSRP|ASIA_LOW|20250306|1741298100|FINAL,2914.95,2914.95,2912.88,2912.88,2919.10,2919.10,true
2025.03.06 22:05:00,LONG,ASIA_LOW|20250306,SSRP|ASIA_LOW|20250306|1741298400,SSRP|ASIA_LOW|20250306|1741298400|FINAL,SSRP|ASIA_LOW|20250306|1741298400|FINAL,2915.48,2915.48,2912.87,2912.87,2920.69,2920.69,true
2025.03.07 08:35:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741336200,SSRP|ASIA_HIGH|20250307|1741336200|FINAL,SSRP|ASIA_HIGH|20250307|1741336200|FINAL,2912.99,2912.99,2914.92,2914.92,2909.13,2909.13,true
2025.03.07 08:45:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741336800,SSRP|ASIA_HIGH|20250307|1741336800|FINAL,SSRP|ASIA_HIGH|20250307|1741336800|FINAL,2911.80,2911.80,2914.21,2914.21,2906.98,2906.98,true
2025.03.07 09:05:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741338000,SSRP|ASIA_HIGH|20250307|1741338000|FINAL,SSRP|ASIA_HIGH|20250307|1741338000|FINAL,2913.35,2913.35,2914.78,2914.78,2910.49,2910.49,true
2025.03.07 09:20:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741338300,SSRP|ASIA_HIGH|20250307|1741338300|FINAL,SSRP|ASIA_HIGH|20250307|1741338300|FINAL,2912.72,2912.72,2914.78,2914.78,2908.60,2908.60,true
2025.03.07 09:25:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741339200,SSRP|ASIA_HIGH|20250307|1741339200|FINAL,SSRP|ASIA_HIGH|20250307|1741339200|FINAL,2912.07,2912.07,2914.38,2914.38,2907.45,2907.45,true
2025.03.07 15:20:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741360200,SSRP|ASIA_HIGH|20250307|1741360200|FINAL,SSRP|ASIA_HIGH|20250307|1741360200|FINAL,2911.52,2911.52,2920.61,2920.61,2893.33,2893.33,true
2025.03.07 15:25:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741360800,SSRP|ASIA_HIGH|20250307|1741360800|FINAL,SSRP|ASIA_HIGH|20250307|1741360800|FINAL,2911.09,2911.09,2915.20,2915.20,2902.88,2902.88,true
2025.03.07 16:00:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741362600,SSRP|ASIA_HIGH|20250307|1741362600|FINAL,SSRP|ASIA_HIGH|20250307|1741362600|FINAL,2909.57,2909.57,2922.18,2922.18,2884.34,2884.34,true
2025.03.07 17:45:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741368900,SSRP|ASIA_HIGH|20250307|1741368900|FINAL,SSRP|ASIA_HIGH|20250307|1741368900|FINAL,2911.51,2911.51,2923.48,2923.48,2887.57,2887.57,true
2025.03.07 19:10:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741373100,SSRP|ASIA_HIGH|20250307|1741373100|FINAL,SSRP|ASIA_HIGH|20250307|1741373100|FINAL,2911.00,2911.00,2919.33,2919.33,2894.33,2894.33,true
2025.03.07 19:15:00,SHORT,ASIA_HIGH|20250307,SSRP|ASIA_HIGH|20250307|1741374600,SSRP|ASIA_HIGH|20250307|1741374600|FINAL,SSRP|ASIA_HIGH|20250307|1741374600|FINAL,2905.90,2905.90,2915.10,2915.10,2887.51,2887.51,true
2025.03.10 09:35:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741598700,SSRP|ASIA_LOW|20250310|1741598700|FINAL,SSRP|ASIA_LOW|20250310|1741598700|FINAL,2909.78,2909.78,2906.87,2906.87,2915.60,2915.60,true
2025.03.10 09:40:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741599300,SSRP|ASIA_LOW|20250310|1741599300|FINAL,SSRP|ASIA_LOW|20250310|1741599300|FINAL,2909.43,2909.43,2907.79,2907.79,2912.71,2912.71,true
2025.03.10 11:55:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741607400,SSRP|ASIA_LOW|20250310|1741607400|FINAL,SSRP|ASIA_LOW|20250310|1741607400|FINAL,2908.40,2908.40,2904.17,2904.17,2916.86,2916.86,true
2025.03.10 12:00:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741607700,SSRP|ASIA_LOW|20250310|1741607700|FINAL,SSRP|ASIA_LOW|20250310|1741607700|FINAL,2909.50,2909.50,2904.16,2904.16,2920.18,2920.18,true
2025.03.10 12:05:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741608000,SSRP|ASIA_LOW|20250310|1741608000|FINAL,SSRP|ASIA_LOW|20250310|1741608000|FINAL,2910.20,2910.20,2906.86,2906.86,2916.88,2916.88,true
2025.03.10 13:10:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741611900,SSRP|ASIA_LOW|20250310|1741611900|FINAL,SSRP|ASIA_LOW|20250310|1741611900|FINAL,2908.51,2908.51,2901.09,2901.09,2923.34,2923.34,true
2025.03.10 13:15:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741612200,SSRP|ASIA_LOW|20250310|1741612200|FINAL,SSRP|ASIA_LOW|20250310|1741612200|FINAL,2910.74,2910.74,2903.43,2903.43,2925.36,2925.36,true
2025.03.10 13:20:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741612500,SSRP|ASIA_LOW|20250310|1741612500|FINAL,SSRP|ASIA_LOW|20250310|1741612500|FINAL,2912.22,2912.22,2907.27,2907.27,2922.12,2922.12,true
2025.03.10 14:05:00,LONG,ASIA_LOW|20250310,SSRP|ASIA_LOW|20250310|1741615200,SSRP|ASIA_LOW|20250310|1741615200|FINAL,SSRP|ASIA_LOW|20250310|1741615200|FINAL,2908.59,2908.59,2906.29,2906.29,2913.20,2913.20,true
2025.03.11 10:35:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741689000,SSRP|ASIA_HIGH|20250311|1741689000|FINAL,SSRP|ASIA_HIGH|20250311|1741689000|FINAL,2899.43,2899.43,2902.14,2902.14,2894.01,2894.01,true
2025.03.11 10:40:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741689300,SSRP|ASIA_HIGH|20250311|1741689300|FINAL,SSRP|ASIA_HIGH|20250311|1741689300|FINAL,2900.14,2900.14,2901.01,2901.01,2898.41,2898.41,true
2025.03.11 11:10:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741691100,SSRP|ASIA_HIGH|20250311|1741691100|FINAL,SSRP|ASIA_HIGH|20250311|1741691100|FINAL,2899.93,2899.93,2903.60,2903.60,2892.58,2892.58,true
2025.03.11 11:15:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741691400,SSRP|ASIA_HIGH|20250311|1741691400|FINAL,SSRP|ASIA_HIGH|20250311|1741691400|FINAL,2898.79,2898.79,2902.28,2902.28,2891.82,2891.82,true
2025.03.11 11:30:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741692300,SSRP|ASIA_HIGH|20250311|1741692300|FINAL,SSRP|ASIA_HIGH|20250311|1741692300|FINAL,2898.97,2898.97,2901.30,2901.30,2894.31,2894.31,true
2025.03.11 11:35:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741692600,SSRP|ASIA_HIGH|20250311|1741692600|FINAL,SSRP|ASIA_HIGH|20250311|1741692600|FINAL,2899.34,2899.34,2901.30,2901.30,2895.42,2895.42,true
2025.03.11 11:45:00,SHORT,ASIA_HIGH|20250311,SSRP|ASIA_HIGH|20250311|1741693200,SSRP|ASIA_HIGH|20250311|1741693200|FINAL,SSRP|ASIA_HIGH|20250311|1741693200|FINAL,2900.33,2900.33,2902.00,2902.00,2896.99,2896.99,true
2025.03.12 10:20:00,SHORT,ASIA_HIGH|20250312,SSRP|ASIA_HIGH|20250312|1741773900,SSRP|ASIA_HIGH|20250312|1741773900|FINAL,SSRP|ASIA_HIGH|20250312|1741773900|FINAL,2917.36,2917.36,2921.27,2921.27,2909.53,2909.53,true
2025.03.12 11:10:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741777500,SSRP|ASIA_LOW|20250312|1741777500|FINAL,SSRP|ASIA_LOW|20250312|1741777500|FINAL,2911.57,2911.57,2910.36,2910.36,2913.99,2913.99,true
2025.03.12 11:20:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741778100,SSRP|ASIA_LOW|20250312|1741778100|FINAL,SSRP|ASIA_LOW|20250312|1741778100|FINAL,2911.89,2911.89,2908.84,2908.84,2917.99,2917.99,true
2025.03.12 11:25:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741778400,SSRP|ASIA_LOW|20250312|1741778400|FINAL,SSRP|ASIA_LOW|20250312|1741778400|FINAL,2911.13,2911.13,2908.84,2908.84,2915.70,2915.70,true
2025.03.12 13:10:00,SHORT,ASIA_HIGH|20250312,SSRP|ASIA_HIGH|20250312|1741784700,SSRP|ASIA_HIGH|20250312|1741784700|FINAL,SSRP|ASIA_HIGH|20250312|1741784700|FINAL,2919.52,2919.52,2922.75,2922.75,2913.05,2913.05,true
2025.03.12 13:35:00,SHORT,ASIA_HIGH|20250312,SSRP|ASIA_HIGH|20250312|1741785000,SSRP|ASIA_HIGH|20250312|1741785000|FINAL,SSRP|ASIA_HIGH|20250312|1741785000|FINAL,2917.73,2917.73,2921.83,2921.83,2909.54,2909.54,true
2025.03.12 16:40:00,SHORT,ASIA_HIGH|20250312,SSRP|ASIA_HIGH|20250312|1741797000,SSRP|ASIA_HIGH|20250312|1741797000|FINAL,SSRP|ASIA_HIGH|20250312|1741797000|FINAL,2918.92,2918.92,2923.20,2923.20,2910.36,2910.36,true
2025.03.12 16:45:00,SHORT,ASIA_HIGH|20250312,SSRP|ASIA_HIGH|20250312|1741797600,SSRP|ASIA_HIGH|20250312|1741797600|FINAL,SSRP|ASIA_HIGH|20250312|1741797600|FINAL,2918.50,2918.50,2922.12,2922.12,2911.26,2911.26,true
2025.03.12 17:30:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741800000,SSRP|ASIA_LOW|20250312|1741800000|FINAL,SSRP|ASIA_LOW|20250312|1741800000|FINAL,2911.52,2911.52,2905.80,2905.80,2922.95,2922.95,true
2025.03.12 17:35:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741800600,SSRP|ASIA_LOW|20250312|1741800600|FINAL,SSRP|ASIA_LOW|20250312|1741800600|FINAL,2911.17,2911.17,2909.53,2909.53,2914.45,2914.45,true
2025.03.12 17:40:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741800900,SSRP|ASIA_LOW|20250312|1741800900|FINAL,SSRP|ASIA_LOW|20250312|1741800900|FINAL,2912.24,2912.24,2909.55,2909.55,2917.62,2917.62,true
2025.03.12 17:45:00,LONG,ASIA_LOW|20250312,SSRP|ASIA_LOW|20250312|1741801200,SSRP|ASIA_LOW|20250312|1741801200|FINAL,SSRP|ASIA_LOW|20250312|1741801200|FINAL,2915.02,2915.02,2909.82,2909.82,2925.43,2925.43,true
2025.03.13 13:25:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741872000,SSRP|ASIA_HIGH|20250313|1741872000|FINAL,SSRP|ASIA_HIGH|20250313|1741872000|FINAL,2946.04,2946.04,2947.80,2947.80,2942.52,2942.52,true
2025.03.13 14:05:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741874400,SSRP|ASIA_HIGH|20250313|1741874400|FINAL,SSRP|ASIA_HIGH|20250313|1741874400|FINAL,2946.38,2946.38,2948.61,2948.61,2941.91,2941.91,true
2025.03.13 14:10:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741874700,SSRP|ASIA_HIGH|20250313|1741874700|FINAL,SSRP|ASIA_HIGH|20250313|1741874700|FINAL,2944.74,2944.74,2948.50,2948.50,2937.23,2937.23,true
2025.03.13 15:15:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741878600,SSRP|ASIA_HIGH|20250313|1741878600|FINAL,SSRP|ASIA_HIGH|20250313|1741878600|FINAL,2945.94,2945.94,2947.45,2947.45,2942.93,2942.93,true
2025.03.13 15:55:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741880400,SSRP|ASIA_HIGH|20250313|1741880400|FINAL,SSRP|ASIA_HIGH|20250313|1741880400|FINAL,2946.28,2946.28,2948.65,2948.65,2941.54,2941.54,true
2025.03.13 16:10:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741881600,SSRP|ASIA_HIGH|20250313|1741881600|FINAL,SSRP|ASIA_HIGH|20250313|1741881600|FINAL,2946.10,2946.10,2949.28,2949.28,2939.74,2939.74,true
2025.03.13 16:20:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741882200,SSRP|ASIA_HIGH|20250313|1741882200|FINAL,SSRP|ASIA_HIGH|20250313|1741882200|FINAL,2944.46,2944.46,2948.75,2948.75,2935.88,2935.88,true
2025.03.13 16:25:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741882800,SSRP|ASIA_HIGH|20250313|1741882800|FINAL,SSRP|ASIA_HIGH|20250313|1741882800|FINAL,2942.76,2942.76,2948.75,2948.75,2930.77,2930.77,true
2025.03.13 16:35:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741883400,SSRP|ASIA_HIGH|20250313|1741883400|FINAL,SSRP|ASIA_HIGH|20250313|1741883400|FINAL,2945.63,2945.63,2948.20,2948.20,2940.48,2940.48,true
2025.03.13 16:45:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741884000,SSRP|ASIA_HIGH|20250313|1741884000|FINAL,SSRP|ASIA_HIGH|20250313|1741884000|FINAL,2945.45,2945.45,2948.06,2948.06,2940.23,2940.23,true
2025.03.13 16:55:00,SHORT,ASIA_HIGH|20250313,SSRP|ASIA_HIGH|20250313|1741884600,SSRP|ASIA_HIGH|20250313|1741884600|FINAL,SSRP|ASIA_HIGH|20250313|1741884600|FINAL,2942.31,2942.31,2947.89,2947.89,2931.15,2931.15,true
2025.03.14 08:05:00,SHORT,ASIA_HIGH|20250314,SSRP|ASIA_HIGH|20250314|1741939200,SSRP|ASIA_HIGH|20250314|1741939200|FINAL,SSRP|ASIA_HIGH|20250314|1741939200|FINAL,2992.03,2992.03,2993.99,2993.99,2988.11,2988.11,true
