symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072813;2.00;MediumBreakout;2025.03.05 03:05:00;2026.07.21 05:39:58;338;0.3343;0.0290;1.0535;23.9535;1.0680;-0.8527;137.75;0.1235;179;-0.0773;159
