symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072701;1.00;FastBreakout;2025.03.05 15:45:00;2026.07.21 04:19:58;290;0.4724;0.0439;1.1082;10.6084;0.7936;-0.7374;182.09;0.0528;143;0.0353;147
XAUUSD;PERIOD_M5;26072702;1.50;FastBreakout;2025.03.05 15:45:00;2026.07.21 04:19:58;272;0.3971;0.0571;1.1226;15.0148;0.9851;-0.7892;216.57;0.1417;135;-0.0262;137
XAUUSD;PERIOD_M5;26072703;2.00;FastBreakout;2025.03.05 15:45:00;2026.07.21 04:39:58;261;0.3487;0.0798;1.1570;13.8485;1.1068;-0.8221;252.66;0.1482;129;0.0131;132
XAUUSD;PERIOD_M5;26072704;3.00;FastBreakout;2025.03.05 15:45:00;2026.07.21 04:39:58;246;0.2846;0.0563;1.0988;19.1221;1.3108;-0.8790;304.48;0.1144;120;0.0010;126
