EventID,Symbol,SchemaVersion,RegistrationTime,Direction,RefPrice,ATR_Ref,SeedSource,ImpulseStartTime,ImpulseStartPrice,ImpulseExtreme,ImpulseSpanATR,RetracementDepth,LifecycleBars,RegimeTrend,RegimeVol,RegimeStructure,Session,SpreadPoints,DirEfficiency,TrendPersistence,SlopeNorm,Displacement,FinalizeReason,H3_MFE_ATR,H3_MAE_ATR,H3_CloseReturn_ATR,H3_Reached_p25,H3_Reached_p50,H3_Reached_p100,H3_ReachedNeg_p25,H3_ReachedNeg_p50,H3_ReachedNeg_p100,H3_FirstThreshold,H3_BarsToMFE,H3_BarsToMAE,H3_Status,H6_MFE_ATR,H6_MAE_ATR,H6_CloseReturn_ATR,H6_Reached_p25,H6_Reached_p50,H6_Reached_p100,H6_ReachedNeg_p25,H6_ReachedNeg_p50,H6_ReachedNeg_p100,H6_FirstThreshold,H6_BarsToMFE,H6_BarsToMAE,H6_Status,H12_MFE_ATR,H12_MAE_ATR,H12_CloseReturn_ATR,H12_Reached_p25,H12_Reached_p50,H12_Reached_p100,H12_ReachedNeg_p25,H12_ReachedNeg_p50,H12_ReachedNeg_p100,H12_FirstThreshold,H12_BarsToMFE,H12_BarsToMAE,H12_Status,H24_MFE_ATR,H24_MAE_ATR,H24_CloseReturn_ATR,H24_Reached_p25,H24_Reached_p50,H24_Reached_p100,H24_ReachedNeg_p25,H24_ReachedNeg_p50,H24_ReachedNeg_p100,H24_FirstThreshold,H24_BarsToMFE,H24_BarsToMAE,H24_Status
TP_1769462400_down_1769463600,XAUUSD,1,2026.01.26 21:40:00,down,5038.01000,16.33429,tp_specific,2026.01.26 21:20:00,5060.39000,5021.24000,2.782,0.428,3,TREND_WEAK_DOWN,VOL_NORMAL,STRUCTURE_BALANCED,SESSION_NY_AFTERNOON,19.0,0.338,15,-0.209,0.230,HORIZON_COMPLETE,1.794,0.000,1.287,1,1,2,0,0,0,FAVORABLE,2,0,COMPLETE,1.794,0.451,-0.250,1,1,2,6,0,0,FAVORABLE,2,6,COMPLETE,1.794,1.477,-0.201,1,1,2,6,7,10,FAVORABLE,2,11,COMPLETE,2.970,1.477,2.237,1,1,2,6,7,10,FAVORABLE,24,11,COMPLETE
TP_1769587200_up_1769588100,XAUUSD,1,2026.01.28 08:15:00,up,5261.60000,6.76857,tp_specific,2026.01.28 08:00:00,5258.94000,5263.81000,0.712,0.454,3,TREND_WEAK_UP,VOL_NORMAL,STRUCTURE_BALANCED,SESSION_LONDON_OPEN,19.0,0.424,17,0.180,0.668,HORIZON_COMPLETE,0.576,1.404,-0.861,1,1,0,1,3,3,AMBIGUOUS_SAME_BAR,2,3,COMPLETE,0.576,1.404,0.019,1,1,0,1,3,3,AMBIGUOUS_SAME_BAR,2,3,COMPLETE,2.037,1.404,1.808,1,1,8,1,3,3,AMBIGUOUS_SAME_BAR,12,3,COMPLETE,5.596,1.404,4.689,1,1,8,1,3,3,AMBIGUOUS_SAME_BAR,23,3,COMPLETE
TP_1769681100_down_1769682900,XAUUSD,1,2026.01.29 10:35:00,down,5523.10000,13.01857,tp_specific,2026.01.29 10:05:00,5548.89000,5523.32000,2.048,0.009,4,TREND_WEAK_DOWN,VOL_NORMAL,STRUCTURE_FAILED_BREAKOUT,SESSION_LONDON,13.0,0.330,15,-0.173,0.545,HORIZON_COMPLETE,3.754,0.407,1.301,1,1,2,1,0,0,AMBIGUOUS_SAME_BAR,3,1,COMPLETE,3.754,0.407,1.603,1,1,2,1,0,0,AMBIGUOUS_SAME_BAR,3,1,COMPLETE,3.754,0.407,0.220,1,1,2,1,0,0,AMBIGUOUS_SAME_BAR,3,1,COMPLETE,3.754,0.489,1.599,1,1,2,1,0,0,AMBIGUOUS_SAME_BAR,3,14,COMPLETE
