EventID,Symbol,SchemaVersion,RegistrationTime,Direction,RefPrice,ATR_Ref,SeedSource,ImpulseStartTime,ImpulseStartPrice,ImpulseExtreme,ImpulseSpanATR,RetracementDepth,LifecycleBars,RegimeTrend,RegimeVol,RegimeStructure,Session,SpreadPoints,DirEfficiency,TrendPersistence,SlopeNorm,Displacement,FinalizeReason,H3_MFE_ATR,H3_MAE_ATR,H3_CloseReturn_ATR,H3_Reached_p25,H3_Reached_p50,H3_Reached_p100,H3_ReachedNeg_p25,H3_ReachedNeg_p50,H3_ReachedNeg_p100,H3_FirstThreshold,H3_BarsToMFE,H3_BarsToMAE,H3_Status,H6_MFE_ATR,H6_MAE_ATR,H6_CloseReturn_ATR,H6_Reached_p25,H6_Reached_p50,H6_Reached_p100,H6_ReachedNeg_p25,H6_ReachedNeg_p50,H6_ReachedNeg_p100,H6_FirstThreshold,H6_BarsToMFE,H6_BarsToMAE,H6_Status,H12_MFE_ATR,H12_MAE_ATR,H12_CloseReturn_ATR,H12_Reached_p25,H12_Reached_p50,H12_Reached_p100,H12_ReachedNeg_p25,H12_ReachedNeg_p50,H12_ReachedNeg_p100,H12_FirstThreshold,H12_BarsToMFE,H12_BarsToMAE,H12_Status,H24_MFE_ATR,H24_MAE_ATR,H24_CloseReturn_ATR,H24_Reached_p25,H24_Reached_p50,H24_Reached_p100,H24_ReachedNeg_p25,H24_ReachedNeg_p50,H24_ReachedNeg_p100,H24_FirstThreshold,H24_BarsToMFE,H24_BarsToMAE,H24_Status
TP_1736144100_down_1736145300,XAUUSD,1,2025.01.06 06:35:00,down,2636.95000,1.64429,tp_specific,2025.01.06 06:15:00,2640.47000,2636.09000,3.012,0.196,2,TREND_WEAK_DOWN,VOL_EXPANSION,STRUCTURE_BALANCED,SESSION_LONDON_PREOPEN,15.0,0.449,13,-0.232,0.626,HORIZON_COMPLETE,0.566,0.225,0.195,1,1,0,0,0,0,FAVORABLE,2,3,COMPLETE,1.794,0.225,0.791,1,1,4,0,0,0,FAVORABLE,4,3,COMPLETE,2.834,0.225,2.043,1,1,4,0,0,0,FAVORABLE,12,3,COMPLETE,4.069,0.225,3.643,1,1,4,0,0,0,FAVORABLE,24,3,COMPLETE
TP_1736146500_down_1736147400,XAUUSD,1,2025.01.06 07:10:00,down,2635.46000,1.60357,tp_specific,2025.01.06 06:55:00,2636.63000,2634.00000,1.579,0.555,3,TREND_WEAK_DOWN,VOL_NORMAL,STRUCTURE_BALANCED,SESSION_LONDON_PREOPEN,15.0,0.409,20,-0.212,0.112,HORIZON_COMPLETE,0.804,0.218,0.100,1,1,0,0,0,0,FAVORABLE,3,2,COMPLETE,1.977,0.218,1.740,1,1,5,0,0,0,FAVORABLE,5,2,COMPLETE,2.438,0.218,0.524,1,1,5,0,0,0,FAVORABLE,8,2,COMPLETE,3.243,0.218,1.808,1,1,5,0,0,0,FAVORABLE,17,2,COMPLETE
TP_1736147700_down_1736148900,XAUUSD,1,2025.01.06 07:35:00,down,2633.59000,1.46143,tp_specific,2025.01.06 07:15:00,2635.42000,2634.38000,0.631,0.760,3,TREND_WEAK_DOWN,VOL_EXPANSION,STRUCTURE_BREAKOUT_ATTEMPT,SESSION_LONDON_PREOPEN,14.0,0.528,25,-0.218,0.472,HORIZON_COMPLETE,1.396,0.623,0.773,1,1,3,2,2,0,FAVORABLE,3,2,COMPLETE,1.396,1.102,-0.890,1,1,3,2,2,6,FAVORABLE,3,6,COMPLETE,2.279,1.225,1.800,1,1,3,2,2,6,FAVORABLE,12,7,COMPLETE,4.461,1.225,3.319,1,1,3,2,2,6,FAVORABLE,24,7,COMPLETE
TP_1736179200_down_1736180100,XAUUSD,1,2025.01.06 16:15:00,down,2626.90000,4.40857,tp_specific,2025.01.06 16:00:00,2626.30000,2622.51000,0.871,1.158,2,TREND_WEAK_DOWN,VOL_NORMAL,STRUCTURE_BALANCED,SESSION_NY_OPEN,10.0,0.418,17,-0.312,0.129,HORIZON_COMPLETE,2.858,0.386,0.270,1,1,1,1,0,0,AMBIGUOUS_SAME_BAR,1,1,COMPLETE,2.858,0.386,0.615,1,1,1,1,0,0,AMBIGUOUS_SAME_BAR,1,1,COMPLETE,2.858,1.948,-1.071,1,1,1,1,7,8,AMBIGUOUS_SAME_BAR,1,11,COMPLETE,2.858,2.883,-2.271,1,1,1,1,7,8,AMBIGUOUS_SAME_BAR,1,15,COMPLETE
