variant,ticket,logical_position_id,entry_volume,exit_volume,volume_ok,weighted_exit_price,reported_exit_price,price_diff,price_ok,recomputed_r,reported_r,r_diff,r_ok,gross_money,commission,swap,net_money
D29_P3,341,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1763564400|1763564400,0.46,0.46,True,4106.39,4106.39,0.0,True,-1.0,-1.0,0.0,True,-265.88,-0.92,0.0,-266.8
D29_P3,344,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1763567400|MSZZ|XAUUSD|5|0|-1|1763564400|1763564400,0.22,0.22,True,4117.88,4117.88,0.0,True,-1.0,-1.0,0.0,True,-254.76,-0.44,0.0,-255.2
D29_P3,346,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1763565900|1763565900,0.35,0.35,True,4114.08,4114.08,0.0,True,-1.0,-1.0,0.0,True,-261.1,-0.7,0.0,-261.8
D29_P3,348,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1763569800|MSZZ|XAUUSD|5|0|1|1763565900|1763565900,0.2,0.2,True,4100.83,4100.83,0.0,True,-1.0,-1.0,0.0,True,-255.0,-0.4,0.0,-255.4
D29_P3,350,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1763948700|MSZZ|XAUUSD|5|0|1|1763946000|1763946000,0.45,0.45,True,4068.97,4068.97,0.0,True,-1.0,-1.0,0.0,True,-260.1,-0.9,0.0,-261.0
D29_P3,352,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1763949900|1763949900,0.59,0.59,True,4071.36,4071.3599999999997,0.0,True,2.0,2.0,0.0,True,522.74,-1.18,0.0,521.56
D29_P3,355,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1763965800|1763965800,1.47,1.47,True,4045.05,4045.05,0.0,True,-1.0,-1.0,0.0,True,-263.13,-2.94,0.0,-266.07
D29_P3,354,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1763953500|MSZZ|XAUUSD|5|0|-1|1763949900|1763949900,0.07,0.07,True,4092.29,4092.29,0.0,True,-1.0,-1.0,0.0,True,-249.83,-0.14,0.0,-249.97
D29_P3,358,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1764334200|1764334200,0.14,0.14,True,4188.02,4188.02,0.0,True,-1.0,-1.0,0.0,True,-262.22,-0.28,0.0,-262.5
D29_P3,360,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1764707100|MSZZ|XAUUSD|5|0|-1|1764333000|1764333000,0.33,0.33,True,4197.12,4197.12,0.0,True,-1.0,-1.0,0.0,True,-255.09,-0.66,0.0,-255.75
D29_P3,362,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1764793200|MSZZ|XAUUSD|5|0|-1|1764333000|1764333000,1.99,1.99,True,4200.86,4200.86,0.0,True,-1.0,-1.0,0.0,True,-260.69,-3.98,0.0,-264.67
D29_P3,364,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1764795000|MSZZ|XAUUSD|5|0|-1|1764333000|1764333000,0.75,0.75,True,4200.86,4200.86,0.0,True,-1.0,-1.0,0.0,True,-261.0,-1.5,0.0,-262.5
D29_P3,366,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1764881700|MSZZ|XAUUSD|5|0|-1|1764333000|1764333000,0.27,0.27,True,4217.56,4217.56,0.0,True,-1.0,-1.0,0.0,True,-258.66,-0.54,6.21,-252.99
D29_P3,368,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1764959100|MSZZ|XAUUSD|5|0|1|1764861900|1764861900,0.14,0.14,True,4198.58,4198.58,0.0,True,-1.0,-1.0,0.0,True,-255.5,-0.28,0.0,-255.78
D29_P3,370,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765179000|MSZZ|XAUUSD|5|0|1|1764916200|1764916200,0.23,0.23,True,4203.02,4203.02,0.0,True,-1.0,-1.0,0.0,True,-254.61,-0.46,0.0,-255.07
D29_P3,372,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765205700|MSZZ|XAUUSD|5|0|1|1764916200|1764916200,0.23,0.23,True,4203.02,4203.02,0.0,True,-1.0,-1.0,0.0,True,-254.38,-0.46,0.0,-254.84
D29_P3,374,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1765213800|MSZZ|XAUUSD|5|0|-1|1764958200|1764958200,0.03,0.03,True,4216.62,4216.62,0.0,True,-0.474035,-0.47403478475391636,0.0,True,-115.29,-0.06,0.69,-114.66
D29_P3,377,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1765336500|1765336500,1.09,1.09,True,4218.01,4218.01,0.0,True,-1.0,-1.0,0.0,True,-257.24,-2.18,0.0,-259.42
D29_P3,376,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765303200|MSZZ|XAUUSD|5|0|1|1764916200|1764916200,0.09,0.09,True,4209.06,4209.06,0.0,True,-0.28822,-0.2882195958825626,0.0,True,-68.04,-0.18,-4.14,-72.36
D29_P3,381,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1765343400|1765343400,0.48,0.48,True,4207.46,4207.46,0.0,True,-1.0,-1.0,0.0,True,-253.92,-0.96,0.0,-254.88
D29_P3,380,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1765343700|MSZZ|XAUUSD|5|0|-1|1765343400|1765343400,0.26,0.26,True,4189.5,4189.5,0.0,True,2.0,2.000000000000093,0.0,True,508.56,-0.52,0.0,508.04
D29_P3,384,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1764958200|1764958200,0.16,0.16,True,4190.47,4190.47,0.0,True,-1.0,-1.0,0.0,True,-251.84,-0.32,0.0,-252.16
D29_P3,386,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765418400|MSZZ|XAUUSD|5|0|1|1765417800|1765417800,0.22,0.22,True,4223.93,4223.93,0.0,True,-1.0,-1.0,0.0,True,-249.04,-0.44,0.0,-249.48
D29_P3,387,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1765417800|1765417800,0.34,0.34,True,4217.3,4217.3,0.0,True,2.0,1.9999999999998794,0.0,True,513.4,-0.68,0.0,512.72
D29_P3,390,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1765427100|1765427100,0.34,0.34,True,4245.89,4245.89,0.0,True,2.0,2.0,0.0,True,507.96,-0.68,0.0,507.28
D29_P3,392,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765474800|MSZZ|XAUUSD|5|0|1|1765473600|1765473900,0.13,0.13,True,4294.06,4294.06,0.0,True,2.0,2.0,0.0,True,512.46,-0.26,-5.98,506.22
D29_P3,394,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1765565100|MSZZ|XAUUSD|5|0|1|1765474800|1765474800,0.05,0.05,True,4366.15,4366.15,0.0,True,2.0,2.0,0.0,True,437.4,-0.1,-13.8,423.5
D29_P3,397,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1766134500|1766134800,0.43,0.43,True,4329.21,4329.21,0.0,True,-1.0,-1.0,0.0,True,-255.42,-0.86,0.0,-256.28
D29_P3,399,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1766143500|1766143800,1.48,1.48,True,4324.44,4324.44,0.0,True,2.0,2.0,0.0,True,520.96,-2.96,0.0,518.0
D29_P3,396,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1766135400|MSZZ|XAUUSD|5|0|1|1766134500|1766134800,0.22,0.22,True,4350.7,4350.7,0.0,True,2.0,2.0,0.0,True,507.76,-0.44,0.0,507.32
D29_P3,403,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1766368800|1766368800,0.61,0.61,True,4366.29,4366.29,0.0,True,-1.0,-1.0,0.0,True,-262.91,-1.22,0.0,-264.13
D29_P3,402,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1766168100|MSZZ|XAUUSD|5|0|1|1766162100|1766162100,0.09,0.09,True,4402.63,4402.63,0.0,True,2.0,1.9999999999999685,0.0,True,519.3,-0.18,-12.42,506.7
D29_P3,406,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1767028800|MSZZ|XAUUSD|5|0|-1|1767027900|1767027900,0.06,0.06,True,4340.81,4340.81,0.0,True,-0.623471,-0.6234706616729124,0.0,True,-149.82,-0.12,0.0,-149.94
D29_P3,407,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1767027900|1767027900,0.17,0.17,True,4316.51,4316.51,0.0,True,-1.0,-1.0,0.0,True,-257.55,-0.34,0.0,-257.89
D29_P3,409,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1767036000|MSZZ|XAUUSD|5|0|-1|1767027900|1767027900,0.12,0.12,True,4343.37,4343.37,0.0,True,-0.810488,-0.8104875804967833,0.0,True,-211.44,-0.24,0.0,-211.68
D29_P3,412,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1767045600|MSZZ|XAUUSD|5|0|1|1767042600|1767042600,0.09,0.09,True,4327.91,4327.91,0.0,True,-0.537926,-0.5379262352122531,0.0,True,-139.14,-0.18,-4.14,-143.46
D29_P3,414,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1767063600|MSZZ|XAUUSD|5|0|-1|1767062700|1767062700,0.13,0.13,True,4347.08,4347.08,0.0,True,-1.0,-1.0,0.0,True,-249.21,-0.26,0.0,-249.47
D29_P3,417,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1767069900|1767069900,0.36,0.36,True,4365.39,4365.39,0.0,True,-1.0,-1.0,0.0,True,-261.36,-0.72,0.0,-262.08
D29_P3,416,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1767066000|MSZZ|XAUUSD|5|0|1|1767064500|1767064500,0.13,0.13,True,4386.8,4386.8,0.0,True,2.0,2.0000000000000457,0.0,True,515.32,-0.26,0.0,515.06
D29_P3,420,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1767112800|MSZZ|XAUUSD|5|0|-1|1767108600|1767108600,0.06,0.06,True,4287.25,4287.25,0.0,True,2.0,2.0000000000000435,0.0,True,504.12,-0.12,1.38,505.38
D29_P3,422,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1767674100|MSZZ|XAUUSD|5|0|-1|1766973600|1766973600,0.03,0.03,True,4489.68,4489.68,0.0,True,-0.556636,-0.5566362412090418,0.0,True,-111.6,-0.06,0.0,-111.66
D29_P3,423,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1767004500|1767004500,0.17,0.17,True,4462.92,4462.92,0.0,True,-1.0,-1.0,0.0,True,-248.71,-0.34,-7.82,-256.87
D29_P3,427,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1767978300|1767978300,0.32,0.32,True,4506.04,4506.04,0.0,True,-1.0,-1.0,0.0,True,-259.52,-0.64,0.0,-260.16
D29_P3,426,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1767984600|MSZZ|XAUUSD|5|0|1|1767978300|1767978300,0.04,0.04,True,4633.19,4633.19,0.0,True,2.0,1.9999999999999711,0.0,True,502.88,-0.08,-7.36,495.44
D29_P3,430,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1768585200|MSZZ|XAUUSD|5|0|1|1767990600|1767990600,0.04,0.04,True,4662.34,4662.34,0.0,True,2.0,2.0,0.0,True,426.64,-0.08,-5.52,421.04
D29_P3,432,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1769771700|MSZZ|XAUUSD|5|0|1|1769202000|1769202000,0.01,0.01,True,4932.82,4932.82,0.0,True,-1.0,-1.0,0.0,True,-135.98,-0.02,0.0,-136.0
D29_P3,433,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1769788800|1769788800,0.02,0.02,True,4759.77,4759.77,0.0,True,2.0,1.999999999999992,0.0,True,450.36,-0.04,0.0,450.32
D29_P3,436,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1769805900|MSZZ|XAUUSD|5|0|1|1769176800|1769176800,0.09,0.09,True,4886.07,4886.07,0.0,True,2.0,1.9999999999999358,0.0,True,509.76,-0.18,0.0,509.58
D29_P3,438,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1769807400|MSZZ|XAUUSD|5|0|-1|1769800200|1769800200,0.06,0.06,True,4930.95,4930.95,0.0,True,-1.0,-1.0,0.0,True,-246.96,-0.12,0.0,-247.08
D29_P3,440,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1769811600|MSZZ|XAUUSD|5|0|-1|1769800200|1769800200,0.05,0.05,True,4793.76,4793.76,0.0,True,2.0,2.0,0.0,True,512.9,-0.1,3.45,516.25
D29_P3,442,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770175800|MSZZ|XAUUSD|5|0|-1|1769769000|1769769000,0.04,0.04,True,4898.9,4898.9,0.0,True,2.0,2.0000000000000138,0.0,True,523.92,-0.08,0.0,523.84
D29_P3,444,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1770608100|1770608100,0.12,0.12,True,5032.48,5032.48,0.0,True,2.0,2.000000000000043,0.0,True,507.36,-0.24,0.0,507.12
D29_P3,446,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770744900|MSZZ|XAUUSD|5|0|-1|1770741900|1770741900,0.05,0.05,True,5058.39,5058.39,0.0,True,-1.0,-1.0,0.0,True,-255.85,-0.1,1.15,-254.8
D29_P3,448,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770789900|MSZZ|XAUUSD|5|0|-1|1770789300|1770789600,0.95,0.95,True,5057.6,5057.6,0.0,True,-1.0,-1.0,0.0,True,-266.0,-1.9,0.0,-267.9
D29_P3,450,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770790800|MSZZ|XAUUSD|5|0|-1|1770789300|1770789600,8.63,8.63,True,5057.6,5057.6,0.0,True,-1.0,-1.0,0.0,True,-267.53,-17.26,0.0,-284.79
D29_P3,452,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770792300|MSZZ|XAUUSD|5|0|-1|1770792000|1770792000,0.25,0.25,True,5061.05,5061.05,0.0,True,-1.0,-1.0,0.0,True,-265.25,-0.5,0.0,-265.75
D29_P3,455,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1770797100|1770797100,0.51,0.51,True,5061.57,5061.57,0.0,True,-1.0,-1.0,0.0,True,-261.12,-1.02,0.0,-262.14
D29_P3,454,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1770795300|MSZZ|XAUUSD|5|0|1|1770795000|1770795000,0.14,0.14,True,5100.26,5100.26,0.0,True,2.0,2.000000000000096,0.0,True,530.04,-0.28,0.0,529.76
D29_P3,459,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1770842100|1770842100,0.56,0.56,True,5087.39,5087.39,0.0,True,-1.0,-1.0,0.0,True,-262.64,-1.12,0.0,-263.76
D29_P3,458,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1770838800|MSZZ|XAUUSD|5|0|1|1770837300|1770837300,0.05,0.05,True,5081.58,5081.58,0.0,True,-0.307772,-0.3077718065316307,0.0,True,-74.45,-0.1,0.0,-74.55
D29_P3,462,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770846900|MSZZ|XAUUSD|5|0|-1|1770840600|1770840600,0.31,0.31,True,5090.0,5090.0,0.0,True,-1.0,-1.0,0.0,True,-261.02,-0.62,0.0,-261.64
D29_P3,464,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1770858000|MSZZ|XAUUSD|5|0|1|1770853800|1770853800,0.05,0.05,True,5063.63,5063.63,0.0,True,-0.721422,-0.7214221422142164,0.0,True,-160.3,-0.1,0.0,-160.4
D29_P3,466,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1770858600|MSZZ|XAUUSD|5|0|-1|1770858300|1770858300,0.1,0.1,True,5010.89,5010.89,0.0,True,2.0,2.0,0.0,True,527.4,-0.2,0.0,527.2
D29_P3,469,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1770929400|1770929700,0.2,0.2,True,4919.13,4919.13,0.0,True,2.0,1.9999999999998603,0.0,True,521.2,-0.4,0.0,520.8
D29_P3,471,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1770948300|1770948300,0.4,0.4,True,4928.88,4928.88,0.0,True,2.0,1.9999999999998614,0.0,True,524.8,-0.8,0.0,524.0
D29_P3,468,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1770924000|MSZZ|XAUUSD|5|0|1|1770921600|1770921900,0.02,0.02,True,5015.17,5015.17,0.0,True,0.341112,0.34111192991074935,0.0,True,83.32,-0.04,-3.68,79.6
D29_P3,475,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1771216500|1771216500,0.42,0.42,True,4996.18,4996.179999999999,0.0,True,-1.0,-1.0000000000001428,0.0,True,-267.54,-0.84,0.0,-268.38
D29_P3,474,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1771203600|MSZZ|XAUUSD|5|0|-1|1770934800|1770934800,0.07,0.07,True,4941.65,4941.65,0.0,True,2.0,2.0,0.0,True,514.64,-0.14,1.61,516.11
D29_P3,478,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1771526700|MSZZ|XAUUSD|5|0|-1|1770912000|1770912000,0.14,0.14,True,5022.49,5022.49,0.0,True,-1.0,-1.0,0.0,True,-259.7,-0.28,3.22,-256.76
D29_P3,480,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1771606800|1771606800,0.18,0.18,True,5051.51,5051.51,0.0,True,2.0,2.0000000000000635,0.0,True,515.52,-0.36,0.0,515.16
D29_P3,482,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1771605000|1771605000,0.49,0.49,True,5056.76,5056.76,0.0,True,-1.0,-1.0,0.0,True,-270.48,-0.98,0.0,-271.46
D29_P3,484,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772544300|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.05,0.05,True,5180.54,5180.539999999999,0.0,True,-1.0,-0.9999999999999831,0.0,True,-269.3,-0.1,0.0,-269.4
D29_P3,486,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1772549700|MSZZ|XAUUSD|5|0|1|1772200500|1772200500,0.04,0.04,True,5159.75,5159.75,0.0,True,-1.0,-1.0,0.0,True,-258.84,-0.08,0.0,-258.92
D29_P3,488,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772550300|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.09,0.09,True,5180.54,5180.54,0.0,True,-1.0,-1.0,0.0,True,-251.82,-0.18,0.0,-252.0
D29_P3,490,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772552100|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.11,0.11,True,5113.13,5113.13,0.0,True,2.0,1.9999999999999596,0.0,True,494.34,-0.22,0.0,494.12
D29_P3,492,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772594700|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.07,0.07,True,5180.54,5180.54,0.0,True,-1.0,-1.0,0.0,True,-239.89,-0.14,0.0,-240.03
D29_P3,494,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772600100|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.11,0.11,True,5180.54,5180.540000000001,0.0,True,-1.0,-1.0000000000000377,0.0,True,-265.21,-0.22,0.0,-265.43
D29_P3,496,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772606700|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.1,0.1,True,5180.54,5180.539999999999,0.0,True,-1.0,-0.9999999999999639,0.0,True,-252.0,-0.2,0.0,-252.2
D29_P3,498,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772642700|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.1,0.1,True,5181.03,5181.029999999999,0.0,True,-1.0,-0.9999999999999643,0.0,True,-254.2,-0.2,2.3,-252.1
D29_P3,500,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772697300|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.08,0.08,True,5181.03,5181.03,0.0,True,-1.0,-1.0,0.0,True,-258.08,-0.16,0.0,-258.24
D29_P3,502,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772712000|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.08,0.08,True,5088.15,5088.15,0.0,True,2.0,2.0,0.0,True,495.36,-0.16,0.0,495.2
D29_P3,504,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1772819100|MSZZ|XAUUSD|5|0|-1|1772543100|1772543100,0.07,0.07,True,5181.03,5181.03,0.0,True,-1.0,-1.0,0.0,True,-239.33,-0.14,4.83,-234.64
D29_P3,506,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1773312000|MSZZ|XAUUSD|5|0|1|1773208200|1773208200,0.04,0.04,True,5124.05,5124.05,0.0,True,-1.0,-1.0,0.0,True,-220.08,-0.08,0.0,-220.16
D29_P3,509,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1773359100|1773359100,0.21,0.21,True,5090.47,5090.47,0.0,True,-1.0,-1.0,0.0,True,-264.39,-0.42,0.0,-264.81
D29_P3,508,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1773363600|MSZZ|XAUUSD|5|0|1|1773359100|1773359100,0.08,0.08,True,5085.36,5085.36,0.0,True,0.030743,0.030743243243238894,0.0,True,7.28,-0.16,0.0,7.12
D29_P3,512,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1773405600|MSZZ|XAUUSD|5|0|-1|1773404400|1773404700,0.22,0.22,True,5097.03,5097.03,0.0,True,-1.0,-1.0,0.0,True,-256.74,-0.44,0.0,-257.18
D29_P3,514,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1773423600|MSZZ|XAUUSD|5|0|-1|1773422100|1773422100,0.09,0.09,True,5022.15,5022.15,0.0,True,2.0,2.0000000000000635,0.0,True,514.08,-0.18,0.0,513.9
D29_P3,516,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1773752700|MSZZ|XAUUSD|5|0|-1|1773210000|1773210000,0.01,0.01,True,4633.89,4633.89,0.0,True,2.0,1.9999999999999951,0.0,True,368.26,-0.02,0.46,368.7
D29_P3,518,MSZZC1|6:XAUUSD|1:5|2:-1|1:4|39:MSZZ|XAUUSD|5|0|1|1774849200|1774849200,0.33,0.33,True,4504.05,4504.05,0.0,True,-1.0,-1.0,0.0,True,-263.67,-0.66,0.0,-264.33
D29_P3,519,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1774855200|MSZZ|XAUUSD|5|0|1|1774849200|1774849200,0.04,0.04,True,4622.03,4622.03,0.0,True,2.0,1.9999999999999858,0.0,True,510.8,-0.08,-1.84,508.88
D29_P3,522,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1775583000|MSZZ|XAUUSD|5|0|1|1775582400|1775582400,0.02,0.02,True,4769.98,4769.98,0.0,True,1.125544,1.1255440564851587,0.0,True,232.74,-0.04,-1.84,230.86
D29_P3,525,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1775773800|1775773800,0.85,0.85,True,4769.08,4769.08,0.0,True,-1.0,-1.0,0.0,True,-266.9,-1.7,0.0,-268.6
D29_P3,524,MSZZC1|6:XAUUSD|1:5|2:-1|1:1|67:BO|XAUUSD|5|0|S|1775774700|MSZZ|XAUUSD|5|0|-1|1775773800|1775773800,0.09,0.09,True,4713.18,4713.18,0.0,True,2.0,1.999999999999936,0.0,True,511.2,-0.18,8.28,519.3
D29_P3,528,MSZZC1|6:XAUUSD|1:5|1:1|1:4|40:MSZZ|XAUUSD|5|0|-1|1776242100|1776242100,0.84,0.84,True,4812.16,4812.16,0.0,True,-1.0,-1.0,0.0,True,-268.8,-1.68,0.0,-270.48
D29_P3,530,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1776264600|MSZZ|XAUUSD|5|0|1|1776183600|1776183900,0.11,0.11,True,4790.52,4790.52,0.0,True,-1.0,-1.0,0.0,True,-262.68,-0.22,0.0,-262.9
D29_P3,532,MSZZC1|6:XAUUSD|1:5|1:1|1:1|66:BO|XAUUSD|5|0|L|1776302400|MSZZ|XAUUSD|5|0|1|1776301200|1776301200,0.2,0.2,True,4827.53,4827.53,0.0,True,2.0,1.9999999999999318,0.0,True,533.6,-0.4,0.0,533.2
