symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072801;2.00;FastBreakout;2025.03.04 20:20:00;2026.07.21 05:19:58;247;0.3198;-0.0174;0.9677;20.9460;0.9968;-0.8048;288.77;-0.0068;119;-0.0271;128
