symbol;timeframe;magic;risk_reward;enabled_strategies;first_signal_time;last_close_time;trades;win_rate;expectancy_r;profit_factor_r;max_drawdown_r;avg_mfe_r;avg_mae_r;avg_bars_held;long_expectancy_r;long_trades;short_expectancy_r;short_trades
XAUUSD;PERIOD_M5;26072848;2.00;MedSlowContext;2025.03.04 11:25:00;2026.07.21 05:39:58;434;0.3203;-0.0489;0.9126;39.1760;1.0284;-0.8952;116.66;-0.0253;219;-0.0729;215
